PGM_ID,HSE_ID,HSE_MEASURE_ID,TABLE_CODE,CODE_DESC,CODE,MEASURE_CMNTS
16512,11162,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* Listed/Exempt for all applicable inventories @ time of review per MSDS
* NR meets ""naturally occurring material"" TSCA & REACH exemptions provided no substances are added to it for purposes other than stabilization
"
16512,11162,117,NZTSD,New Zealand Toxic Substances Database,,"* Listed/Exempt for all applicable inventories @ time of review per MSDS
* NR meets ""naturally occurring material"" TSCA & REACH exemptions provided no substances are added to it for purposes other than stabilization
"
15053,8621,113,ENCS,Japanese Existing and New Chemical substances,EINECS,* Listed or Exempt for this regional inventory @ time of review per LOLI
15053,8621,114,ECL,Korean Existing Chemicals Inventory,KKDIK,* Listed or Exempt for this regional inventory @ time of review per LOLI
15053,8621,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,* Listed or Exempt for this regional inventory @ time of review per LOLI
15053,8621,116,CLECS,Chinese List of Existing Chemical substances,SOAF,* Listed or Exempt for this regional inventory @ time of review per LOLI
15053,8621,117,NZTSD,New Zealand Toxic Substances Database,,* Listed or Exempt for this regional inventory @ time of review per LOLI
15053,8621,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
11005,3881,90,MSDS,MSDS Requirement,MSDS,
11005,3881,91,TSCA,TSCA Certificate,TSCA,
11005,3881,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
11005,3881,109,CEPA,Canadian Environmental Protection Act,,
13147,10741,90,MSDS,MSDS Requirement,MSDS,
13147,10741,91,TSCA,TSCA Certificate,TSCA,
13147,10741,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
13147,10741,109,CEPA,Canadian Environmental Protection Act,,
13147,10741,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
13147,10741,111,ELINCS,European REACH,CEPAN,
13147,10741,112,AICS,Australian Inventory of chemical Substances,ELINCS,
13147,10741,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
13147,10741,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
13147,10741,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
13147,10741,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
13147,10741,117,NZTSD,New Zealand Toxic Substances Database,,
13147,10741,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
11005,3881,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
11005,3881,111,ELINCS,European REACH,CEPAN,ELINCS not REACH: 
14050,7082,90,MSDS,MSDS Requirement,MSDS,"Natural rubber is considered to be a naturally-occurring material, and therefore exempt from TSCA Inventory, and also from REACH, provided no substances are added to it for any purpose other than to stabilize it."
14050,7082,91,TSCA,TSCA Certificate,TSCA,"Natural rubber is considered to be a naturally-occurring material, and therefore exempt from the TSCA Inventory."
14050,7082,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
14050,7082,109,CEPA,Canadian Environmental Protection Act,,
14050,7082,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
14050,7082,111,ELINCS,European REACH,CEPAN,
14050,7082,112,AICS,Australian Inventory of chemical Substances,ELINCS,
14050,7082,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
14050,7082,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
14050,7082,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
14050,7082,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
14050,7082,117,NZTSD,New Zealand Toxic Substances Database,,
14050,7082,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
15089,8941,90,MSDS,MSDS Requirement,MSDS,
15089,8941,91,TSCA,TSCA Certificate,TSCA,
15089,8941,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
15089,8941,109,CEPA,Canadian Environmental Protection Act,,
15089,8941,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
15089,8941,111,ELINCS,European REACH,CEPAN,
15089,8941,112,AICS,Australian Inventory of chemical Substances,ELINCS,
15089,8941,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
15089,8941,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
15089,8941,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
15089,8941,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
15089,8941,117,NZTSD,New Zealand Toxic Substances Database,,
16351,10981,90,MSDS,MSDS Requirement,MSDS,
15089,8941,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
16351,10981,91,TSCA,TSCA Certificate,TSCA,
16351,10981,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,* Supplier did not identify any restrictions.
16351,10981,109,CEPA,Canadian Environmental Protection Act,,* Listed /Exempt for this regional inventory @ time of review per CIRF
16351,10981,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,* Listed/Exempt per Loli search
16351,10981,111,ELINCS,European REACH,CEPAN,* See attached email verification from Wolgang Lauer.
16351,10981,112,AICS,Australian Inventory of chemical Substances,ELINCS,* Listed /Exempt for this regional inventory @ time of review per CIRF
16351,10981,113,ENCS,Japanese Existing and New Chemical substances,EINECS,* Listed /Exempt for this regional inventory @ time of review per CIRF
16351,10981,114,ECL,Korean Existing Chemicals Inventory,KKDIK,* Listed /Exempt for this regional inventory @ time of review per CIRF
16351,10981,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,* Listed /Exempt for this regional inventory @ time of review per CIRF
16351,10981,116,CLECS,Chinese List of Existing Chemical substances,SOAF,* Listed /Exempt for this regional inventory @ time of review per CIRF
16351,10981,117,NZTSD,New Zealand Toxic Substances Database,,* Listed /Exempt for this regional inventory @ time of review per CIRF
16351,10981,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
15159,12061,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* At time of review, Does not apply - this is an article."
15477,10783,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* Listed/Exempt for all applicable regional inventories @ time of review per CIRF
"
11005,3881,112,AICS,Australian Inventory of chemical Substances,ELINCS,
15477,10783,111,ELINCS,European REACH,CEPAN,"* Supplier certified all constituents are REACH compliant and verified program in place to ensure future compliance
*HOLD  asking Maggie to verify REACH (email sent 8/13/12)
* see attached email including REACH form, CIRF, & supplier REACH letter"
15477,10783,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* Listed/Exempt for all applicable regional inventories @ time of review per CIRF
"
15477,10783,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* Listed/Exempt for all applicable regional inventories @ time of review per CIRF
"
15477,10783,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* Listed/Exempt for all applicable regional inventories @ time of review per CIRF
"
15477,10783,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* Listed/Exempt for all applicable regional inventories @ time of review per CIRF
"
15477,10783,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* Listed/Exempt for all applicable regional inventories @ time of review per CIRF
"
15477,10783,109,CEPA,Canadian Environmental Protection Act,,"* Listed/Exempt for all applicable regional inventories @ time of review per CIRF
"
15477,10783,117,NZTSD,New Zealand Toxic Substances Database,,"* Listed/Exempt for all applicable regional inventories @ time of review per CIRF
"
15477,10783,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
11005,3881,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
11005,3881,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
11005,3881,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
11005,3881,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
11005,3881,117,NZTSD,New Zealand Toxic Substances Database,,
11005,3881,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
15159,12061,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* At time of review, Does not apply - this is an article."
15053,8621,112,AICS,Australian Inventory of chemical Substances,ELINCS,* Listed or Exempt for this regional inventory @ time of review per LOLI
15159,12061,117,NZTSD,New Zealand Toxic Substances Database,,"* At time of review, Does not apply - this is an article."
15159,12061,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
18014,12281,90,MSDS,MSDS Requirement,MSDS,* MSDS not required - article
18014,12281,91,TSCA,TSCA Certificate,TSCA,"* At time of review, Does not apply - this is an article"
18014,12281,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
18014,12281,109,CEPA,Canadian Environmental Protection Act,,"* At time of review, Does not apply - this is an article"
18014,12281,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* At time of review, Component meets EU article exemption criteria & inventory exemptions"
18014,12281,111,ELINCS,European REACH,CEPAN,"* At time of review, Component meets EU article exemption criteria & inventory exemptions"
18014,12281,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* At time of review, Does not apply - this is an article"
18014,12281,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* At time of review, Does not apply - this is an article"
18014,12281,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* At time of review, Does not apply - this is an article"
18014,12281,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* At time of review, Does not apply - this is an article"
18014,12281,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* At time of review, Does not apply - this is an article"
18014,12281,117,NZTSD,New Zealand Toxic Substances Database,,"* At time of review, Does not apply - this is an article"
18014,12281,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
15627,13561,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
15627,13561,117,NZTSD,New Zealand Toxic Substances Database,,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
15627,13561,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
18397,13621,90,MSDS,MSDS Requirement,MSDS,
15630,13562,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
19058,13581,90,MSDS,MSDS Requirement,MSDS,
19058,13581,91,TSCA,TSCA Certificate,TSCA,
19058,13581,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
19058,13581,109,CEPA,Canadian Environmental Protection Act,,
19058,13581,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
19058,13581,111,ELINCS,European REACH,CEPAN,
19058,13581,112,AICS,Australian Inventory of chemical Substances,ELINCS,
19058,13581,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
19058,13581,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
19058,13581,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
19058,13581,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
19058,13581,117,NZTSD,New Zealand Toxic Substances Database,,
19058,13581,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
18397,13621,91,TSCA,TSCA Certificate,TSCA,Not for use in NA
18397,13621,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
19059,13582,90,MSDS,MSDS Requirement,MSDS,
19059,13582,91,TSCA,TSCA Certificate,TSCA,
19059,13582,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
19059,13582,109,CEPA,Canadian Environmental Protection Act,,
19059,13582,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
19059,13582,111,ELINCS,European REACH,CEPAN,
19059,13582,112,AICS,Australian Inventory of chemical Substances,ELINCS,
19059,13582,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
19059,13582,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
19059,13582,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
19059,13582,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
19059,13582,117,NZTSD,New Zealand Toxic Substances Database,,
19059,13582,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
18695,13662,91,TSCA,TSCA Certificate,TSCA,
18695,13662,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
18695,13662,109,CEPA,Canadian Environmental Protection Act,,
18695,13662,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
18695,13662,111,ELINCS,European REACH,CEPAN,
18695,13662,112,AICS,Australian Inventory of chemical Substances,ELINCS,
18695,13662,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
18695,13662,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
18695,13662,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
18695,13662,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
18695,13662,117,NZTSD,New Zealand Toxic Substances Database,,
18695,13662,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
18696,13663,90,MSDS,MSDS Requirement,MSDS,
18397,13621,109,CEPA,Canadian Environmental Protection Act,,not for use in NA
18397,13621,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
18397,13621,111,ELINCS,European REACH,CEPAN,
18397,13621,112,AICS,Australian Inventory of chemical Substances,ELINCS,Only used in EU
18397,13621,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Only used in EU
18397,13621,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Only used in EU
18397,13621,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Only used in EU
18397,13621,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Only used in EU
18397,13621,117,NZTSD,New Zealand Toxic Substances Database,,Only used in EU
18397,13621,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,Only used in EU
18403,13661,90,MSDS,MSDS Requirement,MSDS,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,91,TSCA,TSCA Certificate,TSCA,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
18403,13661,109,CEPA,Canadian Environmental Protection Act,,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,111,ELINCS,European REACH,CEPAN,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,117,NZTSD,New Zealand Toxic Substances Database,,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
"
18403,13661,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
18696,13663,91,TSCA,TSCA Certificate,TSCA,
18696,13663,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
18696,13663,109,CEPA,Canadian Environmental Protection Act,,
18696,13663,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
18696,13663,111,ELINCS,European REACH,CEPAN,
18696,13663,112,AICS,Australian Inventory of chemical Substances,ELINCS,
18696,13663,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
18696,13663,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
18696,13663,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
18696,13663,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
18696,13663,117,NZTSD,New Zealand Toxic Substances Database,,
18696,13663,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
18697,13681,90,MSDS,MSDS Requirement,MSDS,
18697,13681,91,TSCA,TSCA Certificate,TSCA,
18697,13681,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
18697,13681,109,CEPA,Canadian Environmental Protection Act,,
18697,13681,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
18697,13681,111,ELINCS,European REACH,CEPAN,
18697,13681,112,AICS,Australian Inventory of chemical Substances,ELINCS,
18697,13681,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
18697,13681,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
18697,13681,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
18697,13681,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
18697,13681,117,NZTSD,New Zealand Toxic Substances Database,,
18697,13681,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
30,7866,90,MSDS,MSDS Requirement,MSDS,Updated MSDS from Ratnagiri Chemicals is OK for lab evaluation.  Asked Putinski for updated version. 
30,7866,91,TSCA,TSCA Certificate,TSCA,
30,7866,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
30,7866,109,CEPA,Canadian Environmental Protection Act,,"Not applicable, as material is to be used only in the U.S."
30,7866,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"Not applicable, as material is to be used only in the U.S."
30,7866,111,ELINCS,European REACH,CEPAN,"Not applicable, as material is to be used only in the U.S."
30,7866,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Not applicable, as material is to be used only in the U.S."
30,7866,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Not applicable, as material is to be used only in the U.S."
30,7866,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Not applicable, as material is to be used only in the U.S."
30,7866,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Not applicable, as material is to be used only in the U.S."
30,7866,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Not applicable, as material is to be used only in the U.S."
30,7866,117,NZTSD,New Zealand Toxic Substances Database,,"Not applicable, as material is to be used only in the U.S."
30,7866,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
17320,12601,91,TSCA,TSCA Certificate,TSCA,Components on TSCA Chemical Inventory
17320,12601,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Supplier didn't provide any information suggesting material is subject to any of these provisions
17320,12601,109,CEPA,Canadian Environmental Protection Act,,* Listed or Exempt for this regional inventory @ time of review per LOLI
17320,12601,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,* Listed or Exempt for this regional inventory @ time of review per LOLI
17320,12601,111,ELINCS,European REACH,CEPAN,* Company provided letter verifying REACH compliance
17320,12601,112,AICS,Australian Inventory of chemical Substances,ELINCS,* Listed or Exempt for this regional inventory @ time of review per LOLI
17320,12601,113,ENCS,Japanese Existing and New Chemical substances,EINECS,* Listed or Exempt for this regional inventory @ time of review per LOLI
17320,12601,114,ECL,Korean Existing Chemicals Inventory,KKDIK,* Listed or Exempt for this regional inventory @ time of review per LOLI
17320,12601,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,* Listed or Exempt for this regional inventory @ time of review per LOLI
17320,12601,116,CLECS,Chinese List of Existing Chemical substances,SOAF,* Listed or Exempt for this regional inventory @ time of review per LOLI
17320,12601,117,NZTSD,New Zealand Toxic Substances Database,,* Listed or Exempt for this regional inventory @ time of review per LOLI
17320,12601,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
13170,6781,91,TSCA,TSCA Certificate,TSCA,"* At review, per LOLI, listed/exempt from TSCA, DSL/NDSL, AICS,IECSC, ENCS, KECI, NZIoC, & PICCS"
17320,12601,90,MSDS,MSDS Requirement,MSDS,SDS ok for use
13170,6781,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
13170,6781,109,CEPA,Canadian Environmental Protection Act,,"* At review, per LOLI, listed/exempt from TSCA, DSL/NDSL, AICS,IECSC, ENCS, KECI, NZIoC, & PICCS"
13170,6781,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,Not required - REACH exempt polymer
13170,6781,111,ELINCS,European REACH,CEPAN,"* REACH exempt per supplier CIRF
* HOLD 4/5/13 - Need REACH information"
13170,6781,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* At review, per LOLI, listed/exempt from TSCA, DSL/NDSL, AICS,IECSC, ENCS, KECI, NZIoC, & PICCS"
13170,6781,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* At review, per LOLI, listed/exempt from TSCA, DSL/NDSL, AICS,IECSC, ENCS, KECI, NZIoC, & PICCS"
13170,6781,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* At review, per LOLI, listed/exempt from TSCA, DSL/NDSL, AICS,IECSC, ENCS, KECI, NZIoC, & PICCS"
13170,6781,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* At review, per LOLI, listed/exempt from TSCA, DSL/NDSL, AICS,IECSC, ENCS, KECI, NZIoC, & PICCS"
13170,6781,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* At review, per LOLI, listed/exempt from TSCA, DSL/NDSL, AICS,IECSC, ENCS, KECI, NZIoC, & PICCS"
13170,6781,117,NZTSD,New Zealand Toxic Substances Database,,"* At review, per LOLI, listed/exempt from TSCA, DSL/NDSL, AICS,IECSC, ENCS, KECI, NZIoC, & PICCS"
13170,6781,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
18293,13101,91,TSCA,TSCA Certificate,TSCA,*Listed or Exempt for this regional inventory @ time of review per CIRF and attached statement
18293,13101,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
18293,13101,109,CEPA,Canadian Environmental Protection Act,,*Listed or Exempt for this regional inventory @ time of review per CIRF
18293,13101,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,*Listed or Exempt for this regional inventory @ time of review per CIRF
18293,13101,111,ELINCS,European REACH,CEPAN,*REACH compliant per CIRF and attached statement
18293,13101,112,AICS,Australian Inventory of chemical Substances,ELINCS,*Listed or Exempt for this regional inventory @ time of review per CIRF
18293,13101,113,ENCS,Japanese Existing and New Chemical substances,EINECS,*Listed or Exempt for this regional inventory @ time of review per CIRF
18293,13101,114,ECL,Korean Existing Chemicals Inventory,KKDIK,*Listed or Exempt for this regional inventory @ time of review per CIRF
18293,13101,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,*Listed or Exempt for this regional inventory @ time of review per CIRF
18293,13101,116,CLECS,Chinese List of Existing Chemical substances,SOAF,*Listed or Exempt for this regional inventory @ time of review per CIRF
18293,13101,117,NZTSD,New Zealand Toxic Substances Database,,*Listed or Exempt for this regional inventory @ time of review per CIRF
18293,13101,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
16412,13405,90,MSDS,MSDS Requirement,MSDS,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
16412,13405,91,TSCA,TSCA Certificate,TSCA,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
16412,13405,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
16412,13405,109,CEPA,Canadian Environmental Protection Act,,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
16412,13405,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
16412,13405,111,ELINCS,European REACH,CEPAN,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
16412,13405,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
16412,13405,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
18293,13101,90,MSDS,MSDS Requirement,MSDS,*SDS identifies hazards & controls
16412,13405,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* At time of review, Component meets EU article & global inventory exemptions - No process aids, std brass coating (see attached)"
13170,6781,90,MSDS,MSDS Requirement,MSDS,* SDS identifies hazards/controls
15619,12861,90,MSDS,MSDS Requirement,MSDS,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
15619,12861,91,TSCA,TSCA Certificate,TSCA,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
15619,12861,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
15619,12861,109,CEPA,Canadian Environmental Protection Act,,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
15619,12861,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
15619,12861,111,ELINCS,European REACH,CEPAN,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
2204,10321,90,MSDS,MSDS Requirement,MSDS,06/11 SDS (attached) provides hazards/controls in ANSI format.  Does not include regional inventories.
2204,10321,91,TSCA,TSCA Certificate,TSCA,
2204,10321,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
2204,10321,109,CEPA,Canadian Environmental Protection Act,,
2204,10321,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
2204,10321,111,ELINCS,European REACH,CEPAN,
2204,10321,112,AICS,Australian Inventory of chemical Substances,ELINCS,
2204,10321,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
2204,10321,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
2204,10321,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
2204,10321,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
2204,10321,117,NZTSD,New Zealand Toxic Substances Database,,
2204,10321,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
15619,12861,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
15619,12861,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
15619,12861,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
15619,12861,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* Legacy Program 
* At time of review, Component meets EU article & global inventory exemptions

NOTE: 
* Programs initiated after 3/01/13 require Reinforcement CIRF
* Old programs = confirm adhesive, oil, and basic materials are existing GY material"
