MATERIAL_CODE_ID,MATERIAL_CODE,REVISION_NO,MATERIAL_GROUP,CLASS,SUBCLASS,DOUBLE_SUBCLASS,EUROPE_CLASS,MANET_CLASS,MANET_SUBCLASS,UPDATED_CMNTS,MATERIAL_DESC,IS_ACTIVE,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,MATERIAL_TYPE,MATERIAL_SUBTYPE,COMPONENT_TYPE,STAINING,COMPATIBLE,MATERIAL_FORM,SPECIFIC_GRAVITY,RHC_POLYMER,RHC_OIL,RHC_FILLER,FLY_LOSS
9021,RFK35Y,0,REINFORCEMENT,YARN,POLYESTER - HMULS AA,,,,,Material is not yet into production,"2200 dtex, AA HMULS Polyester",N,216,2012-12-11 09:34:26,216.0,2014-02-19 14:38:26,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
8921,RFS101FQ,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,3+2x.35 UT,N,3961,2012-11-21 02:11:29,30.0,2013-01-16 15:45:22,,,,,,,,0.0,0.0,0.0,
9342,RFS02N,0,REINFORCEMENT,YARN,"NYLON 6,6",,,,,,"1400 DECITEX NYLON 6,6",Y,34,2013-04-24 11:08:54,,,,,,,,,,,,,
9421,RF028CH,0,REINFORCEMENT,WIRE,BEAD WIRE,,,,,,1.83MM BEAD WIRE - HIGH TENSILE,N,3961,2013-05-17 02:46:30,30.0,2013-12-06 14:19:36,,,,,,,,,,,
9802,RFZ201UW,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,2+2X.295 HT,N,3961,2013-09-02 11:08:08,30.0,2013-12-06 14:19:36,,,,,,,,,,,
9881,RFRY28SC,0,REINFORCEMENT,FABRIC,RAYON,,,,,Not active,RY28,N,5680,2013-09-25 09:54:56,6200.0,2015-10-28 06:41:30,FABR,FABR,FABR,N,N, ,1.0,0.0,0.0,0.0,0.0
10061,RFZ201WT,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,2+1X.28 NT,N,3961,2013-11-06 03:53:16,30.0,2013-12-06 14:19:36,WIRE,WIRE,,,,,,0.0,0.0,0.0,
10342,RFZ01B,0,REINFORCEMENT,YARN,"NYLON 6,6",,,,,edit description,1400 Decitex (1260 denier) Nylon 66,Y,459,2014-02-06 07:45:12,216.0,2014-06-04 14:16:49,FABR,FABR,FABR,N,Y,S,1.0,0.0,0.0,0.0,1.0
10802,RFU07LF29SD,0,REINFORCEMENT,FABRIC,NYLON 6,,,,,wrong code,"NYLON 6, 1400/2, 10x10 TPI, 29 EPI, SD",N,1060,2014-08-21 06:55:13,28.0,2015-05-07 12:28:34,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
10803,RFU07LF23SD,0,REINFORCEMENT,FABRIC,NYLON 6,,,,,wrong code name,"NYLON 6, 1400/2, 10x10 TPI, 23 EPI, SD",N,1060,2014-08-21 06:56:42,28.0,2015-05-07 12:22:39,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
11161,RFTC35HF,0,REINFORCEMENT,FABRIC,POLYESTER - HMLS,,,,,Not active,"NAA-HMLS PET, 1100/2, 12X12 TPI, 35 EPI, HF",N,6160,2014-11-25 03:09:28,6200.0,2015-10-28 06:04:42,FABR,FABR,FABR,N,N, ,1.0,0.0,0.0,0.0,0.0
11181,RFZ02BI30GF,0,REINFORCEMENT,FABRIC,"NYLON 6,6",,,,,Gary's Request - IM1738116,"NYLON 6,6 940/1 0X4.6S TPI 30EPI GF",N,2800,2014-12-10 09:48:05,,2015-05-07 00:00:00,FABR,FABR,,,,,,0.0,0.0,0.0,
9061,RFP101WD,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,1+5X.185UT,N,3961,2013-01-09 09:20:21,30.0,2013-01-16 15:45:22,,,,,,,,,,,
9801,RFZ201WL,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,2X.295 HT,N,3961,2013-09-02 11:05:55,30.0,2013-12-06 14:19:36,,,,,,,,,,,
10041,RF401CH,0,REINFORCEMENT,WIRE,BEAD WIRE,,,,,,1.83MM BEAD WIRE - HIGH TENSILE,N,3961,2013-11-05 07:46:53,30.0,2013-12-06 14:19:36,WIRE,WIRE,BEAD,,,,,0.0,0.0,0.0,
10742,RFU07L,0,REINFORCEMENT,YARN,NYLON 6,,,,,,1400 Decitex NYLON 6,Y,216,2014-08-13 15:10:06,,,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
10821,RFLF20JA,0,REINFORCEMENT,FABRIC,NYLON 6,,,,,,"NYLON 6, 1400/2, 10x10 TPI, EPI, JA",Y,216,2014-08-21 13:30:39,,,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
11301,RFU08L,0,REINFORCEMENT,YARN,NYLON 6,,,,,,940dtex nylon6 yarn (see SIS for complete spec),Y,1060,2015-01-14 12:34:55,,,,,,,,,,,,,
11341,RFL02NV_2,0,REINFORCEMENT,CONVERTED FABRIC,"NYLON 6,6",,,,,wrong mat code,Knitted High Tack Water Based Beadwrap 78/2 dtex N66 (55x43 ends/dm),N,459,2015-01-20 04:21:39,459.0,2015-01-20 04:29:11,FABR,FABRSQW,FABR,N,Y, ,1.0,0.0,0.0,0.0,0.0
11342,RFNV_1,0,REINFORCEMENT,CONVERTED FABRIC,"NYLON 6,6",,,,,,Knitted High Tack Water Based Beadwrap 78/2 dtex N66 (55x43 ends/dm),Y,459,2015-01-20 04:59:51,,,FABR,FABRSQW,FABR,N,Y,S,1.0,0.0,0.0,0.0,0.0
11421,RFM19G,0,REINFORCEMENT,YARN,FIBERGLASS,,,,,correct material description,Fiberglass 3300 Decitex,Y,6280,2015-02-25 15:17:32,,,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
9121,RFL01ANY3YA,0,REINFORCEMENT,FABRIC,ARAMID,,,,,"Remove, SOS review 4/17/13","ARAMID, 1670/2, 8.9x8.9 TPI, 20.3 EPI, YA",N,3442,2013-01-28 07:41:58,216.0,2013-04-19 14:35:36,FABR,FABR,FABR,N,Y, ,0.1,0.0,0.0,0.0,0.01
9343,RFS03N,0,REINFORCEMENT,YARN,"NYLON 6,6",,,,,,"2100 DECITEX NYLON 6,6",Y,34,2013-04-24 11:11:15,,,,,,,,,,,,,
9361,RF241AR,0,REINFORCEMENT,WIRE,BEAD WIRE,,,,,,0.965MM BEAD WIRE - REGULAR TENSILE,N,3961,2013-04-25 10:11:40,30.0,2013-12-06 14:19:36,,,,,,,,,,,
9961,RFBG01UM,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,3X.22/9X.20+1 HT,N,3961,2013-10-07 04:33:19,30.0,2013-12-06 14:19:36,WIRE,WIRE,CARCASS,,,,,0.0,0.0,0.0,
10701,RFNC27GF,0,REINFORCEMENT,FABRIC,"NYLON 6,6",,,,,SOS review 2017,"NYLON 6,6, 940/2, 12/12 TPI, 27 EPI, GF",N,6160,2014-08-07 04:45:39,459.0,2017-03-10 04:50:25,FABR,FABR,FABR,N,Y, ,0.1,0.0,0.0,0.0,0.0
10901,RFC101UY,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,3X.365/9X.34 HT,Y,4360,2014-09-05 11:56:29,,,WIRE,WIRE,BELT,,,,,0.0,0.0,0.0,
11661,RFBA01WY,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,corrected mat code,2+2x.22 UT,N,3300,2015-05-29 03:52:24,459.0,2015-07-09 05:05:04,WIRE,WIRE,WIRE,N,Y, ,1.0,0.0,0.0,0.0,1.0
11741,RFE10A,0,REINFORCEMENT,YARN,ARAMID,,,,,,3300 DTEX ARAMID,Y,34,2015-08-06 14:11:43,28.0,2018-01-16 10:09:34,FABR,FABR,FABR,N,Y, ,9.99,0.0,0.0,0.0,0.0
11742,RFE09N,0,REINFORCEMENT,YARN,"NYLON 6,6",,,,,Updating to Yarn ipo Fabric,"470 DECITEX NYLON 6,6",Y,34,2015-08-06 15:37:30,92.0,2019-05-31 14:17:56,FABR,FABR,FABR,N,Y, ,9.99,0.0,0.0,0.0,0.0
11801,RFBC01EM,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,edit material description,4x2x.34 HE,Y,6340,2015-08-21 10:12:59,,,WIRE,WIRE,BELT,N,Y, ,1.0,0.0,0.0,0.0,1.0
10301,RFAB155H,0,REINFORCEMENT,FABRIC,ARAMID,,,,,,"Aramid 1670/2, 8.6x8.6 TPI, 15 EPI, SH",Y,28,2014-01-27 14:45:10,,,FABR,FABR,MISCELLANEOUS,N,N, ,0.001,0.0,0.0,0.0,0.0
11281,RFU14T,0,REINFORCEMENT,YARN,POLYESTER - HMLS,,,,,,1100 DECITEX HMLS POLYESTER,Y,6160,2015-01-12 02:43:25,,,,,,,,,,0.0,0.0,0.0,
11721,RF150A,0,REINFORCEMENT,YARN,ARAMID,,,,,Update Supplier,670 DTEX ARAMID,Y,34,2015-08-05 14:00:28,34.0,2015-08-06 13:22:25,FABR,FABR,FABR,N,Y, ,9.99,0.0,0.0,0.0,0.0
11761,RFM14LP19JA,0,REINFORCEMENT,FABRIC,NYLON 6,,,,,wrong material code,NYLON 6 2100/1/2 8 X 8 TPI 19EPI JA,N,6180,2015-08-10 15:15:33,459.0,2016-03-23 10:32:19,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
9201,RFC101UN,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,Material code is UN not C101UN,3+9+15X.22+1X.15 NT,N,3961,2013-03-11 05:24:18,216.0,2013-04-10 10:28:01,WIRE,WIRE,WIRE,N,Y, ,1.0,0.0,0.0,0.0,1.0
9981,RFU06Q,0,REINFORCEMENT,YARN,POLYESTER - HMLS AA,,,,,No current supplier,1440 DECITEX AA-HMLS POLYESTER,N,216,2013-10-23 11:03:38,92.0,2019-05-31 14:30:41,FABR,FABR,FABR,N,Y, ,0.1,0.0,0.0,0.0,0.1
10161,RFBG01WP,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,2+2X.25 NT,N,3961,2013-12-06 03:50:30,30.0,2013-12-06 14:19:36,WIRE,WIRE,BELT,,,,,0.0,0.0,0.0,
10361,RFI17R,0,REINFORCEMENT,YARN,RAYON,,,,,,2440 Decitex (2200)denier Rayon,Y,216,2014-02-10 11:02:57,,,FABR,FABR,FABR,N,Y,S,1.0,0.0,0.0,0.0,1.0
10362,RFI18R,0,REINFORCEMENT,YARN,RAYON,,,,,correct description,1220 Decitex  Rayon,Y,216,2014-02-10 11:39:23,216.0,2014-05-22 12:55:05,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
10801,RFU07LF26SD,0,REINFORCEMENT,FABRIC,NYLON 6,,,,,wrong code name,"NYLON 6, 1400/2, 10x10 TPI, 26 EPI, SD",N,1060,2014-08-21 06:49:03,28.0,2015-05-07 12:25:29,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
9062,RFC101EE,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,5/8/14X.265+1ST,N,3961,2013-01-09 09:30:11,30.0,2013-01-14 18:17:35,,,,,,,,,,,
9081,RFC401FQ,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,3+2x.35 UT,N,3961,2013-01-10 09:39:04,30.0,2013-01-16 15:45:22,,,,,,,,,,,
9401,RFS07TU32HF,0,REINFORCEMENT,FABRIC,POLYESTER - HMLS,,,,,Final Material Code was wrong on Paper Work screen.  Moved supplier location to the correnct code (TU32HF).,"HMLS POLYESTER 1440/1/2, 9X9TPI, 32EPI HF",N,2800,2013-05-14 04:10:39,30.0,2013-06-03 17:39:08,FABR,FABR,FABR,N,Y, ,0.001,0.0,0.0,0.0,0.0
9501,RFC101EM,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,4X2X.34 HE,N,4360,2013-06-12 09:35:19,30.0,2013-07-02 17:58:11,,,,,,,,,,,
9841,RFBH01FQ,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,The correct code is FQ.,3+2x.35 UT,N,3961,2013-09-09 10:41:23,216.0,2013-10-25 11:36:37,WIRE,WIRE,BELT,N,Y, ,0.1,0.0,0.0,0.0,1.0
9901,RFC501FQ,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,3+2x.35 UT,N,3961,2013-09-27 05:24:03,30.0,2013-12-06 14:19:36,WIRE,WIRE,BELT,,,,,0.0,0.0,0.0,
10141,RFC401WL,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,2X.295 HT,N,3961,2013-11-29 05:11:57,30.0,2013-12-06 14:19:36,WIRE,WIRE,BELT,,,,,0.0,0.0,0.0,
10261,RFS02QU30PF,0,REINFORCEMENT,FABRIC,POLYESTER - HMLS AA,,,,,,AA HMLS POLYESTER 1440/1/2 9 X 9 TPI 30EPI PF,N,6160,2014-01-07 10:37:50,30.0,2014-01-15 16:20:22,FABR,FABR,,,,,,0.0,0.0,0.0,
10601,RFRJ18SL,0,REINFORCEMENT,FABRIC,RAYON,,,,,Not active,"RAYON, 2440/3, 6.5x6.5 TPI, 18 EPI, SL",N,216,2014-05-27 07:30:56,6200.0,2015-10-28 06:44:35,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
10721,RFU06L,0,REINFORCEMENT,YARN,NYLON 6,,,,,,1880dtex nylon6,Y,1060,2014-08-13 14:13:17,,,,,,,,,,,,,
10764,RFK36T,0,REINFORCEMENT,YARN,POLYESTER - HMLS,,,,,,1440 DECITEX (1296 DENIER) HMLS PET,Y,216,2014-08-19 10:39:44,,,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
12522,RF9507,0,REINFORCEMENT,Miscellaneous,FILL,,,,,Inactivating Material,Ne18 (Nm30.4) Cotton combed yarn,N,459,2016-03-15 06:02:44,10640.0,2024-06-10 16:52:21,FABR,FABRSQW,MISC,N,N,S,1.0,0.0,0.0,0.0,0.0
12623,RFJOAX_FDC,6,REINFORCEMENT,FABRIC Dip Chemicals,Caustic Soda,,,,,No requirements of FABRIC Dip Chemicals materials,FLAKE CAUSTIC SODA,N,28,2016-03-30 10:47:50,11640.0,2021-11-12 08:08:28,FABR,FABR,LATEX,Y,Y, ,2.13,0.0,0.0,0.0,0.0
12641,RF2029C_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,Resin,,,,,No requirements of FABRIC Dip Chemicals materials,Resorcinol/Formaldehyde resin,N,28,2016-03-31 14:37:09,11640.0,2021-11-12 07:32:14,FABR,FABR,RESIN,N,Y, ,1.12,0.0,0.0,0.0,0.0
12802,RFFLAGIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,Resin catalyst,,,,,No requirements of FABRIC Dip Chemicals materials,Liquid caustic soda (29.5%),N,28,2016-04-19 10:57:13,11640.0,2021-11-12 08:07:26,CHEM,CHEM,RESIN,N,Y, ,1.0,0.0,0.0,0.0,0.0
12804,RFMADRIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,Epoxy,,,,,No requirements of FABRIC Dip Chemicals materials,Aqueous dispersion of a fine particle polyepoxide derived from an ortho-cresol f,N,28,2016-04-19 11:00:40,11640.0,2021-11-12 08:09:47,CHEM,CHEM,MISCELLANEOUS,N,Y, ,1.0,0.0,0.0,0.0,0.0
13201,RF131BH,0,REINFORCEMENT,WIRE,BEAD WIRE,,,,,wrong code needs to be BH,1.295MM BEAD WIRE - HIGH TENSILE,N,6340,2016-09-26 07:04:28,28.0,2016-10-04 12:29:02,WIRE,WIRE,BEAD,N,Y, ,1.0,0.0,0.0,0.0,0.0
12101,RFBD01UK,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,wrong material code,2+2x.35 ST,N,6340,2015-12-16 14:24:56,459.0,2016-06-02 07:55:24,WIRE,WIRE,BELT,N,Y, ,1.0,0.0,0.0,0.0,1.0
12803,RFLISIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,POLY isocyanate,,,,,No requirements of FABRIC Dip Chemicals materials,"Viscous liquid polyisocyanate, 100%",N,28,2016-04-19 10:59:02,11640.0,2021-11-12 08:09:20,CHEM,CHEM,MISCELLANEOUS,N,Y, ,0.9,0.0,0.0,0.0,0.0
12823,RFSTUMITE_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,SBR Latex,,,,,No requirements of FABRIC Dip Chemicals materials,Cold fatty acid styrene-butadiene copolymer latex containing 40.5% solids and 23,N,28,2016-04-21 13:56:57,11640.0,2021-11-12 08:11:55,CHEM,CHEM,LATEX SBR,N,Y, ,0.99,0.0,0.0,0.0,0.0
14541,RFTEST1,0,REINFORCEMENT,WIRE,CABLE BEAD,,,,,Program fixed.,Bhaskar test,N,2340,2018-12-19 11:54:15,2340.0,2018-12-19 12:10:07,WIRE,CABLBD,WIRE,N,N,S,1.0,0.0,0.0,0.0,0.0
11901,RFQ201FB,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,,3X.20+7X.23 NT,Y,4360,2015-10-15 13:05:32,,,WIRE,WIRE,PLY,,,,,0.0,0.0,0.0,
12161,RF9505,0,REINFORCEMENT,TEXTILE CORD,BLEEDER,,,,,correct detex from 25 to 250,SINGLE END BLEEDR CORD 250/1 DTEX COTTON (red),Y,459,2016-01-12 07:39:30,459.0,2016-01-13 10:04:47,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
12162,RF9504,0,REINFORCEMENT,TEXTILE CORD,BLEEDER,,,,,correct detex from 25 to 250,SINGLE END BLEEDR CORD 250/1 DTEX COTTON (yellow),Y,459,2016-01-12 07:45:26,459.0,2016-01-13 10:04:22,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
12741,RF2007C_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,Dip Chemicals,,,,,No requirements of FABRIC Dip Chemicals materials,Dispersed Carbon black in Water,N,4020,2016-04-14 10:33:46,11640.0,2021-11-12 07:31:27,CHEM,CHEM,MISCELLANEOUS,N,Y,L,1.0,0.0,0.0,0.0,0.0
12761,RFALGIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,Bonding Agent,,,,,No requirements of FABRIC Dip Chemicals materials,Caprolactam blocked methylene-bis-(4phenylisocyanate) - Grilbond IL-6,N,28,2016-04-14 13:16:17,11640.0,2021-11-12 07:32:41,CHEM,CHEM,BONDING AGENT,N,Y, ,1.0,0.0,0.0,0.0,0.0
12882,RFSRI9412,0,REINFORCEMENT,SRI Buffalo,STEEL CORD,,,,,Buffalo - no longer active.,2/7x0.38,N,28,2016-05-12 14:08:16,92.0,2019-05-31 14:28:40,WIRE,WIRE,BEAD,N,Y, ,1.0,0.0,0.0,0.0,0.0
12883,RFSRI9393,0,REINFORCEMENT,SRI Buffalo,STEEL CORD,,,,,Buffalo - no longer active.,3+8x0.21HT+W,N,28,2016-05-12 14:09:08,92.0,2019-05-31 14:28:18,WIRE,WIRE,BEAD,N,Y, ,1.0,0.0,0.0,0.0,0.0
12962,RFSRI9904,0,REINFORCEMENT,SRI Buffalo,"NYLON 6,6",,,,,Buffalo - no longer active.,"1260/2, 25.2 EPI, 57 inches wide , Nylon 6,6

",N,28,2016-06-02 07:53:21,92.0,2019-05-31 14:29:07,FABR,FABR,"NYLON 6,6",N,Y, ,1.0,0.0,0.0,0.0,0.0
13121,RFPC,0,REINFORCEMENT,TEXTILE CORD,BLEEDER,,,,,,14's/1 PET Staple Fiber,Y,34,2016-08-04 13:42:20,,,,,,,,,,,,,
13181,RF247CH,0,REINFORCEMENT,WIRE,BEAD WIRE,,,,,,1.83MM BEAD WIRE - HIGH TENSILE,Y,7380,2016-09-20 13:19:28,,,WIRE,WIRE,BEAD,,,,,0.0,0.0,0.0,
13221,RF131JH,0,REINFORCEMENT,WIRE,BEAD WIRE,,,,,wrong code,0.89MM BEAD WIRE - HIGH TENSILE,N,6340,2016-09-26 07:29:51,28.0,2016-10-20 11:09:40,WIRE,WIRE,BEAD,N,Y, ,1.0,0.0,0.0,0.0,0.0
13901,RF151A,0,REINFORCEMENT,YARN,ARAMID,,,,,Update Supplier,670 DTEX ARAMID,Y,34,2018-01-29 13:17:48,,,FABR,FABR,FABR,N,Y, ,9.99,0.0,0.0,0.0,0.0
13941,RFQ08T,0,REINFORCEMENT,YARN,RAYON,,,,,,Q08T -  2440 Rayon,Y,459,2018-02-07 05:24:03,,,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
13942,RFQ08R,0,REINFORCEMENT,YARN,RAYON,,,,,,Q08R - 2440 DECITEX RAYON,Y,459,2018-02-07 06:30:02,,,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
13943,RFF02NG,0,REINFORCEMENT,YARN,"NYLON 6,6",,,,,,,Y,459,2018-02-07 06:39:54,,,FABR,FABR,"NYLON 6,6",N,Y, ,1.0,0.0,0.0,0.0,1.0
13944,RFI07R,0,REINFORCEMENT,YARN,RAYON,,,,,,I07R - 1840 DECITEX RAYON,Y,459,2018-02-07 06:47:50,,,FABR,FABR,FABR,N,Y, ,1.0,0.0,0.0,0.0,1.0
13945,RFS03Q,0,REINFORCEMENT,YARN,POLYESTER - HMLS,,,,,,,Y,459,2018-02-07 06:53:34,,,FABR,FABR,POLYESTER,N,Y, ,1.0,0.0,0.0,0.0,1.0
13946,RFU15T,0,REINFORCEMENT,YARN,POLYESTER - HMLS,,,,,,U15T - 1440 DECITEX HMLS PET,Y,459,2018-02-07 06:59:29,,,FABR,FABR,POLYESTER,N,Y, ,1.0,0.0,0.0,0.0,1.0
12502,RFFENDIC_FDC,7,REINFORCEMENT,FABRIC Dip Chemicals,VP Latex,,,,,No requirements of FABRIC Dip Chemicals materials,"Vinyl Pyridene Latex, 41% solids",N,28,2016-03-09 10:14:04,11640.0,2021-11-12 07:34:06,FABR,FABR,LATEX,N,Y, ,1.0,0.0,0.0,0.0,0.0
12806,RFOLISTIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,POLY isocyanate,,,,,No requirements of FABRIC Dip Chemicals materials,"Polyisocyanate, 100%",N,28,2016-04-19 11:05:27,11640.0,2021-11-12 08:10:33,CHEM,CHEM,MISCELLANEOUS,N,Y, ,0.9,0.0,0.0,0.0,0.0
12881,RFSRI9351,0,REINFORCEMENT,SRI Buffalo,STEEL CORD,,,,,Buffalo - no longer active.,3+8x0.21HT,N,28,2016-05-12 14:07:00,92.0,2019-05-31 14:27:47,WIRE,WIRE,BEAD,N,Y, ,1.0,0.0,0.0,0.0,0.0
12884,RFSRI9341,0,REINFORCEMENT,SRI Buffalo,STEEL CORD,,,,,Buffalo - no longer active.,J40 (1x4/0.27HT),N,28,2016-05-12 14:10:13,92.0,2019-05-31 14:27:22,WIRE,WIRE,BEAD,N,Y, ,1.0,0.0,0.0,0.0,0.0
12921,RFSRI9071,0,REINFORCEMENT,SRI Buffalo,NYLON 6,,,,,Buffalo - no longer active.,"1260/2,  20 EPI , 57 inches wide , Nylon 6",N,28,2016-05-31 11:59:24,92.0,2019-05-31 14:26:46,FABR,FABR,NYLON CORD,N,Y, ,1.0,0.0,0.0,0.0,0.0
13141,RF247DR,0,REINFORCEMENT,WIRE,BEAD WIRE,,,,,,2.03 MM BEAD WIRE - REGULAR TENSILE,Y,7380,2016-08-30 13:55:22,,,WIRE,WIRE,BEAD,,,,,0.0,0.0,0.0,
12081,RFS02TV27HF,0,REINFORCEMENT,FABRIC,POLYESTER - HMLS,,,,,wrong mat code,"1670/1/2 HMLS PET 8.5x8.5 tpi, 27 epi, HF",N,6180,2015-12-14 12:51:56,459.0,2016-03-23 10:49:02,FABR,FABR,FABR,N,Y,S,1.0,0.0,0.0,0.0,1.0
12581,RFROSNIC,0,REINFORCEMENT,FABRIC Dip Chemicals,Resorcinol,,,,,update class/subclass,RESORCINOL,N,28,2016-03-17 12:53:06,5820.0,2024-09-25 16:10:29,CHEM,CHEM,BONDING AGENT,N,Y, ,1.27,0.0,0.0,0.0,0.0
12621,RFROSNIC_FDC,13,REINFORCEMENT,FABRIC Dip Chemicals,Resorcinol,,,,,No requirements of FABRIC Dip Chemicals materials,RESORCINOL,N,28,2016-03-30 10:05:33,11640.0,2021-11-12 08:11:33,FABR,FABR,LATEX,N,Y, ,1.27,0.0,0.0,0.0,0.0
12622,RFCAUSINE-A_FDC,11,REINFORCEMENT,FABRIC Dip Chemicals,Caustic Soda,,,,,No requirements of FABRIC Dip Chemicals materials,"LIQUID CAUSTIC SODA, 50%",N,28,2016-03-30 10:22:17,11640.0,2021-11-12 07:33:27,FABR,FABR,LATEX,Y,Y, ,1.52,0.0,0.0,0.0,0.0
12822,RFREUTIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,Resin,,,,,No requirements of FABRIC Dip Chemicals materials,Aqueous of dispersion of resorcinol/formaldehyde resin and carbon black - 27% so,N,28,2016-04-21 13:55:09,11640.0,2021-11-12 08:11:12,CHEM,CHEM,RESIN,N,Y, ,1.0,0.0,0.0,0.0,0.0
12961,RFSRI9032,0,REINFORCEMENT,SRI Buffalo,POLYESTER,,,,,Buffalo - no longer active.,"1500/2,  25.3 EPI , 57 inches wide , Polyester",N,28,2016-06-02 07:46:08,92.0,2019-05-31 14:26:15,FABR,FABR,POLYESTER,N,Y, ,1.0,0.0,0.0,0.0,0.0
13921,RFU16T,0,REINFORCEMENT,YARN,POLYESTER - HMLS,,,,,,2200 DECITEX NAA HMLS PET,Y,6200,2018-01-31 08:55:57,,,FABR,FABR,POLYESTER,N,N,S,1.0,0.0,0.0,0.0,0.0
14261,RFK36A,0,REINFORCEMENT,YARN,ARAMID,,,,,No current supplier,1100 Decitex NAA p-Aramid,N,6200,2018-09-10 03:15:03,92.0,2019-05-31 14:30:06,FABR,FABR,FABR,N,N,S,1.0,0.0,0.0,0.0,0.0
12381,RFFENDIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,VP Latex,,,,,not needed,"Vinyl Pyridene Latex, 41% solids",N,28,2016-02-11 09:46:05,28.0,2016-03-09 10:58:00,FABR,FABR,LATEX,N,Y, ,0.1,0.0,0.0,0.0,0.0
12801,RFFINERIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,Resin component,,,,,No requirements of FABRIC Dip Chemicals materials,Finely ground technical grade Resorcinol,N,28,2016-04-19 10:55:12,11640.0,2021-11-12 07:58:14,CHEM,CHEM,RESIN,N,Y, ,1.29,0.0,0.0,0.0,0.0
12805,RFMAJEFIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,Resin catalyst,,,,,No requirements of FABRIC Dip Chemicals materials,"Sodium hydroxide, 23% by weight in aqueous solution",N,28,2016-04-19 11:02:10,11640.0,2021-11-12 08:10:09,CHEM,CHEM,RESIN,N,Y, ,1.0,0.0,0.0,0.0,0.0
12821,RFPAJORIC_FDC,0,REINFORCEMENT,FABRIC Dip Chemicals,Defoamer,,,,,No requirements of FABRIC Dip Chemicals materials,"Mixture of micronized inorganic solid, fatty esters, paraffinic oil, and silicon",N,28,2016-04-21 13:53:06,11640.0,2021-11-12 08:10:51,CHEM,CHEM,MISCELLANEOUS,N,Y, ,1.0,0.0,0.0,0.0,0.0
12861,RF028BH,0,REINFORCEMENT,WIRE,BEAD WIRE,,,,,,1.295MM BEAD WIRE - HIGH TENSILE,Y,4360,2016-05-12 08:07:41,,,WIRE,WIRE,BEAD,,,,,0.0,0.0,0.0,
12941,RFBC01UK,0,REINFORCEMENT,WIRE,STEEL CORD,,,,,wrong mat code,2+2x.35 ST,N,6340,2016-06-01 11:47:22,459.0,2016-06-02 07:51:20,WIRE,WIRE,BELT,N,Y, ,1.0,0.0,0.0,0.0,1.0
