,PGM_ID,HSE_ID,HSE_MEASURE_ID,CODE,MEASURE_STATUS,PROP_PLANT_TRIAL_ID,PROP_PLANT_FOR_TRIAL,PROP_REGION,MATERIAL_CODE_ID,REGION_FOR_SOS_APPROVAL
22362,15522,11681,91,TSCA,Y,27.0,South Africa,EMEA,360.0,North America
22363,15522,11681,91,TSCA,Y,27.0,South Africa,EMEA,360.0,AP
22364,15522,11681,110,CEPAD,Y,27.0,South Africa,EMEA,360.0,North America
22365,15522,11681,110,CEPAD,Y,27.0,South Africa,EMEA,360.0,LA
22366,15522,11681,110,CEPAD,Y,27.0,South Africa,EMEA,360.0,EMEA
22367,15522,11681,110,CEPAD,Y,27.0,South Africa,EMEA,360.0,AP
22368,15522,11681,111,CEPAN,Y,27.0,South Africa,EMEA,360.0,North America
22369,15522,11681,111,CEPAN,Y,27.0,South Africa,EMEA,360.0,LA
22370,15522,11681,111,CEPAN,Y,27.0,South Africa,EMEA,360.0,EMEA
22371,15522,11681,111,CEPAN,Y,27.0,South Africa,EMEA,360.0,AP
22372,15522,11681,112,ELINCS,N,27.0,South Africa,EMEA,360.0,North America
22373,15522,11681,112,ELINCS,N,27.0,South Africa,EMEA,360.0,LA
22374,15522,11681,112,ELINCS,N,27.0,South Africa,EMEA,360.0,EMEA
22375,15522,11681,112,ELINCS,N,27.0,South Africa,EMEA,360.0,AP
22376,15522,11681,113,EINECS,Y,27.0,South Africa,EMEA,360.0,North America
22377,15522,11681,113,EINECS,Y,27.0,South Africa,EMEA,360.0,LA
22378,15522,11681,113,EINECS,Y,27.0,South Africa,EMEA,360.0,AP
22379,15522,11681,113,EINECS,Y,27.0,South Africa,EMEA,360.0,EMEA
22380,15522,11681,114,KKDIK,Y,27.0,South Africa,EMEA,360.0,North America
22381,15522,11681,114,KKDIK,Y,27.0,South Africa,EMEA,360.0,LA
22382,15522,11681,114,KKDIK,Y,27.0,South Africa,EMEA,360.0,EMEA
22383,15522,11681,114,KKDIK,Y,27.0,South Africa,EMEA,360.0,AP
22384,15522,11681,116,ENCS,Y,27.0,South Africa,EMEA,360.0,North America
22385,15522,11681,116,ENCS,Y,27.0,South Africa,EMEA,360.0,EMEA
22386,15522,11681,116,ENCS,Y,27.0,South Africa,EMEA,360.0,LA
22387,15522,11681,116,ENCS,Y,27.0,South Africa,EMEA,360.0,AP
22388,15523,9561,90,MSDS,Y,1.0,Danville,NA,100.0,North America
22389,15523,9561,91,TSCA,Y,1.0,Danville,NA,100.0,North America
22390,15523,9561,110,CEPAD,Y,1.0,Danville,NA,100.0,North America
22391,15523,9561,111,CEPAN,N,1.0,Danville,NA,100.0,North America
22392,15523,9561,112,ELINCS,Y,1.0,Danville,NA,100.0,North America
22393,15523,9561,113,EINECS,Y,1.0,Danville,NA,100.0,North America
22394,15523,9561,114,KKDIK,Y,1.0,Danville,NA,100.0,North America
22395,15523,9561,116,ENCS,Y,1.0,Danville,NA,100.0,North America
22396,15534,11481,90,MSDS,Y,2.0,Gadsden,NA,643.0,North America
22397,15534,11481,90,MSDS,Y,2.0,Gadsden,NA,643.0,LA
22398,15534,11481,90,MSDS,Y,2.0,Gadsden,NA,643.0,AP
22399,15534,11481,91,TSCA,Y,2.0,Gadsden,NA,643.0,AP
22400,15534,11481,91,TSCA,Y,2.0,Gadsden,NA,643.0,LA
22401,15534,11481,91,TSCA,Y,2.0,Gadsden,NA,643.0,North America
22402,15534,11481,110,CEPAD,U,2.0,Gadsden,NA,643.0,North America
22403,15534,11481,110,CEPAD,U,2.0,Gadsden,NA,643.0,LA
22404,15534,11481,110,CEPAD,U,2.0,Gadsden,NA,643.0,AP
22405,15534,11481,111,CEPAN,U,2.0,Gadsden,NA,643.0,AP
22406,15534,11481,111,CEPAN,U,2.0,Gadsden,NA,643.0,LA
22407,15534,11481,111,CEPAN,U,2.0,Gadsden,NA,643.0,North America
22408,15534,11481,112,ELINCS,U,2.0,Gadsden,NA,643.0,North America
22409,15534,11481,112,ELINCS,U,2.0,Gadsden,NA,643.0,AP
22410,15534,11481,112,ELINCS,U,2.0,Gadsden,NA,643.0,LA
22411,15534,11481,113,EINECS,U,2.0,Gadsden,NA,643.0,North America
22412,15534,11481,113,EINECS,U,2.0,Gadsden,NA,643.0,LA
22413,15534,11481,113,EINECS,U,2.0,Gadsden,NA,643.0,AP
22414,15534,11481,114,KKDIK,U,2.0,Gadsden,NA,643.0,AP
22415,15534,11481,114,KKDIK,U,2.0,Gadsden,NA,643.0,North America
22416,15534,11481,114,KKDIK,U,2.0,Gadsden,NA,643.0,LA
22417,15534,11481,116,ENCS,U,2.0,Gadsden,NA,643.0,AP
22418,15534,11481,116,ENCS,U,2.0,Gadsden,NA,643.0,North America
22419,15534,11481,116,ENCS,U,2.0,Gadsden,NA,643.0,LA
22420,15543,11741,90,MSDS,Y,44.0,Dalian,AP,8961.0,AP
22421,15543,11741,91,TSCA,Y,44.0,Dalian,AP,8961.0,AP
22422,15543,11741,110,CEPAD,U,44.0,Dalian,AP,8961.0,AP
22423,15543,11741,111,CEPAN,U,44.0,Dalian,AP,8961.0,AP
22424,15543,11741,112,ELINCS,U,44.0,Dalian,AP,8961.0,AP
22425,15543,11741,113,EINECS,U,44.0,Dalian,AP,8961.0,AP
22426,15543,11741,114,KKDIK,U,44.0,Dalian,AP,8961.0,AP
22427,15543,11741,116,ENCS,U,44.0,Dalian,AP,8961.0,AP
22428,15544,9721,90,MSDS,N,27.0,South Africa,EMEA,8701.0,EMEA
22429,15544,9721,91,TSCA,Y,27.0,South Africa,EMEA,8701.0,EMEA
22430,15544,9721,110,CEPAD,Y,27.0,South Africa,EMEA,8701.0,EMEA
22431,15544,9721,111,CEPAN,Y,27.0,South Africa,EMEA,8701.0,EMEA
22432,15544,9721,112,ELINCS,Y,27.0,South Africa,EMEA,8701.0,EMEA
22433,15544,9721,113,EINECS,Y,27.0,South Africa,EMEA,8701.0,EMEA
22434,15544,9721,114,KKDIK,Y,27.0,South Africa,EMEA,8701.0,EMEA
22435,15544,9721,116,ENCS,Y,27.0,South Africa,EMEA,8701.0,EMEA
22436,15562,9501,90,MSDS,Y,26.0,Fulda,EMEA,5041.0,EMEA
22437,15562,9501,90,MSDS,Y,26.0,Fulda,EMEA,5041.0,LA
22438,15562,9501,90,MSDS,Y,26.0,Fulda,EMEA,5041.0,North America
22439,15562,9501,90,MSDS,Y,26.0,Fulda,EMEA,5041.0,AP
22440,15562,9501,91,TSCA,Y,26.0,Fulda,EMEA,5041.0,North America
22441,15562,9501,91,TSCA,Y,26.0,Fulda,EMEA,5041.0,LA
22442,15562,9501,91,TSCA,Y,26.0,Fulda,EMEA,5041.0,AP
22443,15562,9501,91,TSCA,Y,26.0,Fulda,EMEA,5041.0,EMEA
22444,15562,9501,110,CEPAD,Y,26.0,Fulda,EMEA,5041.0,North America
22445,15562,9501,110,CEPAD,Y,26.0,Fulda,EMEA,5041.0,EMEA
22446,15562,9501,110,CEPAD,Y,26.0,Fulda,EMEA,5041.0,LA
22447,15562,9501,110,CEPAD,Y,26.0,Fulda,EMEA,5041.0,AP
22448,15562,9501,111,CEPAN,Y,26.0,Fulda,EMEA,5041.0,EMEA
22449,15562,9501,111,CEPAN,Y,26.0,Fulda,EMEA,5041.0,LA
22450,15562,9501,111,CEPAN,Y,26.0,Fulda,EMEA,5041.0,North America
22451,15562,9501,111,CEPAN,Y,26.0,Fulda,EMEA,5041.0,AP
22452,15562,9501,112,ELINCS,Y,26.0,Fulda,EMEA,5041.0,EMEA
22453,15562,9501,112,ELINCS,Y,26.0,Fulda,EMEA,5041.0,LA
22454,15562,9501,112,ELINCS,Y,26.0,Fulda,EMEA,5041.0,North America
22455,15562,9501,112,ELINCS,Y,26.0,Fulda,EMEA,5041.0,AP
22456,15562,9501,113,EINECS,Y,26.0,Fulda,EMEA,5041.0,EMEA
22457,15562,9501,113,EINECS,Y,26.0,Fulda,EMEA,5041.0,LA
22458,15562,9501,113,EINECS,Y,26.0,Fulda,EMEA,5041.0,North America
22459,15562,9501,113,EINECS,Y,26.0,Fulda,EMEA,5041.0,AP
22460,15562,9501,114,KKDIK,Y,26.0,Fulda,EMEA,5041.0,North America
22461,15562,9501,114,KKDIK,Y,26.0,Fulda,EMEA,5041.0,LA
22462,15562,9501,114,KKDIK,Y,26.0,Fulda,EMEA,5041.0,EMEA
22463,15562,9501,114,KKDIK,Y,26.0,Fulda,EMEA,5041.0,AP
22464,15562,9501,116,ENCS,U,26.0,Fulda,EMEA,5041.0,North America
22465,15562,9501,116,ENCS,U,26.0,Fulda,EMEA,5041.0,LA
22466,15562,9501,116,ENCS,U,26.0,Fulda,EMEA,5041.0,EMEA
22467,15562,9501,116,ENCS,U,26.0,Fulda,EMEA,5041.0,AP
22468,15589,9861,90,MSDS,Y,,,,9441.0,EMEA
22469,15589,9861,90,MSDS,Y,,,,9441.0,LA
22470,15589,9861,90,MSDS,Y,,,,9441.0,AP
22471,15589,9861,90,MSDS,Y,,,,9441.0,North America
22472,15589,9861,91,TSCA,Y,,,,9441.0,North America
22473,15589,9861,91,TSCA,Y,,,,9441.0,LA
22474,15589,9861,91,TSCA,Y,,,,9441.0,AP
22475,15589,9861,91,TSCA,Y,,,,9441.0,EMEA
22476,15589,9861,110,CEPAD,Y,,,,9441.0,North America
22477,15589,9861,110,CEPAD,Y,,,,9441.0,EMEA
22478,15589,9861,110,CEPAD,Y,,,,9441.0,AP
22479,15589,9861,110,CEPAD,Y,,,,9441.0,LA
22480,15589,9861,111,CEPAN,Y,,,,9441.0,AP
22481,15589,9861,111,CEPAN,Y,,,,9441.0,EMEA
22482,15589,9861,111,CEPAN,Y,,,,9441.0,North America
22483,15589,9861,111,CEPAN,Y,,,,9441.0,LA
22484,15589,9861,112,ELINCS,Y,,,,9441.0,North America
22485,15589,9861,112,ELINCS,Y,,,,9441.0,EMEA
22486,15589,9861,112,ELINCS,Y,,,,9441.0,AP
22487,15589,9861,112,ELINCS,Y,,,,9441.0,LA
22488,15589,9861,113,EINECS,Y,,,,9441.0,North America
22489,15589,9861,113,EINECS,Y,,,,9441.0,LA
22490,15589,9861,113,EINECS,Y,,,,9441.0,AP
22491,15589,9861,113,EINECS,Y,,,,9441.0,EMEA
22492,15589,9861,114,KKDIK,Y,,,,9441.0,LA
22493,15589,9861,114,KKDIK,Y,,,,9441.0,AP
22494,15589,9861,114,KKDIK,Y,,,,9441.0,EMEA
22495,15589,9861,114,KKDIK,Y,,,,9441.0,North America
22496,15589,9861,116,ENCS,Y,,,,9441.0,EMEA
22497,15589,9861,116,ENCS,Y,,,,9441.0,LA
22498,15589,9861,116,ENCS,Y,,,,9441.0,North America
22499,15589,9861,116,ENCS,Y,,,,9441.0,AP
22500,15593,15381,110,CEPAD,Y,32.0,Chile,NA,,EMEA
22501,15593,15381,110,CEPAD,Y,32.0,Chile,NA,,LA
22502,15593,15381,110,CEPAD,Y,32.0,Chile,NA,,North America
22503,15593,15381,110,CEPAD,Y,32.0,Chile,NA,,AP
22504,15593,15381,111,CEPAN,U,32.0,Chile,NA,,North America
22505,15593,15381,111,CEPAN,U,32.0,Chile,NA,,LA
22506,15593,15381,111,CEPAN,U,32.0,Chile,NA,,EMEA
22507,15593,15381,111,CEPAN,U,32.0,Chile,NA,,AP
22508,15593,15381,112,ELINCS,Y,32.0,Chile,NA,,EMEA
22509,15593,15381,112,ELINCS,Y,32.0,Chile,NA,,LA
22510,15593,15381,112,ELINCS,Y,32.0,Chile,NA,,North America
22511,15593,15381,112,ELINCS,Y,32.0,Chile,NA,,AP
22512,15593,15381,113,EINECS,Y,32.0,Chile,NA,,North America
22513,15593,15381,113,EINECS,Y,32.0,Chile,NA,,LA
22514,15593,15381,113,EINECS,Y,32.0,Chile,NA,,EMEA
22515,15593,15381,113,EINECS,Y,32.0,Chile,NA,,AP
22516,15593,15381,114,KKDIK,Y,32.0,Chile,NA,,North America
22517,15593,15381,114,KKDIK,Y,32.0,Chile,NA,,LA
22518,15593,15381,114,KKDIK,Y,32.0,Chile,NA,,AP
22519,15593,15381,114,KKDIK,Y,32.0,Chile,NA,,EMEA
22520,15593,15381,116,ENCS,Y,32.0,Chile,NA,,North America
22521,15593,15381,116,ENCS,Y,32.0,Chile,NA,,EMEA
22522,15593,15381,116,ENCS,Y,32.0,Chile,NA,,LA
22523,15593,15381,116,ENCS,Y,32.0,Chile,NA,,AP
22524,15599,11301,90,MSDS,Y,16.0,Buffalo / Tonawanda,NA,,North America
22525,15599,11301,91,TSCA,Y,16.0,Buffalo / Tonawanda,NA,,North America
22526,15599,11301,110,CEPAD,U,16.0,Buffalo / Tonawanda,NA,,North America
22527,15599,11301,111,CEPAN,N,16.0,Buffalo / Tonawanda,NA,,North America
22528,15599,11301,112,ELINCS,U,16.0,Buffalo / Tonawanda,NA,,North America
22529,15599,11301,113,EINECS,U,16.0,Buffalo / Tonawanda,NA,,North America
22530,15599,11301,114,KKDIK,U,16.0,Buffalo / Tonawanda,NA,,North America
22531,15599,11301,116,ENCS,U,16.0,Buffalo / Tonawanda,NA,,North America
22532,15604,10101,90,MSDS,Y,30.0,Americana,LA,1953.0,North America
22533,15604,10101,90,MSDS,Y,30.0,Americana,LA,1953.0,LA
22534,15604,10101,90,MSDS,Y,30.0,Americana,LA,1953.0,AP
22535,15604,10101,90,MSDS,Y,30.0,Americana,LA,1953.0,EMEA
22536,15604,10101,91,TSCA,Y,30.0,Americana,LA,1953.0,AP
22537,15604,10101,91,TSCA,Y,30.0,Americana,LA,1953.0,EMEA
22538,15604,10101,91,TSCA,Y,30.0,Americana,LA,1953.0,LA
22539,15604,10101,91,TSCA,Y,30.0,Americana,LA,1953.0,North America
22540,15604,10101,110,CEPAD,Y,30.0,Americana,LA,1953.0,LA
22541,15604,10101,110,CEPAD,Y,30.0,Americana,LA,1953.0,North America
22542,15604,10101,110,CEPAD,Y,30.0,Americana,LA,1953.0,AP
22543,15604,10101,110,CEPAD,Y,30.0,Americana,LA,1953.0,EMEA
22544,15604,10101,111,CEPAN,Y,30.0,Americana,LA,1953.0,AP
22545,15604,10101,111,CEPAN,Y,30.0,Americana,LA,1953.0,EMEA
22546,15604,10101,111,CEPAN,Y,30.0,Americana,LA,1953.0,LA
22547,15604,10101,111,CEPAN,Y,30.0,Americana,LA,1953.0,North America
22548,15604,10101,112,ELINCS,Y,30.0,Americana,LA,1953.0,LA
22549,15604,10101,112,ELINCS,Y,30.0,Americana,LA,1953.0,North America
22550,15604,10101,112,ELINCS,Y,30.0,Americana,LA,1953.0,AP
22551,15604,10101,112,ELINCS,Y,30.0,Americana,LA,1953.0,EMEA
22552,15604,10101,113,EINECS,Y,30.0,Americana,LA,1953.0,AP
22553,15604,10101,113,EINECS,Y,30.0,Americana,LA,1953.0,EMEA
22554,15604,10101,113,EINECS,Y,30.0,Americana,LA,1953.0,LA
22555,15604,10101,113,EINECS,Y,30.0,Americana,LA,1953.0,North America
22556,15604,10101,114,KKDIK,Y,30.0,Americana,LA,1953.0,AP
22557,15604,10101,114,KKDIK,Y,30.0,Americana,LA,1953.0,LA
22558,15604,10101,114,KKDIK,Y,30.0,Americana,LA,1953.0,North America
22559,15604,10101,114,KKDIK,Y,30.0,Americana,LA,1953.0,EMEA
22560,15604,10101,116,ENCS,Y,30.0,Americana,LA,1953.0,North America
22561,15604,10101,116,ENCS,Y,30.0,Americana,LA,1953.0,LA
22562,15604,10101,116,ENCS,Y,30.0,Americana,LA,1953.0,EMEA
22563,15604,10101,116,ENCS,Y,30.0,Americana,LA,1953.0,AP
22564,15607,13341,90,MSDS,Y,,,,9641.0,AP
22565,15607,13341,91,TSCA,Y,,,,9641.0,AP
22566,15607,13341,110,CEPAD,U,,,,9641.0,AP
22567,15607,13341,111,CEPAN,U,,,,9641.0,AP
22568,15607,13341,112,ELINCS,U,,,,9641.0,AP
22569,15607,13341,113,EINECS,U,,,,9641.0,AP
22570,15607,13341,114,KKDIK,U,,,,9641.0,AP
22571,15607,13341,116,ENCS,Y,,,,9641.0,AP
22572,15609,12463,90,MSDS,U,,,,998.0,LA
22573,15609,12463,91,TSCA,U,,,,998.0,LA
22574,15609,12463,110,CEPAD,U,,,,998.0,LA
22575,15609,12463,111,CEPAN,U,,,,998.0,LA
22576,15609,12463,112,ELINCS,U,,,,998.0,LA
22577,15609,12463,113,EINECS,U,,,,998.0,LA
22578,15609,12463,114,KKDIK,U,,,,998.0,LA
22579,15609,12463,116,ENCS,U,,,,998.0,LA
22580,15614,10661,90,MSDS,Y,8.0,Lawton,NA,1559.0,LA
22581,15614,10661,90,MSDS,Y,8.0,Lawton,NA,1559.0,North America
22582,15614,10661,90,MSDS,Y,8.0,Lawton,NA,1559.0,AP
22583,15614,10661,91,TSCA,Y,8.0,Lawton,NA,1559.0,North America
22584,15614,10661,91,TSCA,Y,8.0,Lawton,NA,1559.0,LA
22585,15614,10661,91,TSCA,Y,8.0,Lawton,NA,1559.0,AP
22586,15614,10661,110,CEPAD,U,8.0,Lawton,NA,1559.0,North America
22587,15614,10661,110,CEPAD,U,8.0,Lawton,NA,1559.0,LA
22588,15614,10661,110,CEPAD,U,8.0,Lawton,NA,1559.0,AP
22589,15614,10661,111,CEPAN,N,8.0,Lawton,NA,1559.0,LA
22590,15614,10661,111,CEPAN,N,8.0,Lawton,NA,1559.0,North America
22591,15614,10661,111,CEPAN,N,8.0,Lawton,NA,1559.0,AP
22592,15614,10661,112,ELINCS,Y,8.0,Lawton,NA,1559.0,LA
22593,15614,10661,112,ELINCS,Y,8.0,Lawton,NA,1559.0,North America
22594,15614,10661,112,ELINCS,Y,8.0,Lawton,NA,1559.0,AP
22595,15614,10661,113,EINECS,Y,8.0,Lawton,NA,1559.0,LA
22596,15614,10661,113,EINECS,Y,8.0,Lawton,NA,1559.0,North America
22597,15614,10661,113,EINECS,Y,8.0,Lawton,NA,1559.0,AP
22598,15614,10661,114,KKDIK,Y,8.0,Lawton,NA,1559.0,North America
22599,15614,10661,114,KKDIK,Y,8.0,Lawton,NA,1559.0,LA
22600,15614,10661,114,KKDIK,Y,8.0,Lawton,NA,1559.0,AP
22601,15614,10661,116,ENCS,Y,8.0,Lawton,NA,1559.0,North America
22602,15614,10661,116,ENCS,Y,8.0,Lawton,NA,1559.0,LA
22603,15614,10661,116,ENCS,Y,8.0,Lawton,NA,1559.0,AP
22604,15615,12141,90,MSDS,N,44.0,Dalian,AP,7961.0,AP
22605,15615,12141,91,TSCA,Y,44.0,Dalian,AP,7961.0,AP
22606,15615,12141,110,CEPAD,Y,44.0,Dalian,AP,7961.0,AP
22607,15615,12141,111,CEPAN,N,44.0,Dalian,AP,7961.0,AP
22608,15615,12141,112,ELINCS,Y,44.0,Dalian,AP,7961.0,AP
22609,15615,12141,113,EINECS,Y,44.0,Dalian,AP,7961.0,AP
22610,15615,12141,114,KKDIK,Y,44.0,Dalian,AP,7961.0,AP
22611,15615,12141,116,ENCS,Y,44.0,Dalian,AP,7961.0,AP
22612,15616,11641,90,MSDS,Y,44.0,Dalian,AP,7961.0,EMEA
22613,15616,11641,90,MSDS,Y,44.0,Dalian,AP,7961.0,LA
22614,15616,11641,90,MSDS,Y,44.0,Dalian,AP,7961.0,North America
22615,15616,11641,90,MSDS,Y,44.0,Dalian,AP,7961.0,AP
22616,15616,11641,91,TSCA,Y,44.0,Dalian,AP,7961.0,North America
22617,15616,11641,91,TSCA,Y,44.0,Dalian,AP,7961.0,LA
22618,15616,11641,91,TSCA,Y,44.0,Dalian,AP,7961.0,AP
22619,15616,11641,91,TSCA,Y,44.0,Dalian,AP,7961.0,EMEA
22620,15616,11641,110,CEPAD,Y,44.0,Dalian,AP,7961.0,North America
22621,15616,11641,110,CEPAD,Y,44.0,Dalian,AP,7961.0,EMEA
22622,15616,11641,110,CEPAD,Y,44.0,Dalian,AP,7961.0,LA
22623,15616,11641,110,CEPAD,Y,44.0,Dalian,AP,7961.0,AP
22624,15616,11641,111,CEPAN,Y,44.0,Dalian,AP,7961.0,EMEA
22625,15616,11641,111,CEPAN,Y,44.0,Dalian,AP,7961.0,LA
22626,15616,11641,111,CEPAN,Y,44.0,Dalian,AP,7961.0,North America
22627,15616,11641,111,CEPAN,Y,44.0,Dalian,AP,7961.0,AP
22628,15616,11641,112,ELINCS,Y,44.0,Dalian,AP,7961.0,EMEA
22629,15616,11641,112,ELINCS,Y,44.0,Dalian,AP,7961.0,LA
22630,15616,11641,112,ELINCS,Y,44.0,Dalian,AP,7961.0,North America
22631,15616,11641,112,ELINCS,Y,44.0,Dalian,AP,7961.0,AP
22632,15616,11641,113,EINECS,Y,44.0,Dalian,AP,7961.0,EMEA
22633,15616,11641,113,EINECS,Y,44.0,Dalian,AP,7961.0,LA
22634,15616,11641,113,EINECS,Y,44.0,Dalian,AP,7961.0,North America
22635,15616,11641,113,EINECS,Y,44.0,Dalian,AP,7961.0,AP
22636,15616,11641,114,KKDIK,Y,44.0,Dalian,AP,7961.0,North America
22637,15616,11641,114,KKDIK,Y,44.0,Dalian,AP,7961.0,LA
22638,15616,11641,114,KKDIK,Y,44.0,Dalian,AP,7961.0,EMEA
22639,15616,11641,114,KKDIK,Y,44.0,Dalian,AP,7961.0,AP
22640,15616,11641,116,ENCS,Y,44.0,Dalian,AP,7961.0,North America
22641,15616,11641,116,ENCS,Y,44.0,Dalian,AP,7961.0,LA
22642,15616,11641,116,ENCS,Y,44.0,Dalian,AP,7961.0,EMEA
22643,15616,11641,116,ENCS,Y,44.0,Dalian,AP,7961.0,AP
22644,15617,12121,90,MSDS,Y,44.0,Dalian,AP,7961.0,North America
22645,15617,12121,90,MSDS,Y,44.0,Dalian,AP,7961.0,LA
22646,15617,12121,90,MSDS,Y,44.0,Dalian,AP,7961.0,AP
22647,15617,12121,91,TSCA,Y,44.0,Dalian,AP,7961.0,North America
22648,15617,12121,91,TSCA,Y,44.0,Dalian,AP,7961.0,LA
22649,15617,12121,91,TSCA,Y,44.0,Dalian,AP,7961.0,AP
22650,15617,12121,110,CEPAD,Y,44.0,Dalian,AP,7961.0,North America
22651,15617,12121,110,CEPAD,Y,44.0,Dalian,AP,7961.0,LA
22652,15617,12121,110,CEPAD,Y,44.0,Dalian,AP,7961.0,AP
22653,15617,12121,111,CEPAN,Y,44.0,Dalian,AP,7961.0,LA
22654,15617,12121,111,CEPAN,Y,44.0,Dalian,AP,7961.0,AP
22655,15617,12121,111,CEPAN,Y,44.0,Dalian,AP,7961.0,North America
22656,15617,12121,112,ELINCS,Y,44.0,Dalian,AP,7961.0,AP
22657,15617,12121,112,ELINCS,Y,44.0,Dalian,AP,7961.0,North America
22658,15617,12121,112,ELINCS,Y,44.0,Dalian,AP,7961.0,LA
22659,15617,12121,113,EINECS,Y,44.0,Dalian,AP,7961.0,AP
22660,15617,12121,113,EINECS,Y,44.0,Dalian,AP,7961.0,LA
22661,15617,12121,113,EINECS,Y,44.0,Dalian,AP,7961.0,North America
22662,15617,12121,114,KKDIK,Y,44.0,Dalian,AP,7961.0,LA
22663,15617,12121,114,KKDIK,Y,44.0,Dalian,AP,7961.0,AP
22664,15617,12121,114,KKDIK,Y,44.0,Dalian,AP,7961.0,North America
22665,15617,12121,116,ENCS,Y,44.0,Dalian,AP,7961.0,North America
22666,15617,12121,116,ENCS,Y,44.0,Dalian,AP,7961.0,LA
22667,15617,12121,116,ENCS,Y,44.0,Dalian,AP,7961.0,AP
22668,15619,12861,90,MSDS,Y,1.0,Danville,NA,10621.0,North America
22669,15619,12861,90,MSDS,Y,1.0,Danville,NA,10621.0,LA
22670,15619,12861,90,MSDS,Y,1.0,Danville,NA,10621.0,AP
22671,15619,12861,90,MSDS,Y,1.0,Danville,NA,10621.0,EMEA
22672,15619,12861,91,TSCA,U,1.0,Danville,NA,10621.0,North America
22673,15619,12861,91,TSCA,U,1.0,Danville,NA,10621.0,LA
22674,15619,12861,91,TSCA,U,1.0,Danville,NA,10621.0,EMEA
22675,15619,12861,91,TSCA,U,1.0,Danville,NA,10621.0,AP
22676,15619,12861,110,CEPAD,U,1.0,Danville,NA,10621.0,North America
22677,15619,12861,110,CEPAD,U,1.0,Danville,NA,10621.0,EMEA
22678,15619,12861,110,CEPAD,U,1.0,Danville,NA,10621.0,AP
22679,15619,12861,110,CEPAD,U,1.0,Danville,NA,10621.0,LA
22680,15619,12861,111,CEPAN,U,1.0,Danville,NA,10621.0,AP
22681,15619,12861,111,CEPAN,U,1.0,Danville,NA,10621.0,EMEA
22682,15619,12861,111,CEPAN,U,1.0,Danville,NA,10621.0,North America
22683,15619,12861,111,CEPAN,U,1.0,Danville,NA,10621.0,LA
22684,15619,12861,112,ELINCS,U,1.0,Danville,NA,10621.0,North America
22685,15619,12861,112,ELINCS,U,1.0,Danville,NA,10621.0,LA
22686,15619,12861,112,ELINCS,U,1.0,Danville,NA,10621.0,EMEA
22687,15619,12861,112,ELINCS,U,1.0,Danville,NA,10621.0,AP
22688,15619,12861,113,EINECS,U,1.0,Danville,NA,10621.0,AP
22689,15619,12861,113,EINECS,U,1.0,Danville,NA,10621.0,North America
22690,15619,12861,113,EINECS,U,1.0,Danville,NA,10621.0,LA
22691,15619,12861,113,EINECS,U,1.0,Danville,NA,10621.0,EMEA
22692,15619,12861,114,KKDIK,U,1.0,Danville,NA,10621.0,AP
22693,15619,12861,114,KKDIK,U,1.0,Danville,NA,10621.0,North America
22694,15619,12861,114,KKDIK,U,1.0,Danville,NA,10621.0,LA
22695,15619,12861,114,KKDIK,U,1.0,Danville,NA,10621.0,EMEA
22696,15619,12861,116,ENCS,U,1.0,Danville,NA,10621.0,EMEA
22697,15619,12861,116,ENCS,U,1.0,Danville,NA,10621.0,LA
22698,15619,12861,116,ENCS,U,1.0,Danville,NA,10621.0,North America
22699,15619,12861,116,ENCS,U,1.0,Danville,NA,10621.0,AP
22700,15623,12581,90,MSDS,Y,20.0,Amiens North,EMEA,9301.0,AP
22701,15623,12581,90,MSDS,Y,20.0,Amiens North,EMEA,9301.0,EMEA
22702,15623,12581,90,MSDS,Y,20.0,Amiens North,EMEA,9301.0,LA
22703,15623,12581,90,MSDS,Y,20.0,Amiens North,EMEA,9301.0,North America
22704,15623,12581,91,TSCA,Y,20.0,Amiens North,EMEA,9301.0,AP
22705,15623,12581,91,TSCA,Y,20.0,Amiens North,EMEA,9301.0,EMEA
22706,15623,12581,91,TSCA,Y,20.0,Amiens North,EMEA,9301.0,LA
22707,15623,12581,91,TSCA,Y,20.0,Amiens North,EMEA,9301.0,North America
22708,15623,12581,110,CEPAD,Y,20.0,Amiens North,EMEA,9301.0,EMEA
22709,15623,12581,110,CEPAD,Y,20.0,Amiens North,EMEA,9301.0,AP
22710,15623,12581,110,CEPAD,Y,20.0,Amiens North,EMEA,9301.0,LA
22711,15623,12581,110,CEPAD,Y,20.0,Amiens North,EMEA,9301.0,North America
22712,15623,12581,111,CEPAN,Y,20.0,Amiens North,EMEA,9301.0,AP
22713,15623,12581,111,CEPAN,Y,20.0,Amiens North,EMEA,9301.0,EMEA
22714,15623,12581,111,CEPAN,Y,20.0,Amiens North,EMEA,9301.0,LA
22715,15623,12581,111,CEPAN,Y,20.0,Amiens North,EMEA,9301.0,North America
22716,15623,12581,112,ELINCS,Y,20.0,Amiens North,EMEA,9301.0,North America
22717,15623,12581,112,ELINCS,Y,20.0,Amiens North,EMEA,9301.0,LA
22718,15623,12581,112,ELINCS,Y,20.0,Amiens North,EMEA,9301.0,EMEA
22719,15623,12581,112,ELINCS,Y,20.0,Amiens North,EMEA,9301.0,AP
22720,15623,12581,113,EINECS,Y,20.0,Amiens North,EMEA,9301.0,EMEA
22721,15623,12581,113,EINECS,Y,20.0,Amiens North,EMEA,9301.0,AP
22722,15623,12581,113,EINECS,Y,20.0,Amiens North,EMEA,9301.0,LA
