PGM_ID,HSE_ID,HSE_MEASURE_ID,CODE,MEASURE_STATUS,PROP_PLANT_TRIAL_ID,PROP_PLANT_FOR_TRIAL,PROP_REGION,MATERIAL_CODE_ID,REGION_FOR_SOS_APPROVAL
264,1068,112,ELINCS,Y,,,,1059.0,EMEA
264,1068,113,EINECS,Y,,,,1059.0,EMEA
264,1068,114,KKDIK,Y,,,,1059.0,EMEA
264,1068,116,ENCS,Y,,,,1059.0,EMEA
265,1069,90,MSDS,Y,,,,1059.0,EMEA
265,1069,91,TSCA,Y,,,,1059.0,EMEA
265,1069,109,TSCASEC,Y,,,,1059.0,EMEA
265,1069,110,CEPA,Y,,,,1059.0,EMEA
265,1069,111,CEPAN,N,,,,1059.0,EMEA
265,1069,112,ELINCS,Y,,,,1059.0,EMEA
265,1069,113,EINECS,Y,,,,1059.0,EMEA
265,1069,114,KKDIK,Y,,,,1059.0,EMEA
265,1069,116,ENCS,Y,,,,1059.0,EMEA
266,1066,90,MSDS,Y,,,,1059.0,EMEA
266,1066,91,TSCA,Y,,,,1059.0,EMEA
266,1066,109,TSCASEC,N,,,,1059.0,EMEA
266,1066,110,CEPA,Y,,,,1059.0,EMEA
266,1066,111,CEPAN,Y,,,,1059.0,EMEA
266,1066,112,ELINCS,N,,,,1059.0,EMEA
266,1066,113,EINECS,Y,,,,1059.0,EMEA
266,1066,114,KKDIK,Y,,,,1059.0,EMEA
266,1066,116,ENCS,Y,,,,1059.0,EMEA
281,161,90,MSDS,Y,,,,442.0,
281,161,91,TSCA,Y,,,,442.0,
281,161,109,TSCASEC,Y,,,,442.0,
281,161,110,CEPA,Y,,,,442.0,
281,161,111,CEPAN,U,,,,442.0,
281,161,112,ELINCS,N,,,,442.0,
281,161,113,EINECS,N,,,,442.0,
281,161,114,KKDIK,N,,,,442.0,
281,161,116,ENCS,Y,,,,442.0,
282,5741,90,MSDS,Y,,,,595.0,North America
282,5741,90,MSDS,Y,,,,595.0,LA
282,5741,90,MSDS,Y,,,,595.0,AP
282,5741,90,MSDS,Y,,,,595.0,EMEA
282,5741,91,TSCA,Y,,,,595.0,LA
282,5741,91,TSCA,Y,,,,595.0,AP
282,5741,91,TSCA,Y,,,,595.0,EMEA
282,5741,91,TSCA,Y,,,,595.0,North America
282,5741,109,TSCASEC,U,,,,595.0,North America
282,5741,109,TSCASEC,U,,,,595.0,LA
282,5741,109,TSCASEC,U,,,,595.0,EMEA
282,5741,109,TSCASEC,U,,,,595.0,AP
282,5741,110,CEPA,U,,,,595.0,EMEA
282,5741,110,CEPA,U,,,,595.0,AP
282,5741,110,CEPA,U,,,,595.0,North America
282,5741,110,CEPA,U,,,,595.0,LA
282,5741,111,CEPAN,U,,,,595.0,North America
282,5741,111,CEPAN,U,,,,595.0,LA
282,5741,111,CEPAN,U,,,,595.0,AP
282,5741,111,CEPAN,U,,,,595.0,EMEA
282,5741,112,ELINCS,U,,,,595.0,LA
282,5741,112,ELINCS,U,,,,595.0,EMEA
282,5741,112,ELINCS,U,,,,595.0,AP
282,5741,112,ELINCS,U,,,,595.0,North America
282,5741,113,EINECS,U,,,,595.0,AP
282,5741,113,EINECS,U,,,,595.0,EMEA
282,5741,113,EINECS,U,,,,595.0,North America
282,5741,113,EINECS,U,,,,595.0,LA
282,5741,114,KKDIK,U,,,,595.0,LA
282,5741,114,KKDIK,U,,,,595.0,EMEA
282,5741,114,KKDIK,U,,,,595.0,AP
282,5741,114,KKDIK,U,,,,595.0,North America
282,5741,116,ENCS,U,,,,595.0,North America
282,5741,116,ENCS,U,,,,595.0,LA
282,5741,116,ENCS,U,,,,595.0,EMEA
282,5741,116,ENCS,U,,,,595.0,AP
302,1067,90,MSDS,Y,,,,1059.0,EMEA
302,1067,91,TSCA,Y,,,,1059.0,EMEA
302,1067,109,TSCASEC,Y,,,,1059.0,EMEA
302,1067,110,CEPA,Y,,,,1059.0,EMEA
302,1067,111,CEPAN,U,,,,1059.0,EMEA
302,1067,112,ELINCS,Y,,,,1059.0,EMEA
302,1067,113,EINECS,Y,,,,1059.0,EMEA
302,1067,114,KKDIK,Y,,,,1059.0,EMEA
302,1067,116,ENCS,Y,,,,1059.0,EMEA
331,3341,90,MSDS,Y,,,,4021.0,North America
331,3341,90,MSDS,Y,,,,4021.0,LA
331,3341,90,MSDS,Y,,,,4021.0,EMEA
331,3341,90,MSDS,Y,,,,4021.0,AP
331,3341,91,TSCA,Y,,,,4021.0,AP
