,PGM_ID,HSE_ID,HSE_MEASURE_ID,TABLE_CODE,CODE_DESC,CODE,MEASURE_CMNTS
24250,25616,19281,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Aramid (A00033)
Dip: GY Dip 3110C/2055C"
24251,25616,19281,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Aramid (A00033)
Dip: GY Dip 3110C/2055C"
24252,25616,19281,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Aramid (A00033)
Dip: GY Dip 3110C/2055C"
24253,25616,19281,117,NZTSD,New Zealand Toxic Substances Database,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Aramid (A00033)
Dip: GY Dip 3110C/2055C"
24254,25616,19281,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Aramid (A00033)
Dip: GY Dip 3110C/2055C"
24255,40491,22341,109,CEPA,Canadian Environmental Protection Act,,
24256,40491,22341,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24257,40491,22341,111,ELINCS,European REACH,CEPAN,01211946717045
24258,40491,22341,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24259,40491,22341,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
24260,40491,22341,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
24261,40491,22341,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24262,40491,22341,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
24263,40491,22341,117,NZTSD,New Zealand Toxic Substances Database,,
24264,40491,22341,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24265,41852,23201,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24266,41852,23201,117,NZTSD,New Zealand Toxic Substances Database,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24267,36472,22104,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24268,36472,22104,109,CEPA,Canadian Environmental Protection Act,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24269,36472,22104,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24270,36472,22104,111,ELINCS,European REACH,CEPAN,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24271,36472,22104,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24272,36472,22104,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24273,36472,22104,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24274,36472,22104,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24275,36472,22104,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24276,36472,22104,117,NZTSD,New Zealand Toxic Substances Database,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24277,36472,22104,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24278,41816,22741,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24279,41816,22741,109,CEPA,Canadian Environmental Protection Act,,
24280,41816,22741,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24281,41816,22741,111,ELINCS,European REACH,CEPAN,Exempt polymer
24282,41816,22741,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24283,41816,22741,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
24284,41816,22741,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
24285,41816,22741,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24286,41816,22741,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
24287,41816,22741,117,NZTSD,New Zealand Toxic Substances Database,,
24288,41816,22741,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24289,42763,23181,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24290,42763,23181,109,CEPA,Canadian Environmental Protection Act,,
24291,41852,23201,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24292,42763,23181,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24293,42763,23181,111,ELINCS,European REACH,CEPAN,01-2119384822-32
24294,42763,23181,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24295,42763,23181,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
24296,42763,23181,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
24297,42763,23181,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24298,42763,23181,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
24299,42763,23181,117,NZTSD,New Zealand Toxic Substances Database,,
24300,42763,23181,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24301,41852,23201,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24302,67119,28221,111,ELINCS,European REACH,CEPAN,"8:48 AM

Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
No SVHC's"
24303,67119,28221,112,AICS,Australian Inventory of chemical Substances,ELINCS,"8:48 AM

Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24304,67119,28221,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"8:48 AM

Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24305,67119,28221,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"8:48 AM

Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24306,67119,28221,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"8:48 AM

Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24307,67119,28221,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"8:48 AM

Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24308,67119,28221,117,NZTSD,New Zealand Toxic Substances Database,,"8:48 AM

Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24309,67119,28221,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"8:48 AM

Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24310,64451,28281,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24311,64451,28281,109,CEPA,Canadian Environmental Protection Act,,DSL listed
24312,64451,28281,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24313,64451,28281,111,ELINCS,European REACH,CEPAN,all monomers are registered
24314,64451,28281,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24315,64451,28281,113,ENCS,Japanese Existing and New Chemical substances,EINECS,polystay K not on ISHL
24316,64451,28281,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
24317,64451,28281,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24318,64451,28281,116,CLECS,Chinese List of Existing Chemical substances,SOAF,compliance
24319,64451,28281,117,NZTSD,New Zealand Toxic Substances Database,,
24320,64451,28281,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24321,68769,28441,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24322,68769,28441,109,CEPA,Canadian Environmental Protection Act,,DSL Listed
24323,70290,28522,91,TSCA,TSCA Certificate,TSCA,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24324,70290,28522,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24325,70290,28522,109,CEPA,Canadian Environmental Protection Act,,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24326,70290,28522,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24327,70290,28522,111,ELINCS,European REACH,CEPAN,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24328,70290,28522,112,AICS,Australian Inventory of chemical Substances,ELINCS,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24329,70290,28522,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24330,70290,28522,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24331,70290,28522,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24332,70290,28522,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24333,70290,28522,117,NZTSD,New Zealand Toxic Substances Database,,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24334,68769,28441,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24335,68769,28441,111,ELINCS,European REACH,CEPAN,
24336,68769,28441,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24337,68769,28441,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
24338,68769,28441,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
24339,68769,28441,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24340,68769,28441,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
24341,68769,28441,117,NZTSD,New Zealand Toxic Substances Database,,
24342,68769,28441,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24343,70290,28522,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"	Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions
"
24344,69006,28601,90,MSDS,MSDS Requirement,MSDS,
24345,57065,28481,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24346,57065,28481,109,CEPA,Canadian Environmental Protection Act,,
24347,57065,28481,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24348,57065,28481,111,ELINCS,European REACH,CEPAN,
24349,57065,28481,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24350,57065,28481,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
24351,57065,28481,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
24352,57065,28481,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24353,57065,28481,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
24354,57065,28481,117,NZTSD,New Zealand Toxic Substances Database,,
24355,57065,28481,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24356,70919,28501,90,MSDS,MSDS Requirement,MSDS,
24357,70919,28501,91,TSCA,TSCA Certificate,TSCA,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24358,70919,28501,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24359,70919,28501,109,CEPA,Canadian Environmental Protection Act,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24360,70919,28501,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24361,70919,28501,111,ELINCS,European REACH,CEPAN,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24362,70919,28501,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24363,70919,28501,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24364,70919,28501,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24365,70919,28501,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24366,70919,28501,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24367,70919,28501,117,NZTSD,New Zealand Toxic Substances Database,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24368,70919,28501,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24369,70290,28522,90,MSDS,MSDS Requirement,MSDS,
24370,69006,28601,91,TSCA,TSCA Certificate,TSCA,All Active
24371,69006,28601,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24372,69006,28601,109,CEPA,Canadian Environmental Protection Act,,All DSL
24373,69006,28601,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,All EINECS
24374,69006,28601,111,ELINCS,European REACH,CEPAN,"per CIRF- all items are registered; however, no OR information provided. "
24375,69006,28601,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not reviewed
24376,69006,28601,113,ENCS,Japanese Existing and New Chemical substances,EINECS,All ENCS and ISHL
24377,28139,20482,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24378,28139,20482,109,CEPA,Canadian Environmental Protection Act,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24379,28139,20482,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24380,28139,20482,111,ELINCS,European REACH,CEPAN,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24381,28139,20482,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24382,28139,20482,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24383,28139,20482,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24384,28139,20482,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24385,28139,20482,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24386,28139,20482,117,NZTSD,New Zealand Toxic Substances Database,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24387,28139,20482,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. "
24388,24943,19401,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24389,24943,19401,109,CEPA,Canadian Environmental Protection Act,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24390,24943,19401,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24391,24943,19401,111,ELINCS,European REACH,CEPAN,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24392,24943,19401,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24393,24943,19401,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24394,24943,19401,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24395,24943,19401,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24396,24943,19401,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24397,24943,19401,117,NZTSD,New Zealand Toxic Substances Database,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24398,24943,19401,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions. 
Material: Nylon 6,6
Dip: GY Dip 4100C/4100C"
24399,36279,21041,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24400,36279,21041,109,CEPA,Canadian Environmental Protection Act,,
24401,29501,19901,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24402,29501,19901,109,CEPA,Canadian Environmental Protection Act,,Present on DSL
24403,29501,19901,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,215-222-5
24404,29501,19901,111,ELINCS,European REACH,CEPAN,Registered 01-2119463881-32-X
24405,29501,19901,112,AICS,Australian Inventory of chemical Substances,ELINCS,Listed
24406,29501,19901,113,ENCS,Japanese Existing and New Chemical substances,EINECS,(1)-561
24407,29501,19901,114,ECL,Korean Existing Chemicals Inventory,KKDIK,KE-35565
24408,29501,19901,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Present
24409,29501,19901,116,CLECS,Chinese List of Existing Chemical substances,SOAF,37649
24410,29501,19901,117,NZTSD,New Zealand Toxic Substances Database,,HSR003104
24411,29501,19901,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,Present
24412,27807,20141,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24413,27807,20141,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
24414,27807,20141,117,NZTSD,New Zealand Toxic Substances Database,,
24415,27807,20141,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24416,36279,21041,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24417,36279,21041,111,ELINCS,European REACH,CEPAN,01-2119384822-32-000
24418,36279,21041,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24419,36279,21041,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
24420,36279,21041,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
24421,36279,21041,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24422,36279,21041,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
24423,36279,21041,117,NZTSD,New Zealand Toxic Substances Database,,
24424,36279,21041,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24425,28204,21741,90,MSDS,MSDS Requirement,MSDS,"OK, but want US GHS SDS also"
24426,28204,21741,91,TSCA,TSCA Certificate,TSCA,
24427,28204,21741,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24428,28204,21741,109,CEPA,Canadian Environmental Protection Act,,
24429,28204,21741,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24430,28204,21741,111,ELINCS,European REACH,CEPAN,
24431,28204,21741,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24432,28204,21741,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
24433,28204,21741,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
24434,28204,21741,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24435,28204,21741,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
24436,28204,21741,117,NZTSD,New Zealand Toxic Substances Database,,
24437,28204,21741,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24438,32670,22101,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24439,32670,22101,109,CEPA,Canadian Environmental Protection Act,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24440,32670,22101,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24441,32670,22101,111,ELINCS,European REACH,CEPAN,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24442,32670,22101,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24443,32670,22101,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24444,32670,22101,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24445,32670,22101,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24446,32670,22101,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24447,32670,22101,117,NZTSD,New Zealand Toxic Substances Database,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24448,32670,22101,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24449,59855,26481,90,MSDS,MSDS Requirement,MSDS,The material is an experimental material from LG. It has not officially been named. It has the same composition as BR1208 (100% CAS 9003-17-2)
24450,59855,26481,91,TSCA,TSCA Certificate,TSCA,On active list
24451,59855,26481,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24452,59855,26481,109,CEPA,Canadian Environmental Protection Act,,DSL listed
24453,59855,26481,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
24454,59855,26481,111,ELINCS,European REACH,CEPAN,LG has the monomer registration listed on 
24455,59855,26481,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24456,59855,26481,113,ENCS,Japanese Existing and New Chemical substances,EINECS,ISHL & ENCS per LOLI
24457,59855,26481,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
24458,59855,26481,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24459,59855,26481,116,CLECS,Chinese List of Existing Chemical substances,SOAF,per LOLI
24460,59855,26481,117,NZTSD,New Zealand Toxic Substances Database,,
24461,59855,26481,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
24462,84877,30241,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24463,84877,30241,109,CEPA,Canadian Environmental Protection Act,,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24464,84877,30241,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24465,84877,30241,111,ELINCS,European REACH,CEPAN,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24466,84877,30241,112,AICS,Australian Inventory of chemical Substances,ELINCS,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24467,84877,30241,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24468,84877,30241,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24469,81730,30281,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24470,81730,30281,109,CEPA,Canadian Environmental Protection Act,,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24471,81730,30281,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24472,81730,30281,111,ELINCS,European REACH,CEPAN,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24473,81730,30281,112,AICS,Australian Inventory of chemical Substances,ELINCS,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24474,81730,30281,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24475,81730,30281,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24476,81730,30281,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24477,81730,30281,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24478,81730,30281,117,NZTSD,New Zealand Toxic Substances Database,,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24479,81730,30281,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions.
24480,84877,30241,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24481,84877,30241,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24482,84877,30241,117,NZTSD,New Zealand Toxic Substances Database,,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24483,84877,30241,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,Per supplier CIRF at the time of review component meets EU article and Global inventory exemptions
24484,85098,30261,90,MSDS,MSDS Requirement,MSDS,
24485,85098,30261,91,TSCA,TSCA Certificate,TSCA,All are Active per CIRF
24486,85098,30261,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24487,85098,30261,109,CEPA,Canadian Environmental Protection Act,,NDSL component per CIRF- restrict
24488,85098,30261,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not all on EINECS
24489,85098,30261,111,ELINCS,European REACH,CEPAN,Per CIRF- GY is a Downstream User
24490,85098,30261,112,AICS,Australian Inventory of chemical Substances,ELINCS,Unknown
24491,85098,30261,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"No restricted, CAS 63148-57-2 and 70131-67-8 not on ENCS or ISHL"
24492,85098,30261,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Unknown
24493,85098,30261,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Unknown
24494,85098,30261,116,CLECS,Chinese List of Existing Chemical substances,SOAF,All listed in China
24495,85098,30261,117,NZTSD,New Zealand Toxic Substances Database,,Unknown
24496,85098,30261,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,Unknown
24497,94681,30721,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24498,94681,30721,109,CEPA,Canadian Environmental Protection Act,,
24499,70789,30741,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24500,70789,30741,109,CEPA,Canadian Environmental Protection Act,,"Per supplier CIRF, at the time of review, component meets EU article and Global inventory exemptions"
24501,70789,30741,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
