,PGM_ID,HSE_ID,HSE_MEASURE_ID,TABLE_CODE,CODE_DESC,CODE,MEASURE_CMNTS
8735,15022,8441,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
8736,15022,8441,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
8737,15022,8441,117,NZTSD,New Zealand Toxic Substances Database,,
8738,11041,3541,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Not applicable, as this material is not to be used in NA.Not applicable, as this material is not to be used in AP."
8739,11041,3541,117,NZTSD,New Zealand Toxic Substances Database,,"Not applicable, as this material is not to be used in NA.Not applicable, as this material is not to be used in AP."
8740,15609,12463,90,MSDS,MSDS Requirement,MSDS,
8741,15420,10121,90,MSDS,MSDS Requirement,MSDS,
8742,15420,10121,91,TSCA,TSCA Certificate,TSCA,
8743,15420,10121,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8744,15420,10121,109,CEPA,Canadian Environmental Protection Act,,
8745,15420,10121,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,*Confirmed per LOLI 1/29/13
8746,15420,10121,111,ELINCS,European REACH,CEPAN,REACH registration confirmed by supplier in CIRF dated 5/15/12.
8747,15420,10121,112,AICS,Australian Inventory of chemical Substances,ELINCS,According to LOLI query 6/25/12.
8748,15420,10121,113,ENCS,Japanese Existing and New Chemical substances,EINECS,According to LOLI query 6/25/12.
8749,15420,10121,114,ECL,Korean Existing Chemicals Inventory,KKDIK,According to LOLI query 6/25/12.
8750,15420,10121,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,According to LOLI query 6/25/12.
8751,15420,10121,116,CLECS,Chinese List of Existing Chemical substances,SOAF,According to LOLI query 6/25/12.
8752,15420,10121,117,NZTSD,New Zealand Toxic Substances Database,,According to LOLI query 6/25/12.
8753,14265,7841,91,TSCA,TSCA Certificate,TSCA,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8754,14265,7841,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8755,14265,7841,109,CEPA,Canadian Environmental Protection Act,,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8756,14265,7841,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8757,14265,7841,111,ELINCS,European REACH,CEPAN,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8758,14265,7841,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8759,14265,7841,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8760,14265,7841,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8761,14265,7841,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8762,14265,7841,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8763,14265,7841,117,NZTSD,New Zealand Toxic Substances Database,,"Not applicable because this is an article, and because this material is to be used in EMEA only."
8764,15702,12101,91,TSCA,TSCA Certificate,TSCA,
8765,15702,12101,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,supplier didn't provide any information suggesting material is subject to any of these provisions
8766,15702,12101,109,CEPA,Canadian Environmental Protection Act,,Listed or Exempt for this regional inventory@time of review (per MSDS)
8767,15702,12101,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Listed or Exempt for this regional inventory@time of review (per MSDS)
8768,15702,12101,111,ELINCS,European REACH,CEPAN,Reach compliant per MSDS
8769,15702,12101,112,AICS,Australian Inventory of chemical Substances,ELINCS,Listed or Exempt for this regional inventory@time of review (per MSDS)
8770,14112,8181,91,TSCA,TSCA Certificate,TSCA,
8771,17392,12362,90,MSDS,MSDS Requirement,MSDS,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory article exemptions
* See spreadsheet attached in HSE screen for information on Fabric dip & adhesion promoters"
8772,17392,12362,91,TSCA,TSCA Certificate,TSCA,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory article exemptions
* See spreadsheet attached in HSE screen for information on Fabric dip & adhesion promoters"
8773,17392,12362,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory article exemptions
* See spreadsheet attached in HSE screen for information on Fabric dip & adhesion promoters"
8774,17392,12362,109,CEPA,Canadian Environmental Protection Act,,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory article exemptions
* See spreadsheet attached in HSE screen for information on Fabric dip & adhesion promoters"
8775,17392,12362,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory article exemptions
* See spreadsheet attached in HSE screen for information on Fabric dip & adhesion promoters"
8776,17392,12362,111,ELINCS,European REACH,CEPAN,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory article exemptions
* See spreadsheet attached in HSE screen for information on Fabric dip & adhesion promoters"
8777,14112,8181,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8778,14112,8181,109,CEPA,Canadian Environmental Protection Act,,
8779,14112,8181,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
8780,14112,8181,111,ELINCS,European REACH,CEPAN,
8781,14112,8181,112,AICS,Australian Inventory of chemical Substances,ELINCS,
8782,14112,8181,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
8783,14112,8181,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
8784,14112,8181,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
8785,14112,8181,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
8786,14112,8181,117,NZTSD,New Zealand Toxic Substances Database,,
8787,14112,8181,90,MSDS,MSDS Requirement,MSDS,
8788,2349,5721,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
8789,7901,8361,90,MSDS,MSDS Requirement,MSDS,MSDS is not required because this is an article.
8790,7901,8361,91,TSCA,TSCA Certificate,TSCA,"Not relevant because this material is an article, and is intended for use only in Latin America."
8791,7901,8361,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8792,7901,8361,109,CEPA,Canadian Environmental Protection Act,,"Not relevant because this material is an article, and is intended for use only in Latin America."
8793,7901,8361,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,"Not relevant because this material is an article, and is intended for use only in Latin America."
8794,7901,8361,111,ELINCS,European REACH,CEPAN,"Not relevant because this material is an article, and is intended for use only in Latin America."
8795,7901,8361,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Not relevant because this material is an article, and is intended for use only in Latin America."
8796,7901,8361,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Not relevant because this material is an article, and is intended for use only in Latin America."
8797,15702,12101,90,MSDS,MSDS Requirement,MSDS,
8798,7901,8361,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Not relevant because this material is an article, and is intended for use only in Latin America."
8799,7901,8361,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Not relevant because this material is an article, and is intended for use only in Latin America."
8800,7901,8361,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Not relevant because this material is an article, and is intended for use only in Latin America."
8801,7901,8361,117,NZTSD,New Zealand Toxic Substances Database,,"Not relevant because this material is an article, and is intended for use only in Latin America."
8802,2349,5721,90,MSDS,MSDS Requirement,MSDS,
8803,2349,5721,91,TSCA,TSCA Certificate,TSCA,
8804,2349,5721,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8805,2349,5721,109,CEPA,Canadian Environmental Protection Act,,
8806,2349,5721,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
8807,2349,5721,111,ELINCS,European REACH,CEPAN,"According to Maggie Hoff 10/12/11, Makrochem is the agent, and the material is REACH compliant as it appears in REACH SOS MAY JUN 2011."
8808,2349,5721,112,AICS,Australian Inventory of chemical Substances,ELINCS,
8809,2349,5721,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
8810,13584,7781,90,MSDS,MSDS Requirement,MSDS,An MSDS is not required because this is an article.
8811,13584,7781,91,TSCA,TSCA Certificate,TSCA,Not applicable as this material is an article.
8812,13584,7781,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Not applicable as this material is an article.
8813,13584,7781,109,CEPA,Canadian Environmental Protection Act,,Not applicable as this material is an article.
8814,13584,7781,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not applicable as this material is an article.
8815,13584,7781,111,ELINCS,European REACH,CEPAN,Not applicable as this material is an article.
8816,13584,7781,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable as this material is an article.
8817,13584,7781,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable as this material is an article.
8818,13584,7781,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable as this material is an article.
8819,13584,7781,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable as this material is an article.
8820,13584,7781,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not applicable as this material is an article.
8821,13584,7781,117,NZTSD,New Zealand Toxic Substances Database,,Not applicable as this material is an article.
8822,13655,7901,90,MSDS,MSDS Requirement,MSDS,
8823,13655,7901,91,TSCA,TSCA Certificate,TSCA,Not applicable as this material is intended for use only in EMEA.
8824,13655,7901,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Not applicable as this material is intended for use only in EMEA.
8825,13655,7901,109,CEPA,Canadian Environmental Protection Act,,Not applicable as this material is intended for use only in EMEA.
8826,13655,7901,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
8827,13655,7901,111,ELINCS,European REACH,CEPAN,REACH compliance has been verified by EMEA REACH team.
8828,13655,7901,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable as this material is intended for use only in EMEA.Not applicable as this material is intended for use only in EMEA.
8829,13655,7901,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable as this material is intended for use only in EMEA.
8830,13655,7901,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable as this material is intended for use only in EMEA.
8831,13655,7901,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable as this material is intended for use only in EMEA.
8832,13655,7901,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not applicable as this material is intended for use only in EMEA.
8833,13655,7901,117,NZTSD,New Zealand Toxic Substances Database,,Not applicable as this material is intended for use only in EMEA.
8834,9804,3042,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8835,9804,3042,109,CEPA,Canadian Environmental Protection Act,,
8836,9804,3042,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,This material is on the DSL.
8837,9804,3042,111,ELINCS,European REACH,CEPAN,Not applicable as this material is to be used only in NA.
8838,9804,3042,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable as this material is to be used only in NA.
8839,9804,3042,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable as this material is to be used only in NA.
8840,9804,3042,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable as this material is to be used only in NA.
8841,9804,3042,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable as this material is to be used only in NA.
8842,9804,3042,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not applicable as this material is to be used only in NA.
8843,9804,3042,117,NZTSD,New Zealand Toxic Substances Database,,Not applicable as this material is to be used only in NA.
8844,9804,3042,90,MSDS,MSDS Requirement,MSDS,Not applicable as this material is to be used only in NA.
8845,13884,8061,90,MSDS,MSDS Requirement,MSDS,
8846,13884,8061,91,TSCA,TSCA Certificate,TSCA,
8847,13884,8061,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8848,13884,8061,109,CEPA,Canadian Environmental Protection Act,,
8849,13884,8061,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
8850,13884,8061,111,ELINCS,European REACH,CEPAN,
8851,13884,8061,112,AICS,Australian Inventory of chemical Substances,ELINCS,
8852,13884,8061,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
8853,13884,8061,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
8854,13884,8061,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
8855,13884,8061,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
8856,13884,8061,117,NZTSD,New Zealand Toxic Substances Database,,
8857,9661,6642,90,MSDS,MSDS Requirement,MSDS,See comments below concerning REACH compliance.  Supplier asserts SDS not required.
8858,9804,3042,91,TSCA,TSCA Certificate,TSCA,"However, the MSDS is not in the ANSI (16-section) format.  The supplier should be requested to provide an updated SDS on this format."
8859,9661,6642,91,TSCA,TSCA Certificate,TSCA,"Not applicable, as material is to be used only in EMEA."
8860,9661,6642,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"Not applicable, as material is to be used only in EMEA."
8861,9661,6642,109,CEPA,Canadian Environmental Protection Act,,"Not applicable, as material is to be used only in EMEA."
8862,9661,6642,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,EINECS number is 266-948-4.
8863,9661,6642,111,ELINCS,European REACH,CEPAN,Supplier asserts REACH registration not required per REACH Annex IV.  See supplier's note and copy of Annex IV (see page 8) attached at right.  Also see product information sheet.
8864,9661,6642,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Not applicable, as material is to be used only in EMEA."
8865,9661,6642,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Not applicable, as material is to be used only in EMEA."
8866,9661,6642,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Not applicable, as material is to be used only in EMEA."
8867,9661,6642,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Not applicable, as material is to be used only in EMEA."
8868,9661,6642,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Not applicable, as material is to be used only in EMEA."
8869,9661,6642,117,NZTSD,New Zealand Toxic Substances Database,,"Not applicable, as material is to be used only in EMEA."
8870,9442,8281,90,MSDS,MSDS Requirement,MSDS,MSDS is not required as this is an article.
8871,9442,8281,91,TSCA,TSCA Certificate,TSCA,Not applicable as this is an article.
8872,9442,8281,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8873,9442,8281,109,CEPA,Canadian Environmental Protection Act,,Not applicable as this is an article.
8874,9442,8281,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not applicable as this is an article.
8875,9442,8281,111,ELINCS,European REACH,CEPAN,Not applicable as this is an article.
8876,9442,8281,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable as this is an article.
8877,9442,8281,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable as this is an article.
8878,9442,8281,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable as this is an article.
8879,9442,8281,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable as this is an article.
8880,9442,8281,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not applicable as this is an article.
8881,9442,8281,117,NZTSD,New Zealand Toxic Substances Database,,Not applicable as this is an article.
8882,9702,8322,112,AICS,Australian Inventory of chemical Substances,ELINCS,Does not apply as this material is to be used only in EMEA.
8883,9702,8322,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Does not apply as this material is to be used only in EMEA.
8884,9702,8322,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Does not apply as this material is to be used only in EMEA.
8885,9702,8322,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Does not apply as this material is to be used only in EMEA.
8886,9702,8322,90,MSDS,MSDS Requirement,MSDS,"MSDS does not clearly indicate source of material is Port Jerome, but we have separate confirmation of that."
8887,9702,8322,91,TSCA,TSCA Certificate,TSCA,Does not apply as this material is to be used only in EMEA.
8888,9702,8322,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8889,9702,8322,109,CEPA,Canadian Environmental Protection Act,,Does not apply as this material is to be used only in EMEA.
8890,9702,8322,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
8891,9702,8322,111,ELINCS,European REACH,CEPAN,This material appeared in RCP as of 9/23/11 and is therefore considered to comply with REACH.
8892,1641,8481,90,MSDS,MSDS Requirement,MSDS,For NA use only.
8893,1641,8481,91,TSCA,TSCA Certificate,TSCA,MSDS indicates main ingredients are on the TSCA Inventory and DSL.
8894,1641,8481,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8895,1641,8481,109,CEPA,Canadian Environmental Protection Act,,MSDS indicates main ingredients are on the TSCA Inventory and DSL.
8896,1641,8481,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not applicable as this material is to be used in NA only.
8897,1641,8481,111,ELINCS,European REACH,CEPAN,Not applicable as this material is to be used in NA only.
8898,1641,8481,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable as this material is to be used in NA only.
8899,1641,8481,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable as this material is to be used in NA only.
8900,1641,8481,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable as this material is to be used in NA only.
8901,1641,8481,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable as this material is to be used in NA only.
8902,1641,8481,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not applicable as this material is to be used in NA only.
8903,1641,8481,117,NZTSD,New Zealand Toxic Substances Database,,Not applicable as this material is to be used in NA only.
8904,13998,8603,90,MSDS,MSDS Requirement,MSDS,
8905,13998,8603,91,TSCA,TSCA Certificate,TSCA,Not applicable as this material is to be used only in EMEA.
8906,13998,8603,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Not applicable as this material is to be used only in EMEA.
8907,13998,8603,109,CEPA,Canadian Environmental Protection Act,,Not applicable as this material is to be used only in EMEA.
8908,13998,8603,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
8909,13998,8603,111,ELINCS,European REACH,CEPAN,Verified in REACH SOS MAY JUN 2011.xls.
8910,13998,8603,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable as this material is to be used only in EMEA.
8911,13998,8603,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable as this material is to be used only in EMEA.
8912,13998,8603,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable as this material is to be used only in EMEA.
8913,13998,8603,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable as this material is to be used only in EMEA.
8914,13998,8603,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not applicable as this material is to be used only in EMEA.
8915,13998,8603,117,NZTSD,New Zealand Toxic Substances Database,,Not applicable as this material is to be used only in EMEA.
8916,15081,8561,90,MSDS,MSDS Requirement,MSDS,
8917,15081,8561,91,TSCA,TSCA Certificate,TSCA,Not applicable as this material is not to be used in NA.
8918,15081,8561,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Not applicable as this material is not to be used in NA.
8919,15081,8561,109,CEPA,Canadian Environmental Protection Act,,Not applicable as this material is not to be used in NA.
8920,15081,8561,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not applicable as this material is not to be used in EMEA.
8921,15081,8561,111,ELINCS,European REACH,CEPAN,Not applicable as this material is not to be used in EMEA.
8922,15081,8561,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable as this material is to be used only in China.
8923,15081,8561,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable as this material is to be used only in China.
8924,15081,8561,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable as this material is to be used only in China.
8925,15081,8561,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable as this material is to be used only in China.
8926,15081,8561,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
8927,15081,8561,117,NZTSD,New Zealand Toxic Substances Database,,Not applicable as this material is to be used only in China.
8928,11322,8508,90,MSDS,MSDS Requirement,MSDS,
8929,11322,8508,91,TSCA,TSCA Certificate,TSCA,See above.
8930,11322,8508,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8931,11322,8508,109,CEPA,Canadian Environmental Protection Act,,See above.
8932,11322,8508,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not relevant.
8933,11322,8508,111,ELINCS,European REACH,CEPAN,See above.
8934,11322,8508,112,AICS,Australian Inventory of chemical Substances,ELINCS,See above.
8935,11322,8508,113,ENCS,Japanese Existing and New Chemical substances,EINECS,See above.
8936,11322,8508,114,ECL,Korean Existing Chemicals Inventory,KKDIK,See above.
8937,11322,8508,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,See above.
8938,11322,8508,116,CLECS,Chinese List of Existing Chemical substances,SOAF,See above.
8939,11322,8508,117,NZTSD,New Zealand Toxic Substances Database,,See above.
8940,13166,8661,90,MSDS,MSDS Requirement,MSDS,This material is to be used only in LA Region.
8941,13166,8661,91,TSCA,TSCA Certificate,TSCA,Not relevant as this material is to be used only in LA.
8942,13166,8661,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Not relevant as this material is to be used only in LA.
8943,13166,8661,109,CEPA,Canadian Environmental Protection Act,,Not relevant as this material is to be used only in LA.
8944,13166,8661,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not relevant as this material is to be used only in LA.
8945,13166,8661,111,ELINCS,European REACH,CEPAN,Not relevant as this material is to be used only in LA.
8946,13166,8661,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not relevant as this material is to be used only in LA.
8947,13166,8661,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not relevant as this material is to be used only in LA.
8948,13166,8661,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not relevant as this material is to be used only in LA.
8949,13166,8661,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not relevant as this material is to be used only in LA.
8950,13166,8661,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not relevant as this material is to be used only in LA.
8951,13166,8661,117,NZTSD,New Zealand Toxic Substances Database,,Not relevant as this material is to be used only in LA.
8952,13219,8701,90,MSDS,MSDS Requirement,MSDS,"Question is answered \"yes\", but MSDS is not required as this is an article."
8953,13219,8701,91,TSCA,TSCA Certificate,TSCA,Not applicable as this is an article.
8954,13219,8701,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8955,13219,8701,109,CEPA,Canadian Environmental Protection Act,,Not applicable as this is an article.
8956,13219,8701,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not applicable as this is an article.
8957,13219,8701,111,ELINCS,European REACH,CEPAN,Not applicable as this is an article.
8958,13219,8701,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable as this is an article.
8959,13219,8701,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable as this is an article.
8960,13219,8701,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable as this is an article.
8961,13219,8701,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable as this is an article.
8962,13219,8701,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not applicable as this is an article.
8963,13219,8701,117,NZTSD,New Zealand Toxic Substances Database,,Not applicable as this is an article.
8964,541,8483,90,MSDS,MSDS Requirement,MSDS,
8965,541,8483,91,TSCA,TSCA Certificate,TSCA,
8966,541,8483,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
8967,541,8483,109,CEPA,Canadian Environmental Protection Act,,
8968,541,8483,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,
8969,541,8483,111,ELINCS,European REACH,CEPAN,
8970,541,8483,112,AICS,Australian Inventory of chemical Substances,ELINCS,
8971,541,8483,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
8972,541,8483,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
8973,541,8483,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
8974,541,8483,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
8975,541,8483,117,NZTSD,New Zealand Toxic Substances Database,,
8976,13921,8787,90,MSDS,MSDS Requirement,MSDS,An MSDS is not required because this is an article.
8977,13921,8787,91,TSCA,TSCA Certificate,TSCA,Not applicable because this is an article.
8978,13921,8787,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Not applicable because this is an article.
8979,13921,8787,109,CEPA,Canadian Environmental Protection Act,,Not applicable because this is an article.
8980,13921,8787,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not applicable because this is an article.
8981,13921,8787,111,ELINCS,European REACH,CEPAN,Not applicable because this is an article.
8982,13921,8787,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable because this is an article.
8983,13921,8787,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable because this is an article.
8984,13921,8787,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable because this is an article.
8985,13921,8787,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable because this is an article.
8986,13921,8787,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not applicable because this is an article.
8987,13926,8790,90,MSDS,MSDS Requirement,MSDS,An MSDS is not required because this is an article.
8988,13420,8601,90,MSDS,MSDS Requirement,MSDS,"Minimally acceptable for use in LA only.  The MSDS does not show CAS numbers of ingredients, so we do not know if the oil portion complies with the REACH aromatic oil Restriction.  Not permitted to be used or shipped into any EU country."
8989,13420,8601,91,TSCA,TSCA Certificate,TSCA,Does not apply as this material is to be used only in LA.
8990,13420,8601,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Does not apply as this material is to be used only in LA.
8991,13420,8601,109,CEPA,Canadian Environmental Protection Act,,Does not apply as this material is to be used only in LA.
8992,13420,8601,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Does not apply as this material is to be used only in LA.
8993,13420,8601,111,ELINCS,European REACH,CEPAN,Does not apply as this material is to be used only in LA.
8994,13420,8601,112,AICS,Australian Inventory of chemical Substances,ELINCS,Does not apply as this material is to be used only in LA.
8995,13420,8601,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Does not apply as this material is to be used only in LA.
8996,13420,8601,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Does not apply as this material is to be used only in LA.
8997,13420,8601,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Does not apply as this material is to be used only in LA.
8998,13420,8601,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Does not apply as this material is to be used only in LA.
8999,13420,8601,117,NZTSD,New Zealand Toxic Substances Database,,Does not apply as this material is to be used only in LA.
9000,13926,8790,91,TSCA,TSCA Certificate,TSCA,Not applicable because this is an article.
9001,13926,8790,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,Not applicable because this is an article.
9002,13926,8790,109,CEPA,Canadian Environmental Protection Act,,Not applicable because this is an article.
9003,13926,8790,110,EINECS,European Inventory of Existing Commercial Chemical,CEPAD,Not applicable because this is an article.
9004,13926,8790,111,ELINCS,European REACH,CEPAN,Not applicable because this is an article.
9005,13926,8790,112,AICS,Australian Inventory of chemical Substances,ELINCS,Not applicable because this is an article.
9006,13926,8790,113,ENCS,Japanese Existing and New Chemical substances,EINECS,Not applicable because this is an article.
9007,13926,8790,114,ECL,Korean Existing Chemicals Inventory,KKDIK,Not applicable because this is an article.
9008,13926,8790,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,Not applicable because this is an article.
9009,13926,8790,116,CLECS,Chinese List of Existing Chemical substances,SOAF,Not applicable because this is an article.
9010,13926,8790,117,NZTSD,New Zealand Toxic Substances Database,,Not applicable because this is an article.
