AP_PGM_ID,PGM_ID,REGION_ID,REGION_NAME,GY_PLANT_ID,PROH_PLANT_NAME
4,4,1.0,NA,,
29,29,2.0,LA,,
46,46,1.0,NA,,
46,46,2.0,LA,,
46,46,3.0,EMEA,,
46,46,4.0,AP,,
47,47,1.0,NA,,
47,47,2.0,LA,,
47,47,3.0,EMEA,,
47,47,4.0,AP,,
104,104,3.0,EMEA,,
107,107,3.0,EMEA,,
128,128,1.0,NA,,
131,131,1.0,NA,,
143,143,1.0,NA,,
150,150,1.0,NA,,
162,162,1.0,NA,,
170,170,1.0,NA,,
171,171,1.0,NA,,
172,172,1.0,NA,,
173,173,1.0,NA,,
174,174,1.0,NA,,
175,175,1.0,NA,,
176,176,1.0,NA,,
183,183,3.0,EMEA,21.0,Luxembourg
185,185,1.0,NA,,
186,186,1.0,NA,,
201,201,,,,
241,241,3.0,EMEA,,
262,262,3.0,EMEA,,
265,265,3.0,EMEA,,
281,281,,,,
282,282,1.0,NA,,
282,282,2.0,LA,,
282,282,3.0,EMEA,,
282,282,4.0,AP,,
321,321,3.0,EMEA,,
322,322,3.0,EMEA,,
325,325,3.0,EMEA,,
331,331,1.0,NA,,
331,331,2.0,LA,,
331,331,3.0,EMEA,,
331,331,4.0,AP,,
338,338,1.0,NA,,
402,402,1.0,NA,,
423,423,,,,
426,426,,,,
428,428,,,,
434,434,,,,
438,438,1.0,NA,,
438,438,2.0,LA,,
438,438,3.0,EMEA,,
438,438,4.0,AP,,
442,442,,,,
464,464,3.0,EMEA,,
465,465,3.0,EMEA,,
466,466,3.0,EMEA,,
523,523,1.0,NA,,
524,524,1.0,NA,,
543,543,1.0,NA,,
545,545,1.0,NA,,
561,561,3.0,EMEA,,
563,563,,,,
5,5,,,,
8,8,1.0,NA,,
8,8,2.0,LA,,
8,8,3.0,EMEA,,
8,8,4.0,AP,,
22,22,1.0,NA,,
22,22,2.0,LA,,
22,22,3.0,EMEA,27.0,South Africa
22,22,4.0,AP,,
22,22,1.0,NA,,
22,22,2.0,LA,,
22,22,3.0,EMEA,,
22,22,4.0,AP,40.0,Thailand
22,22,1.0,NA,,
22,22,2.0,LA,,
22,22,3.0,EMEA,,
22,22,4.0,AP,47.0,Indonesia
22,22,1.0,NA,,
22,22,2.0,LA,,
22,22,3.0,EMEA,346.0,Melksham
22,22,4.0,AP,,
25,25,1.0,NA,,
25,25,2.0,LA,,
25,25,3.0,EMEA,,
25,25,4.0,AP,,
31,31,1.0,NA,,
61,61,1.0,NA,,
81,81,1.0,NA,,
82,82,3.0,EMEA,,
101,101,1.0,NA,,
103,103,3.0,EMEA,,
123,123,3.0,EMEA,,
146,146,1.0,NA,,
147,147,1.0,NA,,
168,168,1.0,NA,,
177,177,1.0,NA,,
178,178,4.0,AP,,
179,179,4.0,AP,,
180,180,,,,
187,187,1.0,NA,,
326,326,3.0,EMEA,,
334,334,1.0,NA,,
334,334,2.0,LA,,
334,334,3.0,EMEA,,
334,334,4.0,AP,,
335,335,1.0,NA,,
335,335,2.0,LA,,
335,335,3.0,EMEA,,
335,335,4.0,AP,,
336,336,1.0,NA,,
341,341,,,,
361,361,1.0,NA,,
361,361,2.0,LA,,
361,361,3.0,EMEA,,
361,361,4.0,AP,,
381,381,1.0,NA,,
381,381,2.0,LA,,
381,381,3.0,EMEA,,
381,381,4.0,AP,,
424,424,,,,
427,427,,,,
430,430,,,,
444,444,,,,
448,448,,,,
462,462,3.0,EMEA,,
467,467,3.0,EMEA,,
502,502,1.0,NA,55.0,Chem Bayport
505,505,1.0,NA,57.0,Chem Houston
530,530,1.0,NA,,
546,546,1.0,NA,56.0,Chem Beaumont
562,562,,,,
601,601,1.0,NA,,
602,602,1.0,NA,,
603,603,1.0,NA,,
605,605,1.0,NA,,
643,643,1.0,NA,3.0,Topeka
643,643,4.0,AP,,
643,643,1.0,NA,,
643,643,4.0,AP,42.0,Nippon Giant
6,6,1.0,NA,,
26,26,1.0,NA,56.0,Chem Beaumont
30,30,1.0,NA,55.0,Chem Bayport
30,30,1.0,NA,56.0,Chem Beaumont
30,30,1.0,NA,57.0,Chem Houston
30,30,1.0,NA,58.0,Chem Niagara Falls
32,32,1.0,NA,,
102,102,1.0,NA,,
102,102,2.0,LA,,
102,102,3.0,EMEA,,
102,102,4.0,AP,,
108,108,3.0,EMEA,,
121,121,3.0,EMEA,,
124,124,3.0,EMEA,,
126,126,3.0,EMEA,,
132,132,1.0,NA,,
132,132,2.0,LA,,
132,132,3.0,EMEA,,
132,132,4.0,AP,,
133,133,3.0,EMEA,,
141,141,1.0,NA,,
142,142,1.0,NA,,
144,144,1.0,NA,,
148,148,1.0,NA,,
149,149,1.0,NA,,
161,161,1.0,NA,,
165,165,1.0,NA,,
167,167,1.0,NA,,
169,169,1.0,NA,,
221,221,,,,
263,263,3.0,EMEA,,
264,264,3.0,EMEA,,
266,266,3.0,EMEA,,
329,329,3.0,EMEA,,
332,332,1.0,NA,,
332,332,2.0,LA,,
332,332,3.0,EMEA,,
332,332,4.0,AP,,
401,401,1.0,NA,,
401,401,2.0,LA,,
401,401,3.0,EMEA,,
401,401,4.0,AP,,
421,421,,,,
429,429,1.0,NA,,
432,432,1.0,NA,,
432,432,2.0,LA,,
432,432,3.0,EMEA,,
432,432,4.0,AP,,
433,433,2.0,LA,30.0,Americana
435,435,1.0,NA,,
435,435,2.0,LA,,
435,435,3.0,EMEA,,
435,435,4.0,AP,,
436,436,,,,
443,443,,,,
445,445,,,,
447,447,,,,
501,501,1.0,NA,,
506,506,1.0,NA,56.0,Chem Beaumont
521,521,1.0,NA,,
525,525,1.0,NA,,
527,527,1.0,NA,,
528,528,1.0,NA,,
541,541,,,,
581,581,1.0,NA,,
581,581,2.0,LA,,
581,581,3.0,EMEA,,
581,581,4.0,AP,,
582,582,1.0,NA,,
582,582,2.0,LA,,
582,582,3.0,EMEA,,
582,582,4.0,AP,,
583,583,1.0,NA,,
583,583,2.0,LA,,
583,583,3.0,EMEA,,
583,583,4.0,AP,,
1,1,1.0,NA,,
2,2,1.0,NA,,
33,33,1.0,NA,,
34,34,3.0,EMEA,,
35,36,1.0,NA,,
42,42,1.0,NA,,
43,43,1.0,NA,,
44,44,1.0,NA,,
45,45,1.0,NA,,
45,45,2.0,LA,,
45,45,3.0,EMEA,,
45,45,4.0,AP,,
105,105,3.0,EMEA,,
106,106,3.0,EMEA,,
122,122,3.0,EMEA,,
125,125,3.0,EMEA,,
127,127,1.0,NA,,
129,129,1.0,NA,,
130,130,1.0,NA,,
145,145,1.0,NA,,
164,164,1.0,NA,,
182,182,1.0,NA,,
182,182,2.0,LA,,
182,182,3.0,EMEA,,
182,182,4.0,AP,,
184,184,1.0,NA,,
242,242,3.0,EMEA,,
243,243,3.0,EMEA,,
244,244,3.0,EMEA,,
261,261,3.0,EMEA,,
323,323,3.0,EMEA,,
324,324,3.0,EMEA,,
330,330,1.0,NA,,
337,337,1.0,NA,,
337,337,2.0,LA,,
337,337,3.0,EMEA,,
337,337,4.0,AP,,
362,362,1.0,NA,,
362,362,2.0,LA,,
362,362,3.0,EMEA,,
362,362,4.0,AP,,
363,363,1.0,NA,,
364,364,1.0,NA,,
364,364,2.0,LA,,
364,364,3.0,EMEA,,
364,364,4.0,AP,,
422,422,,,,
431,431,,,,
437,437,,,,
441,441,,,,
446,446,,,,
461,461,3.0,EMEA,,
503,503,1.0,NA,,
504,504,1.0,NA,,
522,522,1.0,NA,,
531,531,1.0,NA,,
544,544,3.0,EMEA,,
547,547,1.0,NA,,
548,548,1.0,NA,,
550,550,1.0,NA,,
584,584,1.0,NA,,
604,604,1.0,NA,,
607,607,1.0,NA,,
608,608,1.0,NA,,
3,3,2.0,LA,,
7,7,1.0,NA,,
7,7,2.0,LA,,
21,21,1.0,NA,,
23,23,,,,
27,27,1.0,NA,,
27,27,2.0,LA,,
27,27,3.0,EMEA,,
27,27,4.0,AP,,
36,38,3.0,EMEA,,
37,39,1.0,NA,,
41,41,1.0,NA,,
41,41,2.0,LA,,
41,41,3.0,EMEA,,
41,41,4.0,AP,,
163,163,1.0,NA,,
166,166,1.0,NA,,
181,181,4.0,AP,,
301,301,1.0,NA,,
301,301,2.0,LA,,
302,302,3.0,EMEA,,
327,327,3.0,EMEA,,
328,328,3.0,EMEA,,
333,333,1.0,NA,,
425,425,,,,
439,439,,,,
440,440,1.0,NA,,
449,449,,,,
463,463,3.0,EMEA,,
481,481,1.0,NA,4.0,Union City
526,526,1.0,NA,,
529,529,1.0,NA,,
542,542,1.0,NA,,
549,549,1.0,NA,,
585,585,1.0,NA,,
585,585,2.0,LA,,
585,585,3.0,EMEA,,
585,585,4.0,AP,,
606,606,1.0,NA,,
609,609,1.0,NA,,
610,610,1.0,NA,,
611,611,1.0,NA,,
612,612,1.0,NA,,
621,621,1.0,NA,,
641,641,1.0,NA,,
641,641,2.0,LA,,
641,641,3.0,EMEA,,
641,641,4.0,AP,,
642,642,3.0,EMEA,,
644,644,1.0,NA,,
644,644,2.0,LA,,
644,644,3.0,EMEA,,
644,644,4.0,AP,,
645,645,1.0,NA,,
645,645,2.0,LA,,
645,645,3.0,EMEA,,
645,645,4.0,AP,,
646,646,1.0,NA,,
646,646,2.0,LA,,
646,646,3.0,EMEA,,
646,646,4.0,AP,,
647,647,1.0,NA,,
647,647,2.0,LA,,
647,647,3.0,EMEA,,
647,647,4.0,AP,,
648,648,1.0,NA,,
648,648,2.0,LA,,
648,648,3.0,EMEA,,
648,648,4.0,AP,,
649,649,1.0,NA,,
649,649,2.0,LA,,
649,649,3.0,EMEA,,
649,649,4.0,AP,,
650,650,,,,
651,651,1.0,NA,,
661,661,1.0,NA,16.0,Buffalo / Tonawanda
662,662,1.0,NA,,
662,662,2.0,LA,,
662,662,3.0,EMEA,,
662,662,4.0,AP,,
681,681,1.0,NA,,
682,682,1.0,NA,,
683,683,1.0,NA,,
811,811,1.0,NA,,
811,811,2.0,LA,,
811,811,3.0,EMEA,,
811,811,4.0,AP,,
861,861,,,,
873,873,1.0,NA,,
873,873,2.0,LA,,
874,874,1.0,NA,,
888,888,,,,
944,944,1.0,NA,,
944,944,2.0,LA,,
944,944,3.0,EMEA,,
944,944,4.0,AP,,
945,945,3.0,EMEA,,
1062,1062,1.0,NA,,
1081,1081,4.0,AP,,
1164,1164,3.0,EMEA,,
1222,1222,1.0,NA,,
1222,1222,2.0,LA,,
1222,1222,3.0,EMEA,,
1222,1222,4.0,AP,,
1301,1301,3.0,EMEA,,
1444,1444,1.0,NA,,
1473,1473,1.0,NA,,
1473,1473,2.0,LA,,
1473,1473,3.0,EMEA,,
1473,1473,4.0,AP,,
1505,1505,1.0,NA,,
1506,1506,1.0,NA,,
1506,1506,2.0,LA,,
1506,1506,3.0,EMEA,,
1506,1506,4.0,AP,,
1508,1508,1.0,NA,,
1508,1508,2.0,LA,,
1508,1508,3.0,EMEA,,
1508,1508,4.0,AP,,
1585,1585,,,,
1821,1821,1.0,NA,,
1845,1845,3.0,EMEA,,
1869,1869,4.0,AP,,
2009,2009,1.0,NA,,
2010,2010,1.0,NA,,
2041,2041,1.0,NA,,
2041,2041,2.0,LA,,
2041,2041,3.0,EMEA,,
2041,2041,4.0,AP,,
2081,2081,1.0,NA,,
2141,2141,1.0,NA,,
2144,2144,1.0,NA,,
2201,2201,1.0,NA,,
2201,2201,2.0,LA,,
2201,2201,3.0,EMEA,,
2201,2201,4.0,AP,,
2202,2202,1.0,NA,,
2202,2202,2.0,LA,,
2202,2202,3.0,EMEA,,
2202,2202,4.0,AP,,
2229,2229,1.0,NA,,
2229,2229,2.0,LA,,
2229,2229,3.0,EMEA,,
2229,2229,4.0,AP,,
2236,2236,1.0,NA,,
2236,2236,2.0,LA,,
2236,2236,3.0,EMEA,,
2236,2236,4.0,AP,,
2265,2265,1.0,NA,,
2265,2265,2.0,LA,,
2265,2265,3.0,EMEA,27.0,South Africa
2265,2265,4.0,AP,,
2269,2269,1.0,NA,,
2269,2269,2.0,LA,,
2269,2269,3.0,EMEA,,
2269,2269,4.0,AP,,
2283,2283,1.0,NA,,
2321,2321,3.0,EMEA,,
2341,2341,1.0,NA,,
2341,2341,2.0,LA,,
2341,2341,3.0,EMEA,,
2341,2341,4.0,AP,,
2342,2342,1.0,NA,,
2342,2342,2.0,LA,,
2342,2342,3.0,EMEA,,
2342,2342,4.0,AP,,
2343,2343,1.0,NA,,
2343,2343,2.0,LA,,
2343,2343,3.0,EMEA,,
2343,2343,4.0,AP,,
2344,2344,1.0,NA,,
2344,2344,2.0,LA,,
2344,2344,3.0,EMEA,,
2344,2344,4.0,AP,,
2345,2345,1.0,NA,,
2345,2345,2.0,LA,,
2345,2345,3.0,EMEA,,
2345,2345,4.0,AP,,
2346,2346,1.0,NA,,
2346,2346,2.0,LA,,
2346,2346,3.0,EMEA,,
2346,2346,4.0,AP,,
2347,2347,1.0,NA,,
2347,2347,2.0,LA,,
2347,2347,3.0,EMEA,,
2347,2347,4.0,AP,,
2348,2348,1.0,NA,,
2348,2348,2.0,LA,,
2348,2348,3.0,EMEA,,
2348,2348,4.0,AP,,
2349,2349,1.0,NA,,
2349,2349,2.0,LA,,
2349,2349,3.0,EMEA,,
2349,2349,4.0,AP,,
2350,2350,1.0,NA,,
2350,2350,2.0,LA,,
2350,2350,3.0,EMEA,,
2350,2350,4.0,AP,,
2351,2351,1.0,NA,,
2351,2351,2.0,LA,,
2351,2351,3.0,EMEA,,
2351,2351,4.0,AP,,
2352,2352,1.0,NA,,
2352,2352,2.0,LA,,
2352,2352,3.0,EMEA,,
2352,2352,4.0,AP,,
702,702,1.0,NA,,
722,722,,,,
724,725,3.0,EMEA,26.0,Fulda
781,781,3.0,EMEA,,
803,803,1.0,NA,,
803,803,2.0,LA,,
803,803,3.0,EMEA,,
803,803,4.0,AP,,
814,814,1.0,NA,,
814,814,2.0,LA,,
814,814,3.0,EMEA,,
814,814,4.0,AP,,
815,815,1.0,NA,,
815,815,2.0,LA,,
815,815,3.0,EMEA,,
815,815,4.0,AP,,
866,866,1.0,NA,,
866,866,2.0,LA,,
866,866,3.0,EMEA,,
866,866,4.0,AP,,
868,868,1.0,NA,,
869,869,,,,
904,904,1.0,NA,,
904,904,2.0,LA,,
904,904,3.0,EMEA,,
904,904,4.0,AP,,
1003,1003,1.0,NA,,
1022,1022,1.0,NA,,
1022,1022,2.0,LA,,
1022,1022,3.0,EMEA,,
1022,1022,4.0,AP,,
1203,1203,1.0,NA,57.0,Chem Houston
1341,1341,1.0,NA,,
1341,1341,2.0,LA,,
1341,1341,3.0,EMEA,,
1341,1341,4.0,AP,47.0,Indonesia
1347,1347,1.0,NA,,
1347,1347,2.0,LA,,
1347,1347,3.0,EMEA,,
1347,1347,4.0,AP,,
1510,1510,1.0,NA,,
1510,1510,2.0,LA,,
1510,1510,3.0,EMEA,,
1510,1510,4.0,AP,,
1521,1521,1.0,NA,,
1521,1521,2.0,LA,,
1521,1521,3.0,EMEA,,
1521,1521,4.0,AP,,
1584,1584,1.0,NA,,
1645,1645,1.0,NA,,
1721,1721,1.0,NA,,
2003,2003,1.0,NA,,
2017,2017,1.0,NA,,
2086,2086,1.0,NA,,
2086,2086,2.0,LA,,
2086,2086,3.0,EMEA,,
2086,2086,4.0,AP,,
2123,2123,3.0,EMEA,,
2125,2125,3.0,EMEA,,
2205,2205,1.0,NA,,
2205,2205,2.0,LA,,
2205,2205,3.0,EMEA,,
2205,2205,4.0,AP,,
2206,2206,1.0,NA,,
2206,2206,2.0,LA,,
2206,2206,3.0,EMEA,,
2206,2206,4.0,AP,,
2210,2210,1.0,NA,,
2210,2210,2.0,LA,,
2210,2210,3.0,EMEA,,
2210,2210,4.0,AP,,
2223,2223,3.0,EMEA,27.0,South Africa
2224,2224,1.0,NA,,
2224,2224,2.0,LA,,
2224,2224,3.0,EMEA,,
2224,2224,4.0,AP,,
2225,2225,1.0,NA,,
2228,2228,1.0,NA,,
2228,2228,2.0,LA,,
2228,2228,3.0,EMEA,,
2228,2228,4.0,AP,,
2237,2237,1.0,NA,,
2237,2237,2.0,LA,,
2237,2237,3.0,EMEA,,
2237,2237,4.0,AP,,
2238,2238,1.0,NA,,
2238,2238,2.0,LA,,
2238,2238,3.0,EMEA,,
2238,2238,4.0,AP,,
2241,2241,1.0,NA,,
2241,2241,2.0,LA,,
2241,2241,3.0,EMEA,,
2241,2241,4.0,AP,,
2243,2243,1.0,NA,,
2243,2243,2.0,LA,,
2243,2243,3.0,EMEA,,
2243,2243,4.0,AP,,
2245,2245,1.0,NA,,
2245,2245,2.0,LA,,
2245,2245,3.0,EMEA,,
2245,2245,4.0,AP,,
2262,2262,1.0,NA,,
2262,2262,2.0,LA,,
2262,2262,3.0,EMEA,,
2262,2262,4.0,AP,,
2263,2263,1.0,NA,,
2263,2263,2.0,LA,,
2263,2263,3.0,EMEA,,
2263,2263,4.0,AP,,
2264,2264,1.0,NA,,
2264,2264,2.0,LA,,
2264,2264,3.0,EMEA,,
2264,2264,4.0,AP,,
2272,2272,1.0,NA,,
2272,2272,2.0,LA,,
2272,2272,3.0,EMEA,,
2272,2272,4.0,AP,,
2273,2273,1.0,NA,,
2273,2273,2.0,LA,,
2273,2273,3.0,EMEA,,
2273,2273,4.0,AP,,
2277,2277,3.0,EMEA,,
2278,2278,3.0,EMEA,,
2281,2281,3.0,EMEA,,
2301,2301,1.0,NA,,
2301,2301,2.0,LA,,
2301,2301,3.0,EMEA,,
2301,2301,4.0,AP,,
2302,2302,1.0,NA,,
2302,2302,2.0,LA,,
2302,2302,3.0,EMEA,,
2302,2302,4.0,AP,,
721,721,2.0,LA,,
807,807,1.0,NA,,
807,807,2.0,LA,,
807,807,3.0,EMEA,,
807,807,4.0,AP,,
841,841,,,,
872,872,,,,
883,883,1.0,NA,,
883,883,2.0,LA,,
883,883,3.0,EMEA,,
883,883,4.0,AP,,
884,884,1.0,NA,,
884,884,2.0,LA,,
884,884,3.0,EMEA,,
884,884,4.0,AP,,
885,885,1.0,NA,,
885,885,2.0,LA,,
885,885,3.0,EMEA,,
885,885,4.0,AP,,
941,941,1.0,NA,,
941,941,2.0,LA,,
941,941,3.0,EMEA,23.0,Adapazari
941,941,4.0,AP,,
941,941,1.0,NA,,
941,941,2.0,LA,,
941,941,3.0,EMEA,25.0,Izmit
941,941,4.0,AP,,
1002,1002,,,,
1045,1045,1.0,NA,,
1047,1047,1.0,NA,,
1050,1050,1.0,NA,,
1051,1051,1.0,NA,,
1052,1052,1.0,NA,,
1053,1053,1.0,NA,,
1054,1054,1.0,NA,,
1221,1221,3.0,EMEA,,
1223,1223,1.0,NA,,
1242,1242,2.0,LA,,
1322,1322,1.0,NA,,
1362,1362,1.0,NA,,
1362,1362,2.0,LA,,
1362,1362,3.0,EMEA,,
1362,1362,4.0,AP,,
1363,1363,1.0,NA,,
1401,1401,1.0,NA,1.0,Danville
1441,1441,1.0,NA,,
1442,1442,1.0,NA,,
1501,1501,1.0,NA,,
1501,1501,2.0,LA,,
1501,1501,3.0,EMEA,,
1501,1501,4.0,AP,,
1561,1561,1.0,NA,,
1581,1581,4.0,AP,,
1583,1583,1.0,NA,,
1681,1681,1.0,NA,55.0,Chem Bayport
1742,1742,3.0,EMEA,,
1802,1802,3.0,EMEA,,
1846,1846,3.0,EMEA,,
1867,1867,3.0,EMEA,,
1881,1881,1.0,NA,,
1921,1921,1.0,NA,,
1921,1921,2.0,LA,,
1921,1921,3.0,EMEA,,
1921,1921,4.0,AP,,
1981,1981,1.0,NA,,
1981,1981,2.0,LA,,
1981,1981,3.0,EMEA,,
1981,1981,4.0,AP,,
2013,2013,1.0,NA,,
2016,2016,1.0,NA,,
2063,2063,1.0,NA,,
2087,2087,1.0,NA,,
2087,2087,2.0,LA,,
2087,2087,3.0,EMEA,,
2087,2087,4.0,AP,,
2104,2104,,,,
2230,2230,1.0,NA,,
2230,2230,2.0,LA,,
2230,2230,3.0,EMEA,,
2230,2230,4.0,AP,,
2231,2231,1.0,NA,,
2231,2231,2.0,LA,,
2231,2231,3.0,EMEA,,
2231,2231,4.0,AP,,
2232,2232,1.0,NA,,
2232,2232,2.0,LA,,
2232,2232,3.0,EMEA,,
2232,2232,4.0,AP,,
2234,2234,1.0,NA,,
2234,2234,2.0,LA,,
2234,2234,3.0,EMEA,,
2234,2234,4.0,AP,,
741,741,1.0,NA,,
806,806,1.0,NA,,
806,806,2.0,LA,,
806,806,3.0,EMEA,,
806,806,4.0,AP,,
810,810,1.0,NA,,
810,810,2.0,LA,,
810,810,3.0,EMEA,23.0,Adapazari
810,810,4.0,AP,,
810,810,1.0,NA,,
810,810,2.0,LA,,
810,810,3.0,EMEA,25.0,Izmit
810,810,4.0,AP,,
862,862,1.0,NA,,
862,862,2.0,LA,,
862,862,3.0,EMEA,,
862,862,4.0,AP,,
867,867,1.0,NA,,
867,867,2.0,LA,,
867,867,3.0,EMEA,,
867,867,4.0,AP,,
870,870,1.0,NA,,
871,871,,,,
902,902,1.0,NA,,
902,902,2.0,LA,,
902,902,3.0,EMEA,,
902,902,4.0,AP,,
921,921,3.0,EMEA,,
942,942,1.0,NA,,
942,942,2.0,LA,,
942,942,3.0,EMEA,,
942,942,4.0,AP,,
1044,1044,1.0,NA,,
1046,1046,1.0,NA,,
1057,1057,1.0,NA,,
1061,1061,1.0,NA,,
1061,1061,2.0,LA,,
1061,1061,3.0,EMEA,,
1061,1061,4.0,AP,,
1101,1101,,,,
1162,1162,3.0,EMEA,,
1163,1163,3.0,EMEA,,
1201,1201,3.0,EMEA,,
1204,1204,3.0,EMEA,,
1323,1323,1.0,NA,,
1346,1346,1.0,NA,,
1346,1346,2.0,LA,,
1346,1346,3.0,EMEA,,
1346,1346,4.0,AP,,
1443,1443,1.0,NA,,
1462,1462,4.0,AP,47.0,Indonesia
1511,1511,1.0,NA,,
1511,1511,2.0,LA,,
1511,1511,3.0,EMEA,,
1511,1511,4.0,AP,,
1641,1641,1.0,NA,,
1643,1643,,,,
1743,1743,1.0,NA,,
1743,1743,2.0,LA,,
1743,1743,3.0,EMEA,,
1743,1743,4.0,AP,,
1801,1801,3.0,EMEA,,
1941,1941,1.0,NA,,
2015,2015,1.0,NA,,
2018,2018,1.0,NA,,
2021,2021,1.0,NA,,
2021,2021,2.0,LA,,
2021,2021,3.0,EMEA,,
2021,2021,4.0,AP,,
2022,2022,1.0,NA,,
2022,2022,2.0,LA,,
2022,2022,3.0,EMEA,,
2022,2022,4.0,AP,,
2023,2023,1.0,NA,,
2023,2023,2.0,LA,,
2023,2023,3.0,EMEA,,
2023,2023,4.0,AP,,
2024,2024,1.0,NA,,
2024,2024,2.0,LA,,
2024,2024,3.0,EMEA,,
2024,2024,4.0,AP,,
2025,2025,1.0,NA,,
2025,2025,2.0,LA,,
2025,2025,3.0,EMEA,,
2025,2025,4.0,AP,,
2102,2102,1.0,NA,,
2102,2102,2.0,LA,,
2102,2102,3.0,EMEA,,
2102,2102,4.0,AP,,
2162,2162,1.0,NA,,
2162,2162,2.0,LA,,
2162,2162,3.0,EMEA,,
2162,2162,4.0,AP,,
2181,2181,1.0,NA,,
2181,2181,2.0,LA,,
2181,2181,3.0,EMEA,,
2181,2181,4.0,AP,,
2208,2208,1.0,NA,,
2208,2208,2.0,LA,,
2208,2208,3.0,EMEA,,
2208,2208,4.0,AP,,
2226,2226,1.0,NA,,
2226,2226,2.0,LA,,
2226,2226,3.0,EMEA,,
2226,2226,4.0,AP,,
2227,2227,1.0,NA,,
2227,2227,2.0,LA,,
2227,2227,3.0,EMEA,,
2227,2227,4.0,AP,,
2244,2244,1.0,NA,,
2244,2244,2.0,LA,,
2244,2244,3.0,EMEA,,
2244,2244,4.0,AP,,
2267,2267,1.0,NA,,
2267,2267,2.0,LA,,
2267,2267,3.0,EMEA,,
2267,2267,4.0,AP,,
701,701,1.0,NA,,
701,701,2.0,LA,,
701,701,3.0,EMEA,,
701,701,4.0,AP,,
723,724,,,,
802,802,1.0,NA,,
802,802,2.0,LA,,
802,802,3.0,EMEA,,
802,802,4.0,AP,,
805,805,1.0,NA,,
805,805,2.0,LA,,
805,805,3.0,EMEA,,
805,805,4.0,AP,,
809,809,1.0,NA,,
809,809,2.0,LA,,
809,809,3.0,EMEA,,
809,809,4.0,AP,,
812,812,1.0,NA,,
812,812,2.0,LA,,
812,812,3.0,EMEA,,
812,812,4.0,AP,,
813,813,1.0,NA,,
813,813,2.0,LA,,
813,813,3.0,EMEA,,
813,813,4.0,AP,,
824,824,1.0,NA,,
824,824,2.0,LA,,
824,824,3.0,EMEA,,
824,824,4.0,AP,,
864,864,1.0,NA,,
864,864,2.0,LA,,
864,864,3.0,EMEA,,
864,864,4.0,AP,,
903,903,1.0,NA,,
903,903,2.0,LA,,
903,903,3.0,EMEA,,
903,903,4.0,AP,,
947,947,4.0,AP,,
1001,1001,,,,
1048,1048,1.0,NA,,
1049,1049,1.0,NA,,
1224,1224,1.0,NA,,
1321,1321,,,,
1342,1342,1.0,NA,,
1342,1342,2.0,LA,,
1342,1342,3.0,EMEA,,
1342,1342,4.0,AP,,
1344,1344,1.0,NA,,
1344,1344,2.0,LA,,
1344,1344,3.0,EMEA,,
1344,1344,4.0,AP,,
1345,1345,1.0,NA,,
1345,1345,2.0,LA,,
1345,1345,3.0,EMEA,,
1345,1345,4.0,AP,,
1361,1361,1.0,NA,,
1361,1361,2.0,LA,,
1361,1361,3.0,EMEA,,
1361,1361,4.0,AP,,
1467,1467,1.0,NA,,
1471,1471,,,,
1472,1472,,,,
1481,1481,1.0,NA,,
1481,1481,2.0,LA,,
1481,1481,3.0,EMEA,,
1481,1481,4.0,AP,,
1562,1562,,,,
1622,1622,1.0,NA,,
1644,1644,1.0,NA,55.0,Chem Bayport
1844,1844,3.0,EMEA,,
1861,1861,3.0,EMEA,,
1983,1983,,,,
1985,1985,,,,
2008,2008,1.0,NA,,
2011,2011,1.0,NA,,
2011,2011,2.0,LA,,
2011,2011,3.0,EMEA,,
2011,2011,4.0,AP,,
2014,2014,1.0,NA,,
2103,2103,1.0,NA,,
2103,2103,2.0,LA,,
2103,2103,3.0,EMEA,,
2103,2103,4.0,AP,,
2142,2142,1.0,NA,,
2142,2142,2.0,LA,,
2142,2142,3.0,EMEA,,
2142,2142,4.0,AP,,
2143,2143,1.0,NA,,
2163,2163,1.0,NA,,
2163,2163,2.0,LA,,
2163,2163,3.0,EMEA,,
2163,2163,4.0,AP,,
2209,2209,1.0,NA,,
2209,2209,2.0,LA,,
2209,2209,3.0,EMEA,,
2209,2209,4.0,AP,,
2266,2266,1.0,NA,,
2266,2266,2.0,LA,,
2266,2266,3.0,EMEA,,
2266,2266,4.0,AP,,
2270,2270,1.0,NA,,
2270,2270,2.0,LA,,
2270,2270,3.0,EMEA,,
2270,2270,4.0,AP,,
821,821,1.0,NA,,
821,821,2.0,LA,,
821,821,3.0,EMEA,,
821,821,4.0,AP,,
822,822,1.0,NA,,
822,822,2.0,LA,,
822,822,3.0,EMEA,,
822,822,4.0,AP,,
823,823,1.0,NA,,
823,823,2.0,LA,,
823,823,3.0,EMEA,,
823,823,4.0,AP,,
901,901,1.0,NA,,
901,901,2.0,LA,,
901,901,3.0,EMEA,,
901,901,4.0,AP,,
905,905,1.0,NA,,
905,905,2.0,LA,,
905,905,3.0,EMEA,,
905,905,4.0,AP,,
943,943,4.0,AP,,
946,946,1.0,NA,,
946,946,2.0,LA,,
946,946,3.0,EMEA,,
946,946,4.0,AP,,
961,961,1.0,NA,,
961,961,2.0,LA,,
961,961,3.0,EMEA,,
961,961,4.0,AP,,
1004,1004,1.0,NA,,
1021,1021,,,,
1063,1063,1.0,NA,,
1121,1121,1.0,NA,,
1121,1121,2.0,LA,,
1121,1121,3.0,EMEA,,
