MATERIAL_GROUP,REVISION_NO,MATERIAL_CODE,MATERIAL_DESC,IS_ACTIVE,SUPPLIER_NAME,PLANT_NAME,CITY,STATE,COUNTRY_NAME,TRADENAME,A_NAME,A_PLANT_NAME,A_CITY,A_STATE,A_COUNTRY_NAME,AGENT_BUILD_BREAK,EXP_CODE,APPROVAL_PROCESS_NAME,CONSOLIDATED_EX_CODE,PGM_ID,PGM_REASON,REQUESTED_BY,ASSIGNED_TO,SUP_STATUS,AGENT_STATUS,SOS_APPROVAL_REGION,APPROVAL_PLANTS,AGENT_APPROVAL_REGION,AGENT_APPROVAL_PLANTS,RESTRICTED_PLANTS
RAW MATERIAL,0,IZATINE,"CUREABLE STRIPING INK, YELLOW IN COLOR",N,MATTHEWS PAINTS,"Pittsburgh, PA, USA",Pittsburgh,PA,USA,M667 YELLOW,,,,,,,,,IZATINE,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,J35N,"1400 DECITEX NYLON 6,6",N,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,T-5,,,,,,,,,J35N,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,J36N,"2100 DECITEX NYLON 6,6",N,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,T-5,,,,,,,,,J36N,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,J37N,"940 DECITEX NYLON 6,6",N,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,T-5,,,,,,,,,J37N,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,JACOBIC,ALIPHATIC RESIN,N,STRUKTOL,Stow,Stow,OH,USA,STRUKTOL 60 NS FLAKES,,,,,,,,,JACOBIC,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,JACOBIC,ALIPHATIC RESIN,N,SCHILL AND SEILACHER CHEMICAL,"HAMBURG, GERMANY",HAMBURG,Others,Germany,STRUKTOL 60 NS FLAKES,STRUKTOL,,,,,,,,JACOBIC,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,JAGIC,"BUTADIENE 1,2",Y,EXXONMOBIL,"Baytown, TX, USA",Baytown,TX,USA,"BD, 1-2",,,,,,,,,JAGIC,,, , ,Y,,NA,,,,"Chem Bayport, Chem Beaumont, Chem Houston, Chem Niagara Falls"
RAW MATERIAL,2,JALINIC,MICRO-ATOMIZED PVC RESIN,N,KANEKA DELAWARE,"Delaware City, DE, USA",Delaware City,DE,USA,EH-250,,,,,,,,,JALINIC,,, , ,N,,NA,N502 - Gadsden,,,Gadsden
RAW MATERIAL,2,JAMIC,"40% A,A'-BIS(T-BUTYLPEROXY)DIISOPROPYL BENZENE ON 60% BURGESS K E CLAY",N,GEO SPECIALTY CHEMICALS,"Franklin, VA, USA",Franklin,VA,USA,VUL-CUP 40KE,HARWICK STANDARD,Calhoun,Calhoun,GA,USA,,,,JAMIC,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,2,JAPINE,ANHYDROUS AMMONIA,Y,LAROCHE INDUSTRIES,"Cherokee, AL, USA",Cherokee,AL,USA,ANHYDROUS AMMONIA,,,,,,,,,JAPINE,,, , ,Y,,NA,,,,Chem Houston
RAW MATERIAL,1,JASANIC,CASHEW NUTSHELL OIL-MODIFIED PHENOLIC NOVOLAC RESIN WITH 30% CASHEW NUTSHELL OIL,N,SI GROUP,"Rotterdam Junction, NY, USA",Rotterdam Junction,NY,USA,HRJ-11995,SI GROUP,SOUTH AFRICA,,Others,South Africa,,,,JASANIC,,, , ,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,JASANIC,CASHEW NUTSHELL OIL-MODIFIED PHENOLIC NOVOLAC RESIN WITH 30% CASHEW NUTSHELL OIL,N,SI GROUP,"Rio Claro, SP, Brazil",Rio Claro,SP,Brazil,HRJ-11995,,,,,,,,,JASANIC,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,JASMINE,ALIPHATIC FATTY ACID OLIGOMER,N,"FSC - FLOW POLYMERS-CLEVELAND, OH (ST CLAIR)","Cleveland, OH, USA",Cleveland,OH,USA,PROMIX 4 TEAR,,,,,,,,,JASMINE,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,JAZBIC,PROPRIETARY MERCAPTO-SILANE ON SYNTHETIC CALCIUM SILICATE (MICRO-CEL E),N,EXCEL POLYMER,"Savannah, GA, USA",Savannah,GA,USA,DSC-18 100 LB DRUM,,,,,,,,,JAZBIC,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,JELITE,"CUREABLE STRIPING INK, WHITE IN COLOR",N,MATTHEWS PAINTS,"Pittsburgh, PA, USA",Pittsburgh,PA,USA,M667 WHITE,,,,,,,,,JELITE,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,1,JENIFAX,THIOCARBAMYL SULFENAMIDE,N,EMERALD POLYMER ADDITIVES,Henry,Henry,IL,USA,CURE-RITE 18,CHEMROY CANADA,Brampton-Ontario,Brampton-Ontario,Others,Canada,,,,JENIFAX,,, , ,Y,N,"AP, EMEA, LA, NA",,NA,,
RAW MATERIAL,1,JENIFAX,THIOCARBAMYL SULFENAMIDE,N,EMERALD POLYMER ADDITIVES,Henry,Henry,IL,USA,CURE-RITE 18,SUNNY WORLD,JHG,Unknown,Others,Thailand,,,,JENIFAX,,, , ,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,JENIFAX,THIOCARBAMYL SULFENAMIDE,N,EMERALD POLYMER ADDITIVES,Henry,Henry,IL,USA,CURE-RITE 18,AKROCHEM,Akron,Akron,OH,USA,,,,JENIFAX,,, , ,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,TPC,"Houston, TX, USA",Houston,TX,USA,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,Y,,NA,,,,Chem Houston
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,"MITSUI, USA, PORT MAGERA, ITALY","PORT MAGERA, ITALY",PORT MAGERA,Others,Italy,UNSPECIFIED,PJ HEINRICI LAB,"Deer Park, TX, USA",Deer Park,TX,USA,,,,JEWIC,,, , ,Y,Y,NA,,NA,Chem Houston,Chem Houston
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,TAIBER,UNSPECIFIED,,Others,Others,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,Y,,NA,,,,"Chem Bayport, Chem Beaumont, Chem Houston, Chem Niagara Falls"
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,SHULONE,UNSPECIFIED,,Others,Others,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,Y,,NA,,,,"Chem Bayport, Chem Beaumont, Chem Houston, Chem Niagara Falls"
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,SABIC,UNSPECIFIED,,Others,Others,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,Y,,NA,,,,"Chem Bayport, Chem Beaumont, Chem Houston, Chem Niagara Falls"
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,HUNTSMAN,Umbogintwini,Umbogintwini,Others,South Africa,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,Y,,NA,,,,"Chem Bayport, Chem Beaumont, Chem Houston, Chem Niagara Falls"
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,N,AMERICAS STYRENICS,UNSPECIFIED,,Others,Others,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,EXXONMOBIL CHEMICAL,AJV,Baton Rouge,LA,USA,UNSPECIFIED,PJ HEINRICI LAB,"Deer Park, TX, USA",Deer Park,TX,USA,,,,JEWIC,,, , ,Y,Y,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,EXXONMOBIL CHEMICAL,"Sarnia, ON, Canada",Sarnia,ON,Canada,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,EXXONMOBIL CHEMICAL,Baytown,Baytown,TX,USA,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,EQUISTAR CHEMICAL,"Channelview, TX, USA",Channelview,TX,USA,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,EQUISTAR CHEMICAL,"Corpus Christi, TX, USA",Corpus Christi,TX,USA,BUTADIENE,PJ HEINRICI LAB,"Deer Park, TX, USA",Deer Park,TX,USA,,,,JEWIC,,, , ,Y,Y,"AP, EMEA, LA, NA",,NA,"Chem Bayport, Chem Beaumont, Chem Houston, Chem Niagara Falls",
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,EQUISTAR CHEMICAL,"Corpus Christi, TX, USA",Corpus Christi,TX,USA,BUTADIENE,PJ HEINRICI LAB,"Deer Park, TX, USA",Deer Park,TX,USA,,,,JEWIC,,, , ,Y,Y,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,N,EMERALD POLYMER ADDITIVES,Henry,Henry,IL,USA,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,12,JEWIC,BUTADIENE MONOMER,Y,DOW CHEMICAL,UNSPECIFIED,,Others,Others,UNSPECIFIED,,,,,,,,,JEWIC,,, , ,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,JF18DH,"NYLON 6,6  1400/1/2 10 X 10 TPI 18EPI DH",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,JF18DH,,,,,,,,,JF18DH,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,JF18JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 18EPI JA",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,JF18JA,,,,,,,,,JF18JA,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,JF23JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 23EPI JA",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,JF23JA,,,,,,,,,JF23JA,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,JF26DR,"NYLON 6,6  1400/1/2 10 X 10 TPI 26EPI DR",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,Z09JF26DR,,,,,,,,,JF26DR,,, , ,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,NF26JR,"NYLON 6,6  1400/1/2 10 X 10 TPI 26EPI JR",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,139NF26JR,,,,,,,,,NF26JR,,, , ,Y,,NA,,,,
REINFORCEMENT,0,NF26KR,"NYLON 6,6  1400/1/2 10 X 10 TPI 26EPI KR",N,HYOSUNG CORPORATION,"Utica, NY, USA",Utica,NY,USA,139NF26KR,,,,,,,,,NF26KR,,, , ,N,,NA,,,,
REINFORCEMENT,0,NF26MA,"NYLON 6,6  1400/1/2 10 X 10 TPI 26EPI MA",N,HYOSUNG CORPORATION,"Utica, NY, USA",Utica,NY,USA,NF26MA,,,,,,,,,NF26MA,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,NF26MS,"NYLON 6,6 1400/1/2 10X10 TPI 26EPI MS",N,HYOSUNG CORPORATION,"Utica, NY, USA",Utica,NY,USA,NF26MS,,,,,,,,,NF26MS,,, , ,N,,NA,,,,
REINFORCEMENT,0,NF26QR,"NYLON 6,6  1400/1/2 10 X 10 TPI 26EPI QR",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NF26QR,,,,,,,,,NF26QR,,, , ,N,,NA,,,,
REINFORCEMENT,0,NF28JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 28EPI JA",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,S02NF28JA,,,,,,,,,NF28JA,,, , ,Y,,"LA, NA",,,,
REINFORCEMENT,0,NF28JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 28EPI JA",N,HYOSUNG CORPORATION,"Americana, SP, Brazil",Americana,Others,Brazil,S02NF28JA,,,,,,,,,NF28JA,,, , ,N,,LA,,,,
REINFORCEMENT,0,NF28JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 28EPI JA",N,THAI INDO KORDSA,"AYUTTHAYA, THAILAND","AYUTTHAYA, THAILAND",Others,Thailand,NF28JA,,,,,,,,,NF28JA,,, , ,N,,"AP, LA, NA",,,,
REINFORCEMENT,0,NF28JF,"NYLON 6,6  1400/1/2 10 X 10 TPI 28EPI JF",N,HYOSUNG CORPORATION,"Americana, SP, Brazil",Americana,Others,Brazil,NF28JF,,,,,,,,,NF28JF,,, , ,N,,LA,,,,
REINFORCEMENT,0,NF28MA,"NYLON 6,6  1400/1/2 10 X 10 TPI 28EPI MA",N,HYOSUNG CORPORATION,"Utica, NY, USA",Utica,NY,USA,NF28MA,,,,,,,,,NF28MA,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,NF29JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 29EPI JA",N,KORDSA,"Izmit, Turkey",Izmit,Others,Turkey,NF29JA,,,,,,,,,NF29JA,,, , ,N,,AP,,,,
REINFORCEMENT,0,NF29JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 29EPI JA",N,KOLON,"Gumi, South Korea",Gumi,Others,South Korea,NF29JA,,,,,,,,,NF29JA,,, , ,N,,"AP, EMEA, LA",,,,
REINFORCEMENT,0,NF29JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 29EPI JA",N,THAI INDO KORDSA,"AYUTTHAYA, THAILAND","AYUTTHAYA, THAILAND",Others,Thailand,NF29JA,,,,,,,,,NF29JA,,, , ,N,,"AP, EMEA, LA",,,,
REINFORCEMENT,0,NF29JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 29EPI JA",N,PT INDO KORDSA,"CITEUREUP, INDONESIA",CITEUREUP,Others,Indonesia,NF29JA,,,,,,,,,NF29JA,,, , ,N,,"AP, EMEA, LA",,,,
REINFORCEMENT,0,NF3047,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI MR",N,HYOSUNG CORPORATION,"Utica, NY, USA",Utica,NY,USA,NF3047,,,,,,,,,NF3047,,, , ,N,,NA,,,,
REINFORCEMENT,0,NF30DH,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI DH",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,139NF30DH,,,,,,,,,NF30DH,,, , ,Y,,"LA, NA",,,,
REINFORCEMENT,0,NF30DH,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI DH",N,HYOSUNG CORPORATION,"Americana, SP, Brazil",Americana,Others,Brazil,139NF30DH,,,,,,,,,NF30DH,,, , ,N,,LA,,,,
REINFORCEMENT,0,NF30DH,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI DH",Y,THAI INDO KORDSA,"AYUTTHAYA, THAILAND","AYUTTHAYA, THAILAND",Others,Thailand,139NF30DH,,,,,,,,,NF30DH,,, , ,Y,,AP,,,,
REINFORCEMENT,0,NF30JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI JA",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,S02NF30JA,,,,,,,,,NF30JA,,, , ,Y,,NA,,,,
REINFORCEMENT,0,NF30JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI JA",N,KOLON,"Gumi, South Korea",Gumi,Others,South Korea,NF30JA,,,,,,,,,NF30JA,,, , ,N,,"AP, EMEA, LA",,,,
REINFORCEMENT,0,NF30JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI JA",N,THAI INDO KORDSA,"AYUTTHAYA, THAILAND","AYUTTHAYA, THAILAND",Others,Thailand,NF30JA,,,,,,,,,NF30JA,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,NF30JA,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI JA",N,PT INDO KORDSA,"CITEUREUP, INDONESIA",CITEUREUP,Others,Indonesia,NF30JA,,,,,,,,,NF30JA,,, , ,N,,"AP, EMEA, LA",,,,
REINFORCEMENT,0,NF30JR,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI JR",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,139NF30JR,,,,,,,,,NF30JR,,, , ,Y,,NA,,,,
REINFORCEMENT,0,NF30MA,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI MA",N,HYOSUNG CORPORATION,"Utica, NY, USA",Utica,NY,USA,NF30MA,,,,,,,,,NF30MA,,, , ,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,NF30MR,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI MR",N,HYOSUNG CORPORATION,"Utica, NY, USA",Utica,NY,USA,139NF30MR,,,,,,,,,NF30MR,,, , ,N,,NA,,,,
REINFORCEMENT,0,NG30GA,"NYLON 6,6  1400/1/2  6X6TPI  30EPI  GA",Y,HYOSUNG CORPORATION,"LISA, LUXEMBOURG",LISA,Others,Luxembourg,G09NG30GA,,,,,,,,,NG30GA,,, , ,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,NG30JR,"NYLON 6,6  1400/1/2 6 X 6 TPI 30EPI JR",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,139NG30JR,,,,,,,,,NG30JR,,, , ,Y,,NA,,,,
REINFORCEMENT,0,NH19JA,"NYLON 6,6  1400/1/3 8 X 8 TPI 19EPI JA",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NH19JA,,,,,,,,,NH19JA,,, , ,N,,NA,,,,
REINFORCEMENT,0,NH19JA,"NYLON 6,6  1400/1/3 8 X 8 TPI 19EPI JA",N,THAI INDO KORDSA,"AYUTTHAYA, THAILAND","AYUTTHAYA, THAILAND",Others,Thailand,NH19JA,,,,,,,,,NH19JA,,, , ,N,,"AP, EMEA, LA",,,,
REINFORCEMENT,0,NH19JA,"NYLON 6,6  1400/1/3 8 X 8 TPI 19EPI JA",N,PT INDO KORDSA,"CITEUREUP, INDONESIA",CITEUREUP,Others,Indonesia,NH19JA,,,,,,,,,NH19JA,,, , ,N,,"AP, EMEA, LA",,,,
REINFORCEMENT,0,NH23DH,"NYLON 6,6  1400/1/3 8 X 8 TPI 23EPI DH",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,139NH23DH,,,,,,,,,NH23DH,,, , ,Y,,NA,,,,
REINFORCEMENT,0,NH23JA,"NYLON 6,6  1400/1/3 8 X 8 TPI 23EPI JA",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NH23JA,,,,,,,,,NH23JA,,, , ,N,,NA,,,,
REINFORCEMENT,0,NH23JA,"NYLON 6,6  1400/1/3 8 X 8 TPI 23EPI JA",N,THAI INDO KORDSA,"AYUTTHAYA, THAILAND","AYUTTHAYA, THAILAND",Others,Thailand,NH23JA,,,,,,,,,NH23JA,,, , ,N,,"AP, EMEA, LA",,,,
REINFORCEMENT,0,NH23JA,"NYLON 6,6  1400/1/3 8 X 8 TPI 23EPI JA",N,PT INDO KORDSA,"CITEUREUP, INDONESIA",CITEUREUP,Others,Indonesia,NH23JA,,,,,,,,,NH23JA,,, , ,N,,"AP, EMEA, LA",,,,
REINFORCEMENT,0,NH23JR,"NYLON 6,6  1400/1/3 8 X 8 TPI 23EPI JR",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NH23JR,,,,,,,,,NH23JR,,, , ,N,,NA,,,,
REINFORCEMENT,0,NH23QR,"NYLON 6,6  1400/1/3 8 X 8 TPI 23EPI QR",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NH23QR,,,,,,,,,NH23QR,,, , ,N,,NA,,,,
RAW MATERIAL,4,NIC,NITROBENZENE - REFINED,N,FIRST CHEMICAL,UNSPECIFIED,,Others,Others,UNSPECIFIED,,,,,,,,,NIC,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,NIC,NITROBENZENE - REFINED,N,DUPONT,UNSPECIFIED,,Others,Others,UNSPECIFIED,,,,,,,,,NIC,,, , ,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,2,NICKIC,"NICKEL OCTOATE, 10 % IN HEXANE",Y,SHEPHERD CHEMICAL,"Cincinnati, OH, USA",Cincinnati,OH,USA,NICKEL OCTOATE,,,,,,,,,NICKIC,,, , ,Y,,NA,,,,Chem Beaumont
RAW MATERIAL,1,NIGHTO,TSR 5-CV VISCOSITY STABILIZED FROM 50% LATEX & 50% CLEAN CUP LUMP (NON_EUDR),N,VON BUNDIT,PUNPIN(VON-SX),PUNPIN,Others,Thailand,TSR 5CV,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIGHTO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,NIGHTO,TSR 5-CV VISCOSITY STABILIZED FROM 50% LATEX & 50% CLEAN CUP LUMP (NON_EUDR),N,TRCI,"ANGUEDEDOU, IVORY COAST",ANGUEDEDOU,Others,Ivory Coast,TSR 5CV,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIGHTO,,, , ,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,NIGHTO,TSR 5-CV VISCOSITY STABILIZED FROM 50% LATEX & 50% CLEAN CUP LUMP (NON_EUDR),N,Lee Rubber,"SEL, MALAYSIA",,SEL,Malaysia,SIR5-PG,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIGHTO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,NIGHTO,TSR 5-CV VISCOSITY STABILIZED FROM 50% LATEX & 50% CLEAN CUP LUMP (NON_EUDR),N,Lee Rubber,"PENANG, MALAYSIA",PENANG,Others,Malaysia,TSR 5CV,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIGHTO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,NIGHTO,TSR 5-CV VISCOSITY STABILIZED FROM 50% LATEX & 50% CLEAN CUP LUMP (NON_EUDR),N,KOTA TRADING,"TAMPIN, NEG, MALAYSIA",TAMPIN,NEG,Malaysia,TSR 5CV,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIGHTO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,NIGHTO,TSR 5-CV VISCOSITY STABILIZED FROM 50% LATEX & 50% CLEAN CUP LUMP (NON_EUDR),N,HEVECAM,HC,Niete,Others,Cameroon,TSR 5CV,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIGHTO,,, , ,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,NIGHTO,TSR 5-CV VISCOSITY STABILIZED FROM 50% LATEX & 50% CLEAN CUP LUMP (NON_EUDR),N,HEVEACAM,"Douala, Cameroon",Douala,Others,Cameroon,SIR5 PG,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIGHTO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,NIGHTO,TSR 5-CV VISCOSITY STABILIZED FROM 50% LATEX & 50% CLEAN CUP LUMP (NON_EUDR),N,EQ RUBBER,BR,CHONBURI,Others,Thailand,TSR 5CV,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIGHTO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,NIKOLO,TSR 20 BLOCK NATURAL RUBBER,N,VON BUNDIT,Maung(VON-SN),Maung,Others,Thailand,STR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIKOLO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,NIKOLO,TSR 20 BLOCK NATURAL RUBBER,N,VON BUNDIT,PUNPIN(VON-SX),PUNPIN,Others,Thailand,STR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIKOLO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,NIKOLO,TSR 20 BLOCK NATURAL RUBBER,N,VON BUNDIT,PUNPIN 2B,,Others,Thailand,STR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIKOLO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,NIKOLO,TSR 20 BLOCK NATURAL RUBBER,N,THAITECH RUBBER,AG1,HATYAI,Others,Thailand,STR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIKOLO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,NIKOLO,TSR 20 BLOCK NATURAL RUBBER,N,THAITECH RUBBER,"TRANG, THAILAND",TRANG,Others,Thailand,STR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIKOLO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,NIKOLO,TSR 20 BLOCK NATURAL RUBBER,N,THAIMAC STR,"KRABI, THAILAND",KRABI,Others,Thailand,STR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIKOLO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,NIKOLO,TSR 20 BLOCK NATURAL RUBBER,N,THAI HUA,"CHALUNG, HATYAI, THAILAND",CHALUNG,Others,Thailand,STR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIKOLO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,NIKOLO,TSR 20 BLOCK NATURAL RUBBER,N,TECK BEE HANG,"NARATHIWAT, NARATHIWAT, THAILAND",NARATHIWAT,Others,Thailand,STR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIKOLO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,NIKOLO,TSR 20 BLOCK NATURAL RUBBER,N,TECK BEE HANG,"SURATTHANI, THAILAND",SURATTHANI,Others,Thailand,STR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,,,NIKOLO,,, , ,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
