MATERIAL_GROUP,REVISION_NO,MATERIAL_CODE,MATERIAL_DESC,IS_ACTIVE,SUPPLIER_NAME,PLANT_NAME,CITY,STATE,COUNTRY_NAME,TRADENAME,A_NAME,A_PLANT_NAME,A_CITY,A_STATE,A_COUNTRY_NAME,AGENT_BUILD_BREAK,EXP_CODE,APPROVAL_PROCESS_NAME,CONSOLIDATED_EX_CODE,PGM_ID,PGM_REASON,REQUESTED_BY,ASSIGNED_TO,SUP_STATUS,AGENT_STATUS,SOS_APPROVAL_REGION,APPROVAL_PLANTS,AGENT_APPROVAL_REGION,AGENT_APPROVAL_PLANTS,RESTRICTED_PLANTS
RAW MATERIAL,0,GAZOBINE,Naphthenic,N,QuantiQ,DUQUE DE CAXIAS - RIO DE JANEIRO,DUQUE DE CAXIAS - RIO DE JANEIRO,Others,Brazil,Flex NBS 100,,,,,,,X0004755,NEW MATERIAL,X0004755,29.0,Local source of Morite type oil for Latin America,Bret Marts,Kelley Gallagher,N,,LA,,,,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,ANEKA BUMI PRATAMA,"JAMBI, INDONESIA",JAMBI,Others,Indonesia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0006189,NEW SOURCE,X0006189,241.0,"Cost Saving
Alternative source",Lothar Braun,Mustafa Goksoy,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,INSAN BONAFIDE,KAV,BANJARMASIN,Others,Indonesia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0006188,NEW SOURCE,X0006188,262.0,Cost saving and alternative source,Lothar Braun,Mustafa Goksoy,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,SENG HIN RUBBER,"KEL, MALAYSIA",,KEL,Malaysia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0005969,NEW SOURCE,X0005969,265.0,Alternative source for supply assurrance,Lothar Braun,Mustafa Goksoy,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,DEERBAX,ALKYLPHENOL DISULFIDE POLYMER WITH 10% STEARIC ACID,Y,ARKEMA,ROTTERDAM,ROTTERDAM,Others,Netherlands,VULTAC TB710,HARWICK STANDARD,Akron,Akron,OH,USA,,,REVISIONS,DEERBAX,281.0,"1-Replaces revision 0, finalized 04-30-07
2-Update description of material
3- Update specific gravity
4-Update age limit wording",Corey Yon,Corey Yon,Y,Y,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,DEERBAX,ALKYLPHENOL DISULFIDE POLYMER WITH 10% STEARIC ACID,N,ARKEMA,ROTTERDAM,ROTTERDAM,Others,Netherlands,VULTAC TB710,HARWICK CHEMICAL,Itasca,Itasca,IL,USA,,,REVISIONS,DEERBAX,281.0,"1-Replaces revision 0, finalized 04-30-07
2-Update description of material
3- Update specific gravity
4-Update age limit wording",Corey Yon,Corey Yon,Y,N,"AP, EMEA, LA, NA",,"LA, NA",,
RAW MATERIAL,1,DEERBAX,ALKYLPHENOL DISULFIDE POLYMER WITH 10% STEARIC ACID,N,ARKEMA,ROTTERDAM,ROTTERDAM,Others,Netherlands,VULTAC TB710,SOVEREIGN CHEMICAL,"Akron,OH,USA",Akron,OH,USA,,,REVISIONS,DEERBAX,281.0,"1-Replaces revision 0, finalized 04-30-07
2-Update description of material
3- Update specific gravity
4-Update age limit wording",Corey Yon,Corey Yon,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,WBINWH08,White waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-1352,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0004921,NEW MATERIAL,X0004921,331.0,Water based striping ink,Ronda Hinterlong,Ronda Hinterlong,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,ZENITE,POLYDIMETHYL SILOXANE WATER BASED DISPERSION,N,CHEM TREND,Howell,Howell,MI,USA,Chem-Trend ML-8175,,,,,,,,REVISIONS,ZENITE,428.0,ChemTrend has requested spec change to better reflect material properties,Tom Hoopes,Bernadette Crookston,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,CORNICIC,Organoalkoxysilane coupler 100% mercapto,N,MOMENTIVE PERFORMANCE MATERIALS,"Friendly, WV, USA",Friendly,WV,USA,NXT Z 100,,,,,,,X0005069,NEW MATERIAL,X0005069,561.0,New compound for Marc Weydert,Uwe Frank,Claude Schweitzer,N,,EMEA,,,,
RAW MATERIAL,7,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,MEB METAL,"IZMIT, TURKEY",IZMIT,Others,Turkey,ZINC OXIDE,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,EMEA,"E509 - Adapazari Turkey, E511 - Izmit Turkey",,,"Adapazari, Izmit"
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,Y,VOTORANTIM METALS ZINCO,"Tres Marias, MG, Brazil",Tres Marias,MG,Brazil,OXIDO DE ZINCO - BO 1011,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,Y,,LA,,,,
RAW MATERIAL,7,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,ZINSA,"CALLAO, PERU",CALLAO,Others,Peru,ZINC OXIDE GOLD SEAL,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,7,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,ZINCHEM,"BENONI, SOUTH AFRICA",BENONI,Others,South Africa,ZINC OXIDE RUBBER GRADE,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,WIEHART,Vienna-Pernhofen,Vienna-Pernhofen,Others,Austria,ZINKWEISS ROTSIEGEL,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,EverZinc ex Umicore,EIJSDEN-Limburg,EIJSDEN-Limburg,Others,Netherlands,OXYDE DE ZINC GEL,SOGEM,GERMANY,Unknown,Others,Germany,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,EverZinc ex Umicore,EIJSDEN-Limburg,EIJSDEN-Limburg,Others,Netherlands,CACHET ROUGE 1011 GEL,SOGEM,GERMANY,Unknown,Others,Germany,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,OXIDO METAL,Argentina,,Others,Argentina,OXIDO DE ZINC,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,NORZINCO,"ANZIN, FRANCE",ANZIN,Others,France,OXYDE DE ZINC,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,Y,MR ZINC OXIDE,Brakpan-Gauteng,Brakpan-Gauteng,Others,South Africa,ZINC OXIDE,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,Y,HUTA OLAWA,"EDY, Olawa, Poland",Olawa,Others,Poland,ZINKWEISS 1011,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,GRILLO ZINKOXID,GOSLAR - F.R.,GOSLAR - F.R.,Others,Germany,ZINKWEISS G6,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,EGE KIMYA,Adapazari,Adapazari,Others,Turkey,EGEZINC 120,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,7,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,CIA PARAIBUNA DE MATAIS,"Rio de Janeiro, RJ, Brazil",Rio de Janeiro,RJ,Brazil,CASOXIDE,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,A-ESSE,CARASCO,CARASCO,Others,Italy,CACHET VERT,,,,,,,,REVISIONS,CODE1011,5.0,New revision,Lothar Braun,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,WBINGR08,Green waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-5746,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005750,NEW MATERIAL,X0005750,8.0,Green Waterbased tread striping ink,Ronda Hinterlong,Ronda Hinterlong,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,GRIFFINE,"HN oil and an asphaltene stream
",Y,NYNAS,Nynashamn - Stockholm,Nynashamn - Stockholm,Others,Sweden,Nytex 4700,,,,,,,X0005770,NEW MATERIAL,X0005770,22.0,New LPCA process Oil,Bret Marts,Renee Weber,Y,,"AP, EMEA, LA, NA","Indonesia, Melksham, South Africa, Thailand",,,"Indonesia, Melksham, South Africa, Thailand"
REINFORCEMENT,0,S04T,"1100 DECITEX (990 DENIER) HMLS POLYESTER
	",Y,HYOSUNG CORPORATION,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,HSP-40,,,,,,,Y00025,NEW SOURCE,,31.0,Cost Savings,Gary Platz,Michael Putinski,Y,,"AP, LA, NA",,,,
RAW MATERIAL,11,NAILAX,MIXTURE OF ARYL-P-PHENYLENE DIAMINES (FLAKED),N,JURONG XINGCHUN CHEMICAL,"Jiangsu, China",Jiangsu,Others,China,ANTIOXIDANT DTPD(3100),CHINA JIANGSU INTERNATIONAL GROUP,Nanjing-Jiangshu Province,Nanjing-Jiangshu Province,Others,China,,,REVISIONS,NAILAX,180.0,"This revision has the following changes:
1-Replaces revision # 10, finalized 03-04-02
2-Update to global format
3-Change color and form to include current state-of-art-production
4-Remove IR Scan and Solubility from reference tests
5-Move Fineness, Specific Gravity, Copper, and Manganese to Material Description
6-Include section 2.8 - \"Age (Suppliers Responsibility): Suppliers can not ship material more than 10 months from date of manufacture. Age (Goodyear Plant Responsibility ¿ for Goodyear internal use only): Material must be used in production by 12 months from the date of manufacture.\"
7-Iron test from QA 65-11 to QA 8008-1",Corey Yon,Maureen DeSanzo,Y,N,"AP, EMEA, LA, NA",Nippon Giant,AP,,Nippon Giant
RAW MATERIAL,11,NAILAX,MIXTURE OF ARYL-P-PHENYLENE DIAMINES (FLAKED),Y,GOODYEAR TIRE AND RUBBER,"Niagara Falls, NY, USA",Niagara Falls,NY,USA,POLYSTAY 100,,,,,,,,REVISIONS,NAILAX,180.0,"This revision has the following changes:
1-Replaces revision # 10, finalized 03-04-02
2-Update to global format
3-Change color and form to include current state-of-art-production
4-Remove IR Scan and Solubility from reference tests
5-Move Fineness, Specific Gravity, Copper, and Manganese to Material Description
6-Include section 2.8 - \"Age (Suppliers Responsibility): Suppliers can not ship material more than 10 months from date of manufacture. Age (Goodyear Plant Responsibility ¿ for Goodyear internal use only): Material must be used in production by 12 months from the date of manufacture.\"
7-Iron test from QA 65-11 to QA 8008-1",Corey Yon,Maureen DeSanzo,Y,,"AP, EMEA, LA, NA",Nippon Giant,,,Nippon Giant
RAW MATERIAL,11,NAILAX,MIXTURE OF ARYL-P-PHENYLENE DIAMINES (FLAKED),Y,DJ CHEMICALS,"WOLOMIN, POLAND",WOLOMIN,Others,Poland,DOX-1,,,,,,,,REVISIONS,NAILAX,180.0,"This revision has the following changes:
1-Replaces revision # 10, finalized 03-04-02
2-Update to global format
3-Change color and form to include current state-of-art-production
4-Remove IR Scan and Solubility from reference tests
5-Move Fineness, Specific Gravity, Copper, and Manganese to Material Description
6-Include section 2.8 - \"Age (Suppliers Responsibility): Suppliers can not ship material more than 10 months from date of manufacture. Age (Goodyear Plant Responsibility ¿ for Goodyear internal use only): Material must be used in production by 12 months from the date of manufacture.\"
7-Iron test from QA 65-11 to QA 8008-1",Corey Yon,Maureen DeSanzo,Y,,"AP, EMEA, LA, NA",Nippon Giant,,,Nippon Giant
RAW MATERIAL,11,NAILAX,MIXTURE OF ARYL-P-PHENYLENE DIAMINES (FLAKED),N,Addivant,Altamira,Altamira,Others,Mexico,Novazone AS,,,,,,,,REVISIONS,NAILAX,180.0,"This revision has the following changes:
1-Replaces revision # 10, finalized 03-04-02
2-Update to global format
3-Change color and form to include current state-of-art-production
4-Remove IR Scan and Solubility from reference tests
5-Move Fineness, Specific Gravity, Copper, and Manganese to Material Description
6-Include section 2.8 - \"Age (Suppliers Responsibility): Suppliers can not ship material more than 10 months from date of manufacture. Age (Goodyear Plant Responsibility ¿ for Goodyear internal use only): Material must be used in production by 12 months from the date of manufacture.\"
7-Iron test from QA 65-11 to QA 8008-1",Corey Yon,Maureen DeSanzo,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,10,NAILAX,MIXTURE OF ARYL-P-PHENYLENE DIAMINES (FLAKED),N,BANN QUIMICA,"Sao Paulo, SP, Brazil",Sao Paulo,SP,Brazil,BANZONE 100,,,,,,,,REVISIONS,NAILAX,180.0,"This revision has the following changes:
1-Replaces revision # 10, finalized 03-04-02
2-Update to global format
3-Change color and form to include current state-of-art-production
4-Remove IR Scan and Solubility from reference tests
5-Move Fineness, Specific Gravity, Copper, and Manganese to Material Description
6-Include section 2.8 - \"Age (Suppliers Responsibility): Suppliers can not ship material more than 10 months from date of manufacture. Age (Goodyear Plant Responsibility ¿ for Goodyear internal use only): Material must be used in production by 12 months from the date of manufacture.\"
7-Iron test from QA 65-11 to QA 8008-1",Corey Yon,Maureen DeSanzo,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,WBINOR06,Orange waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-3387,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005709,NEW MATERIAL,X0005709,335.0,Orange water based striping ink,Ronda Hinterlong,Ronda Hinterlong,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,IRWANIC,"SEMI PERMANENT, WATER BASED RELEASE AGENT",N,CHEM TREND,Howell,Howell,MI,USA,Chem-Trend ML-5040W,,,,,,,,REVISIONS,IRWANIC,427.0,ChemTrend has requested spec change to better reflect material properties,Tom Hoopes,Bernadette Crookston,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,1,CODE1244,BLEND OF 67% TOTAL SULFUR - MIN 90% INSOLUBLE SULFUR (MIN 95% PURITY) & 33% NON-,Y,Flexsys Netherlands B.V.,Nienburg - Germany,Nienburg,Others,Germany,CRYSTEX OT33,,,,,,,,REVISIONS,CODE1244,448.0,Increase thermal stability and % Insoluble sulfur,Tom Hoopes,Manuela Pompei,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,1,CODE1244,BLEND OF 67% TOTAL SULFUR - MIN 90% INSOLUBLE SULFUR (MIN 95% PURITY) & 33% NON-,N,EASTMAN CHEMICAL,EAH,SETE,Others,France,CRYSTEX OT 33,,,,,,,,REVISIONS,CODE1244,448.0,Increase thermal stability and % Insoluble sulfur,Tom Hoopes,Manuela Pompei,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,3,DROFLIC,ANHYDROUS HYDROFLUORIC ACID,N,DUPONT,"Laporte, TX, USA",Laporte,TX,USA,ANHYDROUS HYDROFLUORIC ACID,,,,,,,,REVISIONS,DROFLIC,562.0,Update spec for Honeywell HF,Corey Yon,Corey Yon,N,,NA,,,,Chem Beaumont
REINFORCEMENT,0,S01Q,1100 DECITEX AA HMLS POLYESTER,Y,HYOSUNG CORPORATION,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,HSP-40,,,,,,,Y00028,NEW SOURCE,,605.0,Cost Savings,Gary Platz,Michael Putinski,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,EP,7X(3+9+15X.245)+1 HT,N,KAM - Steel Cord,"Changwon, South Korea (S)",Changwon,Others,South Korea,F501EP,,,,,,,S00002,NEW SOURCE,,643.0,"Flexibility, Cost",Rob Wyszynski,Rob Wyszynski,N,,"AP, NA","Nippon Giant, Topeka",,,"Nippon Giant, Topeka"
REINFORCEMENT,0,S04TH28HA,1100 DECITEX HMLS POLYESTER,N,HYOSUNG CORPORATION,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,HSP-40,,,,,,,Y00026,NEW SOURCE,,32.0,Cost Savings,Gary Platz,Michael Putinski,N,,NA,,,,
RAW MATERIAL,7,ADAMAX-O,MBTS,N,Shandong Sunsine Chemical,"Dingdang Rd., Shanxian, Heze, Shandong","Dingdang Rd., Shanxian, Heze, Shandong",Others,China,SXCHEM MBTS,,,,,,,X0005817,NEW SOURCE,X0005817,133.0,change to oil extended version,Lothar Braun,Manuela Pompei,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,Lee Rubber,Kuala Krai Malaysia,Kuala Krai,Others,Malaysia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0005878,NEW SOURCE,X0005878,264.0,Alternative source for supply assurance,Lothar Braun,Mustafa Goksoy,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,Sumber Djantin Sanggau,Pontianak Indonesia,Pontianak,Others,Indonesia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0005876,NEW SOURCE,X0005876,266.0,Cost Saving and alternative source,Lothar Braun,Mustafa Goksoy,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,WBINBR03,Brown waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-2476,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005708,NEW MATERIAL,X0005708,332.0,Brown water based striping ink approval,Ronda Hinterlong,Ronda Hinterlong,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,10,BEROLIC,"NON-STAINING, UNREACTIVE, 100% PHENOL FORMALDEHYDE RESIN",Y,SI GROUP,"Rotterdam Junction, NY, USA",Rotterdam Junction,NY,USA,SP1068,,,,,,,,REVISIONS,BEROLIC,421.0,Replace softening point with molecular weight,Tom Hoopes,Tom Hoopes,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,10,BEROLIC,"NON-STAINING, UNREACTIVE, 100% PHENOL FORMALDEHYDE RESIN",N,SI GROUP,"DURBAN, SOUTH AFRICA",DURBAN,Others,South Africa,SP-1068 RESIN (CHUNK),,,,,,,,REVISIONS,BEROLIC,421.0,Replace softening point with molecular weight,Tom Hoopes,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,10,BEROLIC,"NON-STAINING, UNREACTIVE, 100% PHENOL FORMALDEHYDE RESIN",Y,Sumitomo Bakelite,"Genk, Belgium",Genk,Others,Belgium,DUREZ 19900,,,,,,,,REVISIONS,BEROLIC,421.0,Replace softening point with molecular weight,Tom Hoopes,Tom Hoopes,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,10,BEROLIC,"NON-STAINING, UNREACTIVE, 100% PHENOL FORMALDEHYDE RESIN",N,DUREZ,"Kenton, OH, USA",Kenton,OH,USA,DUREZ 32536,TLC INGREDIENTS,"Joliet, IL, USA",Joliet,IL,USA,,,REVISIONS,BEROLIC,421.0,Replace softening point with molecular weight,Tom Hoopes,Tom Hoopes,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,ROMAX,WATER WHITE GUM ROSIN,Y,Socer Brasil Industria e Comercio,Sao Paulo,Sao Paulo,Others,Brazil,Gum Rosin WW-X,,,,,,,X0004180,NEW SOURCE,X0004180,432.0,New Source of Romax,Tom Hoopes,Tom Hoopes,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,1,SPOTLITE,"SILICONE BASED, SEMI PERMANENT BLADDER COATING",N,CHEM TREND,Howell,Howell,MI,USA,Chem-Trend ML-1100,Kluber Lubrication,"Cerkezkoy, Turkey",Cerkezkoy,Others,Turkey,,,REVISIONS,SPOTLITE,447.0,Adjust solids content,Tom Hoopes,Bernadette Crookston,Y,N,"AP, EMEA, LA, NA",,EMEA,,
RAW MATERIAL,3,PROPANIC,TRIISOPROPANOLAMINE,Y,NANJING BAOCHUN CHEMICAL,NANJING BAOCHUN,Nanjing,Others,China,"Triisopropanolamine, TIPA",,,,,,,X0005701,NEW SOURCE,X0005701,506.0,Strategic,Corey Yon,Michael Putinski,Y,,NA,,,,Chem Beaumont
RAW MATERIAL,0,LACTIC,"SSBR, 35% Styrene, 37.5 phr SRAE",Y,ASAHI KASEI,Kawasaki - KANAGAWA,Kawasaki - KANAGAWA,Others,Japan,Tufdene E581,,,,,,,X0005868,NEW MATERIAL,X0005868,581.0,Dunlop tread P3140 approval,Andreas Frantzen,Andreas Frantzen,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,TAKUMIC,"SSBR, 34% Styrene, 37.5 phr SRAE",N,ASAHI KASEI,Kawasaki - KANAGAWA,Kawasaki - KANAGAWA,Others,Japan,Tufdene E680,,,,,,,X0005869,NEW MATERIAL,X0005869,582.0,Dunlop Tread P3010,Andreas Frantzen,Andreas Frantzen,N,,EMEA,,,,
RAW MATERIAL,0,WAYMITE,Silicone Emulsion Mold Release,N,DOW CORNING,"Midland, MI, USA",Midland,MI,USA,Xiameter MEM-0039,Univar Solutions,"Oklahoma City, OK, USA",Oklahoma City,OK,USA,,X0005565,NEW MATERIAL,X0005565,2.0,New mold release for Lawton,Tom Hoopes,Rebecca Dando,N,N,NA,,NA,,
RAW MATERIAL,0,WAYMITE,Silicone Emulsion Mold Release,N,DOW CORNING,"Midland, MI, USA",Midland,MI,USA,Xiameter MEM-0039,ASHLAND CHEMICAL,Canada,Dummy,Others,Canada,,X0005565,NEW MATERIAL,X0005565,2.0,New mold release for Lawton,Tom Hoopes,Rebecca Dando,N,N,NA,,NA,,
RAW MATERIAL,0,WAYMITE,Silicone Emulsion Mold Release,N,DOW CORNING,"Midland, MI, USA",Midland,MI,USA,Xiameter MEM-0039,UNIVAR CANADA,"Toronto, ON, Canada",Toronto,ON,Canada,,X0005565,NEW MATERIAL,X0005565,2.0,New mold release for Lawton,Tom Hoopes,Rebecca Dando,N,N,NA,,NA,,
RAW MATERIAL,0,WAYMITE,Silicone Emulsion Mold Release,N,DOW CORNING,"Midland, MI, USA",Midland,MI,USA,Xiameter MEM-0039,CHEM TREND,Howell,Howell,MI,USA,,X0005565,NEW MATERIAL,X0005565,2.0,New mold release for Lawton,Tom Hoopes,Rebecca Dando,N,N,NA,,NA,,
REINFORCEMENT,0,S06T,2200 DECITEX HMLS POLYESTER,Y,HYOSUNG CORPORATION,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,HSP-40,,,,,,,Y00027,NEW SOURCE,,33.0,Cost Savings,Maureen DeSanzo,Michael Putinski,Y,,NA,,,,
RAW MATERIAL,0,LOUISAX,ZBEC,N,LANXESS,Toller-Termoli,Toller-Termoli,Others,Italy,VULKACIT ZBEC/C,,,,,,,X0005816,NEW SOURCE,X0005816,182.0,new plant,Gary Platz,Manuela Pompei,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,KIRANA SAPTA,SFF,PADANG SIDEMPUAN,Others,Indonesia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0005907,NEW SOURCE,X0005907,243.0,Cost Saving and alternative source,Lothar Braun,Mustafa Goksoy,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,KIRANA MUSI PERSADA,SFN,PALEMBANG,Others,Indonesia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0005879,NEW SOURCE,X0005879,244.0,Cost Saving and alternative source,Lothar Braun,Mustafa Goksoy,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,BANUA LIMA SEJURUS,KBH,BANJARMASIN,Others,Indonesia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0006187,NEW SOURCE,X0006187,261.0,Cost saving and alternative source,Lothar Braun,Mustafa Goksoy,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,10,BEROLIC,"NON-STAINING, UNREACTIVE, 100% PHENOL FORMALDEHYDE RESIN",N,SI GROUP,"Schenectady, NY, USA",Schenectady,NY,USA,HRJ-10420P,,,,,,,X0005901,NEW SOURCE,X0005901,363.0,Berolic Production alteration,Tom Hoopes,Tom Hoopes,N,,NA,,,,
REINFORCEMENT,0,KARENTEST1,test spec,N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,KARENTEST,,,,,,,Q00001,NEW MATERIAL,,531.0,to write help screens,Karen Manbeck,Karen Manbeck,N,,NA,,,,
REINFORCEMENT,0,RY28SL,Rayon 1840/1/2 10.4/10.4 TPI 28 EPI SL,Y,SHRIRAM RAYON,"KOTA, RAJASTHAN, INDIA",KOTA,Others,India,I06RY28SL,,,,,,,GTC1192SL,NEW SOURCE,,544.0,Cost Savings & Regional Source,Julia Tahon,Julie Vanderhaeghen,Y,,"AP, EMEA",,,,
