,AP_PGM_ID,PGM_ID,REGION_FOR_SOS_APPROVAL,PROH_PLANT_NAME
18681,18952,53411,EMEA,
18682,18966,53639,NA,
18683,18966,53639,LA,
18684,18966,53639,EMEA,
18685,18966,53639,AP,
18686,19020,54382,,
18687,19021,54383,,
18688,19290,58691,NA,
18689,19290,58691,LA,
18690,19290,58691,EMEA,
18691,19290,58691,AP,
18692,19291,58692,NA,
18693,19291,58692,LA,
18694,19291,58692,EMEA,Adapazari
18695,19291,58692,AP,
18698,19291,58692,EMEA,Izmit
18702,19291,58692,EMEA,
18703,19291,58692,AP,Nippon Giant
18704,19292,58693,NA,
18705,19292,58693,LA,
18706,19292,58693,EMEA,
18707,19292,58693,AP,
18708,19294,58694,NA,
18709,19294,58694,LA,
18710,19294,58694,EMEA,
18711,19294,58694,AP,
18712,19296,58696,NA,
18713,19296,58696,LA,
18714,19296,58696,EMEA,
18715,19296,58696,AP,
18716,19297,58697,NA,
18717,19297,58697,LA,
18718,19297,58697,EMEA,
18719,19297,58697,AP,
18720,19298,58698,EMEA,
18721,19300,58699,NA,
18722,19370,60128,,
18723,19432,60875,EMEA,
18724,19432,60875,AP,
18725,19435,60877,,
18726,19436,60936,NA,
18727,19436,60936,LA,
18728,19440,60938,,
18729,19441,60939,,
18730,19442,60940,,
18731,19443,60941,,
18732,19444,60942,,
18733,19618,62883,AP,
18734,19647,63040,NA,
18735,19831,64454,,
18736,19841,64532,NA,
18737,19842,64533,NA,
18738,19844,64534,,
18739,19868,64698,,
18740,15324,26601,,
18741,15501,28140,NA,
18742,15501,28140,LA,
18743,15501,28140,EMEA,
18744,15501,28140,AP,
18745,15666,29972,,
18746,15779,30860,,
18747,15823,31292,,
18748,15881,31954,,
18749,15948,33253,,
18750,16151,35476,NA,
18751,16563,39196,NA,
18752,16563,39196,LA,
18753,16563,39196,EMEA,
18754,16563,39196,AP,
18755,16565,39261,NA,
18756,16565,39261,LA,
18757,16565,39261,EMEA,
18758,16565,39261,AP,
18759,16744,40738,NA,
18760,16744,40738,LA,
18761,16744,40738,EMEA,
18762,16744,40738,AP,
18763,16764,40823,NA,
18764,17092,42769,,
18765,17342,43687,,
18766,17343,43688,,
18767,17505,44238,,
18768,17830,45750,,
18769,17847,45868,,
18770,17848,45869,,
18771,17849,45870,,
18772,17850,45871,,
18773,17851,45872,,
18774,17852,45873,,
18775,18740,51669,,
18776,18921,53310,NA,
18777,18921,53310,EMEA,
18778,18922,53311,NA,
18779,18922,53311,EMEA,
18780,18984,53942,NA,
18781,18984,53942,LA,
18782,18984,53942,EMEA,
18783,18984,53942,AP,
18784,19178,56710,NA,Medicine Hat
18785,19178,56710,LA,
18786,19178,56710,EMEA,
18787,19178,56710,AP,
18788,19178,56710,NA,Napanee
18792,19178,56710,NA,Valleyfield
18796,19178,56710,NA,
18798,19178,56710,EMEA,Adapazari
18802,19178,56710,EMEA,Izmit
18806,19178,56710,EMEA,Fulda
18809,19178,56710,LA,Peru
18815,19178,56710,AP,Thailand
18819,19178,56710,AP,Nippon Giant
18823,19178,56710,AP,Indonesia
18826,19178,56710,EMEA,Hanau
18830,19178,56710,EMEA,Wittlich
18834,19178,56710,EMEA,Fuerstenwalde
18838,19178,56710,EMEA,Riesa
18840,19179,56711,NA,
18841,19179,56711,LA,
18842,19179,56711,EMEA,
18843,19179,56711,AP,
18844,19236,57871,NA,
18845,19236,57871,LA,
18846,19236,57871,EMEA,
18847,19236,57871,AP,
18848,19238,57873,NA,
18849,19238,57873,LA,
18850,19238,57873,EMEA,
18851,19238,57873,AP,
18852,19428,60746,,
18853,19438,60937,,
18854,19482,61539,,
18855,19488,61593,NA,
18856,19488,61593,LA,
18857,19488,61593,EMEA,
18858,19488,61593,AP,
18859,19609,62797,,
18860,19674,63197,,
18861,19675,63198,,
18862,19676,63199,,
18863,19803,64256,,
18864,19828,64451,NA,
18865,19828,64451,LA,
18866,19828,64451,EMEA,
18867,19828,64451,AP,Nippon Giant
18868,19869,64699,,
18869,19871,64741,,
18870,19875,64809,NA,
18871,19875,64809,LA,
18872,19875,64809,EMEA,
18873,19875,64809,AP,
18874,19878,64842,NA,
18875,19878,64842,LA,
18876,19878,64842,EMEA,Adapazari
18877,19878,64842,AP,
18880,19878,64842,EMEA,Izmit
18882,19879,64843,NA,
18883,19879,64843,LA,
18884,19879,64843,EMEA,
18885,19879,64843,AP,
18886,19880,64845,NA,
18887,19880,64845,LA,
18888,19880,64845,EMEA,
18889,19880,64845,AP,
18890,19888,64944,,
18891,19889,64945,,
18892,19890,64946,,
18893,19892,64948,NA,
18894,19892,64948,LA,
18895,19892,64948,EMEA,
18896,19892,64948,AP,
18897,19893,64949,NA,
18898,19893,64949,LA,
18899,19893,64949,EMEA,
18900,19893,64949,AP,
18901,15322,26598,,
18902,15548,28529,NA,
18903,15548,28529,LA,
18904,15548,28529,EMEA,
18905,15548,28529,AP,
18906,15728,30380,NA,
18907,15831,31411,LA,
18908,15832,31412,LA,
18909,15958,33437,NA,
18910,15960,33439,NA,
18911,16376,37495,NA,
18912,16376,37495,LA,
18913,16376,37495,AP,Nippon Giant
18914,16528,38893,,
18915,16595,39563,NA,
18916,16595,39563,LA,
18917,16595,39563,EMEA,
18918,16595,39563,AP,
18919,16705,40392,NA,
18920,16705,40392,LA,
18921,16705,40392,EMEA,
18922,16705,40392,AP,
18923,16803,41187,,
18924,16913,41817,,
18925,17400,43923,,
18926,17433,44058,NA,
18927,17698,44815,,
18928,17699,44816,,
18929,17712,44852,,
18930,17713,44853,NA,
18931,17713,44853,LA,
18932,17713,44853,EMEA,
18933,17713,44853,AP,
18934,17714,44854,NA,
18935,17714,44854,LA,
18936,17714,44854,EMEA,
18937,17714,44854,AP,
18938,17715,44855,NA,
18939,17715,44855,LA,
18940,17715,44855,EMEA,
18941,17715,44855,AP,
18942,17762,45282,NA,
18943,17762,45282,LA,
18944,17762,45282,EMEA,
18945,17762,45282,AP,
18946,17788,45458,,
18947,17794,45503,,
18948,18608,50953,,
18949,18610,50955,NA,
18950,18610,50955,LA,
18951,18610,50955,EMEA,
18952,18610,50955,AP,
18953,18611,50957,NA,
18954,18611,50957,LA,
18955,18611,50957,EMEA,
18956,18611,50957,AP,
18957,18612,50958,NA,
18958,18612,50958,LA,
18959,18612,50958,EMEA,
18960,18612,50958,AP,
18961,18613,50959,NA,
18962,18613,50959,LA,
18963,18613,50959,EMEA,
18964,18613,50959,AP,
18965,18614,50960,NA,
18966,18614,50960,LA,
18967,18614,50960,EMEA,
18968,18614,50960,AP,
18969,18616,50962,NA,
18970,18616,50962,LA,
18971,18616,50962,EMEA,
18972,18616,50962,AP,
18973,18696,51323,,
18974,18911,53299,NA,
18975,18911,53299,EMEA,
18976,19105,55573,NA,
18977,19105,55573,LA,
18978,19105,55573,EMEA,
18979,19105,55573,AP,
18980,19106,55574,NA,
18981,19106,55574,LA,
18982,19106,55574,EMEA,
18983,19106,55574,AP,
18984,19107,55575,NA,
18985,19107,55575,LA,
18986,19107,55575,EMEA,
18987,19107,55575,AP,
18988,19108,55576,NA,
18989,19108,55576,LA,
18990,19108,55576,EMEA,
18991,19108,55576,AP,
18992,19192,56983,NA,
18993,19192,56983,LA,
18994,19192,56983,EMEA,
18995,19192,56983,AP,
18996,19394,60432,NA,
18997,19490,61705,AP,Thailand
18998,19600,62747,,
18999,19644,63037,,
19000,19649,63080,NA,
19001,19657,63092,NA,
19002,19657,63092,LA,
19003,19657,63092,EMEA,
19004,19657,63092,AP,
19005,19726,63355,,
19006,19740,63538,NA,
19007,19740,63538,LA,
19008,19740,63538,EMEA,
19009,19740,63538,AP,
19010,19746,63706,NA,
19011,19747,63707,NA,
19012,19748,63708,NA,
19013,19750,63709,NA,
19014,19770,64000,NA,
19015,19771,64001,NA,
19016,19772,64002,NA,
19017,19773,64003,NA,
19018,19778,64008,NA,
19019,19778,64008,EMEA,
19020,19790,64201,NA,
19021,19790,64201,LA,
19022,19790,64201,EMEA,
19023,19790,64201,AP,
19024,19810,64306,NA,
19025,19810,64306,LA,
19026,19810,64306,EMEA,
19027,19810,64306,AP,
19028,19811,64307,NA,
19029,19811,64307,LA,
19030,19811,64307,EMEA,
19031,19811,64307,AP,
19032,19812,64308,NA,
19033,19812,64308,LA,
19034,19812,64308,EMEA,
19035,19812,64308,AP,
19036,15561,28747,,
19037,15637,29512,NA,
19038,15637,29512,LA,
19039,15637,29512,EMEA,
19040,15637,29512,AP,
19041,15656,29763,NA,
19042,15656,29763,LA,
19043,15656,29763,EMEA,
19044,15656,29763,AP,
19045,15746,30568,,
19046,15864,31765,NA,
19047,15864,31765,LA,
19048,15864,31765,EMEA,
19049,15864,31765,AP,
19050,16044,34418,NA,
19051,16044,34418,LA,
19052,16044,34418,EMEA,
19053,16044,34418,AP,
19054,16175,35689,,
19055,16184,35782,NA,
19056,16184,35782,LA,
19057,16184,35782,EMEA,
19058,16184,35782,AP,
19059,16300,36821,NA,
19060,16300,36821,LA,
19061,16391,37611,NA,
19062,16391,37611,LA,
19063,16407,37760,NA,
19064,16407,37760,EMEA,
19065,16413,37829,NA,
19066,16413,37829,LA,
19067,16413,37829,EMEA,
19068,16413,37829,AP,
19069,16436,38231,NA,
19070,16436,38231,LA,
19071,16436,38231,EMEA,Adapazari
19072,16436,38231,AP,
19075,16436,38231,EMEA,Izmit
19077,16447,38311,NA,
19078,16447,38311,LA,
19079,16447,38311,EMEA,
19080,16447,38311,AP,
19081,16504,38839,NA,
19082,16504,38839,LA,
19083,16504,38839,EMEA,
19084,16504,38839,AP,
19085,16600,39646,,
19086,16632,39896,NA,
19087,16632,39896,EMEA,
19088,16672,40147,,
19089,16706,40455,NA,
19090,16706,40455,LA,
19091,16706,40455,EMEA,
19092,16723,40639,NA,
19093,16723,40639,LA,
19094,16723,40639,EMEA,
19095,16723,40639,AP,
19096,16750,40770,NA,
19097,16789,41059,NA,
19098,16789,41059,EMEA,
19099,16806,41192,NA,
19100,16806,41192,LA,
19101,16806,41192,EMEA,
19102,16806,41192,AP,
19103,16836,41295,,
19104,16946,42205,,
19105,16992,42309,,
19106,16998,42389,NA,
19107,16998,42389,LA,
19108,16998,42389,EMEA,
19109,16998,42389,AP,
19110,17327,43650,,
19111,17396,43920,NA,
19112,17853,45874,,
19113,18478,50119,,
19114,18618,50963,,
19115,18666,51145,,
19116,18686,51223,NA,
19117,18686,51223,LA,
19118,18686,51223,EMEA,
19119,18686,51223,AP,
19120,18717,51464,,
19121,18880,53002,NA,
19122,18880,53002,LA,
19123,18880,53002,EMEA,
19124,18880,53002,AP,Nippon Giant
19125,18967,53640,NA,
19126,18967,53640,LA,
19127,18967,53640,EMEA,
19128,18967,53640,AP,
19129,18968,53641,EMEA,Adapazari
19130,18968,53641,EMEA,Izmit
19131,19102,55559,NA,
19132,19102,55559,LA,
19133,19102,55559,AP,
19134,19161,56245,NA,
19135,19161,56245,EMEA,
19136,19256,58180,LA,
19137,19265,58189,NA,
19138,19265,58189,LA,
19139,19285,58484,NA,
19140,19285,58484,LA,
19141,19285,58484,EMEA,
19142,19285,58484,AP,
19143,19405,60587,NA,
19144,19405,60587,LA,
19145,19405,60587,EMEA,
19146,19405,60587,AP,
19147,19406,60588,NA,
19148,19406,60588,LA,
19149,19406,60588,EMEA,
19150,19406,60588,AP,
19151,19808,64261,NA,
19152,19808,64261,LA,
19153,19808,64261,EMEA,
19154,19808,64261,AP,
19155,19824,64364,NA,
19156,19824,64364,LA,
19157,19824,64364,EMEA,
19158,19824,64364,AP,
19159,19860,64624,NA,
19160,19860,64624,EMEA,
19161,19861,64625,NA,
19162,19861,64625,EMEA,
19163,19894,64950,NA,
19164,19894,64950,LA,
19165,19894,64950,EMEA,
19166,19894,64950,AP,
19167,19895,64951,NA,
19168,19895,64951,LA,
19169,19895,64951,EMEA,
19170,19895,64951,AP,
19171,19914,65034,NA,
19172,19915,65035,NA,
19173,19916,65036,NA,
19174,19917,65037,NA,
19175,19918,65038,NA,
19176,19923,65114,NA,
19177,19923,65114,LA,
19178,19923,65114,EMEA,
19179,19923,65114,AP,
19180,19924,65115,NA,
19181,19924,65115,LA,
19182,19924,65115,EMEA,
19183,19924,65115,AP,
19184,19925,65116,NA,
19185,19925,65116,LA,
19186,19925,65116,EMEA,
19187,19925,65116,AP,
19188,19927,65118,NA,
19189,19927,65118,LA,
19190,19927,65118,EMEA,
19191,19927,65118,AP,
19192,19928,65147,NA,
19193,19933,65185,,
19194,15326,26603,,
19195,15327,26604,,
19196,15328,26605,,
19197,15384,26938,EMEA,
19198,15472,27993,LA,
19199,15485,28068,,
19200,15486,28069,,
19201,15488,28071,,
19202,15489,28072,,
19203,15497,28133,NA,
19204,15497,28133,LA,
19205,15497,28133,EMEA,
19206,15497,28133,AP,
19207,15512,28251,,
19208,15601,29259,NA,ICM*A
19209,15616,29391,,
19210,15619,29395,,
19211,15892,32033,,
19212,16234,36283,,
19213,16339,37243,NA,
19214,16339,37243,LA,
19215,16339,37243,EMEA,
19216,16339,37243,AP,
19217,16419,37952,NA,
19218,16419,37952,LA,
19219,16419,37952,EMEA,Adapazari
19220,16419,37952,AP,
19223,16419,37952,EMEA,Izmit
19225,16438,38267,,
19226,16445,38309,NA,
19227,16445,38309,LA,
19228,16445,38309,EMEA,
19229,16445,38309,AP,
19230,16629,39887,NA,
19231,16629,39887,LA,
19232,16629,39887,EMEA,
19233,16629,39887,AP,
19234,16674,40190,NA,
19235,16674,40190,LA,
19236,16674,40190,EMEA,Adapazari
19237,16674,40190,AP,
19240,16674,40190,EMEA,Izmit
19244,16674,40190,EMEA,
19245,16674,40190,AP,Nippon Giant
19246,16713,40493,NA,
19247,16713,40493,LA,
19248,16713,40493,EMEA,
19249,16713,40493,AP,
19250,16817,41228,,
19251,16819,41232,,
19252,18471,50006,,
19253,18662,51111,,
19254,18670,51181,NA,
19255,18671,51182,NA,
19256,18751,51721,NA,
19257,18752,51722,NA,
19258,18757,51727,NA,
19259,18758,51728,NA,
19260,18759,51729,NA,
19261,18768,51737,NA,
19262,18771,51740,NA,
19263,18843,52550,,
19264,18844,52551,,
19265,18845,52552,,
19266,19100,55557,NA,
19267,19100,55557,LA,
19268,19100,55557,EMEA,
19269,19100,55557,AP,
19270,19101,55558,NA,
19271,19101,55558,LA,
19272,19101,55558,EMEA,
19273,19101,55558,AP,
19274,19208,57309,EMEA,
19275,19222,57784,,
19276,19223,57785,,
19277,19254,58178,LA,
19278,19333,59708,NA,
19279,19334,59709,NA,
19280,19335,59710,NA,
19281,19336,59711,NA,
19282,19337,59712,NA,
19283,19338,59713,NA,
19284,19499,61767,NA,
19285,19500,61768,NA,
19286,19501,61769,NA,
19287,19502,61770,NA,
19288,19582,62498,NA,
19289,19583,62499,NA,
19290,19584,62500,NA,
19291,19585,62501,NA,
19292,19658,63095,NA,
19293,19658,63095,LA,
19294,19658,63095,EMEA,
19295,19658,63095,AP,
19296,15350,26717,,
19297,15394,26983,NA,
19298,15394,26983,LA,
19299,15394,26983,EMEA,
19300,15394,26983,AP,
19301,15479,28062,NA,
19302,15479,28062,LA,
19303,15479,28062,EMEA,
19304,15479,28062,AP,
19305,15522,28449,NA,
19306,15711,30262,,
19307,15852,31539,,
19308,15922,32346,,
19309,15923,32347,,
19310,15989,33894,NA,
19311,16024,34179,NA,
19312,16024,34179,LA,
19313,16024,34179,EMEA,
19314,16024,34179,AP,
19315,16073,34881,,
19316,16170,35645,NA,
19317,16170,35645,LA,
19318,16170,35645,EMEA,
19319,16170,35645,AP,
19320,16257,36472,NA,
19321,16257,36472,LA,
19322,16257,36472,EMEA,
19323,16257,36472,AP,
19324,16276,36674,EMEA,
19325,16277,36675,EMEA,
19326,16309,36874,NA,
19327,16309,36874,LA,
19328,16309,36874,EMEA,
19329,16309,36874,AP,
19330,16410,37763,,
19331,16421,37991,NA,
19332,16421,37991,LA,
19333,16421,37991,EMEA,
19334,16421,37991,AP,
19335,16457,38461,,
19336,16540,38932,NA,
19337,16640,39936,NA,
19338,16716,40576,NA,
19339,16824,41258,NA,
19340,16824,41258,LA,
19341,16824,41258,EMEA,
19342,16824,41258,AP,
19343,16838,41296,,
19344,16921,41890,NA,
19345,16921,41890,LA,
19346,16921,41890,EMEA,
19347,16921,41890,AP,
19348,17015,42473,NA,
19349,17015,42473,LA,
19350,17015,42473,EMEA,
19351,17015,42473,AP,
19352,17257,43426,NA,
19353,17257,43426,EMEA,
19354,17295,43528,,
19355,17296,43538,,
19356,17352,43698,NA,
19357,17566,44331,NA,
19358,17636,44655,AP,
19359,17639,44658,AP,
19360,17692,44795,,
19361,18493,50308,NA,
19362,18529,50382,NA,
19363,18532,50385,NA,
19364,18660,51109,NA,
19365,18660,51109,LA,
19366,18660,51109,EMEA,
19367,18660,51109,AP,
19368,18661,51110,NA,
19369,18661,51110,LA,
19370,18661,51110,EMEA,
19371,18661,51110,AP,
19372,19148,55897,,
19373,19306,58911,,
19374,19426,60743,,
19375,19752,63788,EMEA,
19376,19794,64206,,
19377,19814,64319,,
19378,19816,64324,NA,
19379,19816,64324,LA,
19380,19816,64324,EMEA,
19381,19816,64324,AP,
19382,19859,64623,,
19383,19896,64953,,
19384,19938,65220,,
19385,19939,65221,,
19386,19940,65253,NA,
19387,19940,65253,LA,
19388,19940,65253,EMEA,
19389,19940,65253,AP,
19390,19954,65417,,
19391,15352,26741,,
19392,15374,26842,LA,
19393,15375,26843,LA,
19394,15376,26844,LA,
19395,15424,27531,NA,
19396,15424,27531,LA,
19397,15424,27531,EMEA,
19398,15424,27531,AP,
19399,15492,28075,,
19400,15514,28380,,
19401,15630,29450,,
19402,15931,32418,,
19403,15994,33899,NA,
19404,16209,36107,NA,
19405,16209,36107,LA,
19406,16209,36107,EMEA,
19407,16209,36107,AP,
19408,16210,36108,NA,
19409,16210,36108,LA,
19410,16210,36108,EMEA,
19411,16210,36108,AP,
19412,16500,38806,,
19413,16512,38878,NA,
19414,16512,38878,LA,
19415,16512,38878,EMEA,
19416,16512,38878,AP,
19417,16771,40851,AP,Nippon Giant
19418,16794,41111,EMEA,
19419,16830,41290,AP,Malaysia
19420,16830,41290,AP,Thailand
19421,16830,41290,AP,Nippon Giant
19422,16830,41290,AP,Indonesia
19423,16830,41290,AP,Pulandian
19424,16858,41470,,
19425,17034,42526,,
19426,17064,42672,,
19427,17076,42727,,
19428,17216,43229,EMEA,Adapazari
19429,17216,43229,EMEA,Izmit
19430,17216,43229,EMEA,South Africa
19431,17216,43229,EMEA,DRC Kauucuk
19432,17216,43229,EMEA,Kolsan
19433,17216,43229,EMEA,Ozka Lastik ve Kaucuk Inc.
19434,17216,43229,EMEA,S and N Rubber¿
19435,17216,43229,EMEA,Vil Kaucuk San.ve Tic. Ltd Sti
19436,17392,43885,NA,
19437,17426,44051,NA,
19438,17426,44051,LA,Peru
19439,17426,44051,EMEA,
19440,17426,44051,AP,
19442,17426,44051,LA,
19444,17426,44051,AP,Thailand
19448,17426,44051,AP,Indonesia
19449,17567,44332,NA,
19450,17630,44630,NA,
19451,17630,44630,LA,
19452,17630,44630,AP,
19453,17659,44725,EMEA,
19454,17796,45504,NA,
19455,17798,45505,EMEA,
19456,17815,45657,NA,
19457,17815,45657,AP,
19458,17870,45955,,
19459,17872,45957,AP,
19460,17877,45991,,
19461,18488,50271,NA,
19462,18488,50271,LA,
19463,18488,50271,AP,
19464,18594,50852,NA,
19465,18594,50852,LA,
19466,18594,50852,EMEA,
19467,18594,50852,AP,
19468,18595,50853,NA,
19469,18595,50853,LA,
19470,18595,50853,EMEA,
19471,18595,50853,AP,
19472,18656,51079,,
19473,18780,51836,,
19474,18802,52069,AP,
19475,18863,52795,,
19476,18864,52796,,
19477,18865,52797,,
19478,18876,52926,,
19479,18976,53656,,
19480,19008,54164,NA,
19481,19082,54970,NA,
19482,19168,56251,,
19483,19169,56252,,
19484,19180,56712,NA,Medicine Hat
19485,19180,56712,LA,
19486,19180,56712,EMEA,
19487,19180,56712,AP,
19488,19180,56712,NA,Napanee
19492,19180,56712,NA,Valleyfield
19496,19180,56712,NA,
19498,19180,56712,EMEA,Adapazari
19502,19180,56712,EMEA,Izmit
19505,19180,56712,LA,Peru
19511,19180,56712,AP,Thailand
19515,19180,56712,AP,Nippon Giant
19519,19180,56712,AP,Indonesia
19520,19342,59717,,
19521,19344,59719,,
19522,19345,59720,,
19523,19347,59782,,
19524,15392,26974,,
19525,15509,28148,NA,
19526,15509,28148,LA,
19527,15509,28148,EMEA,
19528,15509,28148,AP,
19529,15638,29513,,
19530,15662,29870,NA,Medicine Hat
19531,15662,29870,LA,
19532,15662,29870,EMEA,
19533,15662,29870,NA,Napanee
19536,15662,29870,NA,Valleyfield
19539,15686,30085,,
19540,16222,36212,NA,
19541,16356,37298,NA,
19542,16356,37298,LA,
19543,16356,37298,EMEA,
19544,16356,37298,AP,
19545,16380,37568,,
19546,16395,37646,,
19547,16476,38587,NA,
19548,16758,40778,NA,
19549,16862,41473,,
19550,16875,41568,,
19551,16924,41973,NA,
19552,17004,42404,,
19553,17046,42558,,
19554,17184,43108,NA,
19555,17184,43108,EMEA,
19556,17206,43207,,
19557,17223,43238,NA,
19558,17693,44796,,
19559,17695,44798,,
19560,17838,45821,,
19561,17854,45875,,
19562,17882,45996,LA,
19563,18482,50231,,
19564,18483,50232,NA,
19565,18525,50379,,
19566,18744,51673,,
19567,19302,58700,NA,
19568,19302,58700,EMEA,
19569,19303,58701,NA,
19570,19303,58701,EMEA,
19571,19304,58702,NA,
19572,19304,58702,EMEA,
19573,19372,60261,NA,
19574,19372,60261,LA,
19575,19372,60261,EMEA,
19576,19372,60261,AP,
19577,19382,60271,,
19578,19395,60433,NA,
19579,19396,60434,NA,
19580,19460,61141,,
19581,19506,61817,NA,
19582,19506,61817,LA,
19583,19506,61817,EMEA,Adapazari
19586,19506,61817,EMEA,Izmit
19587,19536,61938,NA,
19588,19536,61938,LA,
19589,19536,61938,EMEA,
19590,19536,61938,AP,
19591,19537,61939,NA,
19592,19537,61939,LA,
19593,19537,61939,EMEA,
19594,19537,61939,AP,
19595,19538,61940,NA,
19596,19538,61940,LA,
19597,19538,61940,EMEA,
19598,19538,61940,AP,
19599,19539,61941,NA,
19600,19539,61941,LA,
19601,19539,61941,EMEA,
19602,19539,61941,AP,
19603,19540,61942,NA,
19604,19540,61942,LA,
19605,19540,61942,EMEA,
19606,19540,61942,AP,
19607,19541,61943,NA,
19608,19541,61943,LA,
19609,19541,61943,EMEA,
19610,19541,61943,AP,
19611,19542,61944,NA,
19612,19542,61944,LA,
19613,19542,61944,EMEA,
19614,19542,61944,AP,
19615,19663,63101,NA,
19616,19663,63101,LA,
19617,19663,63101,EMEA,
19618,19663,63101,AP,
19619,19665,63103,NA,
19620,19665,63103,LA,
19621,19665,63103,EMEA,
19622,19665,63103,AP,
19623,19668,63105,,
19624,19669,63106,,
19625,19672,63191,AP,
19626,19681,63203,NA,
19627,19681,63203,LA,
19628,19681,63203,EMEA,
19629,19681,63203,AP,
19630,19683,63205,AP,
19631,19685,63207,NA,
19632,19685,63207,LA,
19633,19685,63207,AP,
19634,19687,63209,NA,
19635,19687,63209,LA,
19636,19687,63209,EMEA,
19637,19687,63209,AP,
19638,19689,63211,LA,
19639,19692,63214,NA,
19640,19692,63214,LA,
19641,19692,63214,AP,
19642,19694,63216,NA,
19643,19694,63216,LA,
19644,19694,63216,EMEA,
19645,19694,63216,AP,
19646,19696,63218,AP,
19647,19776,64006,NA,
19648,19777,64007,NA,
19649,19788,64160,,
19650,19837,64528,NA,
19651,15301,26540,NA,
19652,15301,26540,LA,
19653,15301,26540,EMEA,
19654,15301,26540,AP,
19655,15353,26742,NA,
19656,15353,26742,LA,
19657,15353,26742,AP,
19658,15546,28528,NA,
19659,15546,28528,LA,
19660,15546,28528,EMEA,
19661,15546,28528,AP,
19662,15684,30082,EMEA,Adapazari
19663,15684,30082,EMEA,Izmit
19664,15687,30087,,
19665,15695,30199,,
19666,15761,30691,NA,
19667,15761,30691,LA,
19668,15761,30691,EMEA,
19669,15761,30691,AP,
19670,15965,33446,,
19671,15992,33897,NA,
19672,16142,35335,,
19673,16156,35519,,
19674,16160,35523,,
19675,16161,35524,,
19676,16266,36631,NA,
19677,16306,36868,NA,
19678,16306,36868,LA,
19679,16306,36868,EMEA,
19680,16306,36868,AP,
19681,16743,40711,NA,
19682,16743,40711,LA,
19683,16743,40711,EMEA,
19684,16743,40711,AP,
19685,16748,40768,NA,
19686,16843,41387,NA,
19687,16843,41387,LA,
19688,16843,41387,EMEA,
19689,16843,41387,AP,
19690,16971,42272,,
19691,17085,42755,,
19692,17193,43139,,
19693,17439,44067,NA,
19694,17439,44067,LA,
19695,17439,44067,EMEA,
19696,17439,44067,AP,
19697,17485,44192,NA,
19698,17878,45992,,
19699,17879,45993,,
19700,17880,45994,,
19701,17924,46096,NA,
19702,17934,46226,NA,
19703,17934,46226,LA,
19704,17934,46226,EMEA,
19705,17934,46226,AP,
19706,18474,50083,NA,
19707,18474,50083,LA,
19708,18474,50083,EMEA,
19709,18474,50083,AP,
19710,18722,51520,,
19711,18792,51900,,
19712,18793,51901,,
19713,18978,53727,,
19714,18980,53728,,
19715,18981,53729,,
19716,18983,53801,,
19717,19078,54960,NA,
19718,19078,54960,LA,
19719,19078,54960,EMEA,
19720,19078,54960,AP,
19721,19081,54963,NA,
19722,19081,54963,LA,
19723,19081,54963,EMEA,
19724,19081,54963,AP,
19725,19124,55658,NA,
19726,19124,55658,AP,
19727,19170,56253,NA,
19728,19170,56253,LA,
19729,19170,56253,EMEA,
19730,19170,56253,AP,
19731,19196,57065,EMEA,
19732,19224,57786,,
19733,19225,57787,,
19734,19226,57788,,
19735,19228,57790,,
19736,19229,57791,,
19737,19230,57792,,
19738,19231,57793,,
19739,19232,57794,,
19740,19233,57795,,
19741,19346,59781,,
19742,19574,62491,NA,
19743,19576,62493,NA,
19744,19781,64012,,
19745,15403,27026,NA,
19746,15412,27127,,
19747,15611,29382,NA,
19748,15611,29382,LA,
19749,15611,29382,EMEA,
19750,15611,29382,AP,
19751,15768,30796,NA,
19752,15768,30796,LA,
19753,15768,30796,EMEA,
19754,15768,30796,AP,
19755,15929,32412,,
19756,15939,32666,,
19757,15946,33251,,
19758,15966,33506,,
19759,15979,33646,NA,
19760,16068,34822,NA,
19761,16068,34822,LA,
19762,16068,34822,EMEA,
19763,16068,34822,AP,Nippon Giant
19764,16111,35169,,
19765,16112,35170,,
19766,16166,35609,NA,
19767,16166,35609,LA,
19768,16166,35609,AP,
19769,16190,36052,NA,
19770,16190,36052,LA,
19771,16190,36052,EMEA,
19772,16191,36053,NA,
19773,16191,36053,LA,
19774,16191,36053,EMEA,
19775,16192,36054,NA,
19776,16192,36054,LA,
19777,16192,36054,EMEA,
19778,16193,36055,NA,
19779,16193,36055,LA,
19780,16193,36055,EMEA,
19781,16194,36056,NA,
19782,16194,36056,LA,
19783,16194,36056,EMEA,
19784,16195,36057,NA,
19785,16195,36057,LA,
19786,16195,36057,EMEA,
19787,16319,36994,NA,
19788,16319,36994,LA,
19789,16319,36994,EMEA,
19790,16319,36994,AP,
19791,16409,37762,NA,
19792,16409,37762,EMEA,
19793,16429,38118,NA,
19794,16430,38148,NA,
19795,16430,38148,LA,
19796,16430,38148,EMEA,
19797,16430,38148,AP,
19798,16431,38149,,
19799,16833,41292,,
19800,16890,41648,AP,
19801,16918,41883,NA,
19802,16918,41883,LA,
19803,16918,41883,EMEA,
19804,16918,41883,AP,
19805,16930,41999,NA,
19806,16930,41999,LA,
19807,16930,41999,EMEA,
19808,16930,41999,AP,
19809,16962,42241,,
19810,17048,42561,,
19811,17154,43003,NA,
19812,18541,50423,NA,
19813,18541,50423,LA,
19814,18541,50423,EMEA,
