,AP_PGM_ID,PGM_ID,REGION_FOR_SOS_APPROVAL,PROH_PLANT_NAME
4565,7075,12541,EMEA,
4566,7082,12582,NA,
4567,7082,12582,LA,
4568,7082,12582,EMEA,
4569,7082,12582,AP,
4570,7085,12585,EMEA,Debica
4571,7099,12701,LA,
4572,7099,12701,EMEA,
4573,7099,12701,AP,
4574,7101,12721,NA,Gadsden
4575,7101,12721,LA,
4576,7111,12765,NA,Danville
4577,7111,12765,LA,
4578,7116,12784,LA,Peru
4579,7117,12785,LA,Venezuela
4580,7131,12847,,
4581,7134,12850,,
4582,7160,12952,EMEA,
4583,7176,12965,NA,
4584,7176,12965,LA,
4585,7176,12965,EMEA,
4586,7176,12965,AP,
4587,7179,12968,NA,
4588,7179,12968,LA,
4589,7179,12968,EMEA,
4590,7179,12968,AP,
4591,7180,12969,NA,
4592,7180,12969,LA,
4593,7180,12969,EMEA,
4594,7180,12969,AP,
4595,7191,12977,NA,
4596,7191,12977,LA,
4597,7191,12977,EMEA,
4598,7191,12977,AP,
4599,7200,12983,NA,
4600,7200,12983,LA,
4601,7200,12983,EMEA,
4602,7200,12983,AP,
4603,7201,12984,EMEA,
4604,7225,13003,LA,Venezuela
4605,7250,13024,NA,
4606,7250,13024,LA,
4607,7250,13024,EMEA,
4608,7250,13024,AP,
4609,7259,13032,NA,
4610,7259,13032,LA,
4611,7259,13032,EMEA,
4612,7259,13032,AP,
4613,7266,13038,NA,
4614,7273,13045,NA,
4615,7278,13050,NA,
4616,7278,13050,LA,
4617,7278,13050,EMEA,
4618,7278,13050,AP,
4619,6945,11841,EMEA,
4620,6946,11842,NA,
4621,6947,11843,EMEA,
4622,6951,11881,NA,
4623,6951,11881,LA,
4624,6951,11881,EMEA,
4625,6951,11881,AP,
4626,6952,11882,NA,
4627,6952,11882,LA,
4628,6952,11882,EMEA,
4629,6952,11882,AP,
4630,6956,11902,NA,
4631,6956,11902,LA,
4632,6956,11902,EMEA,
4633,6956,11902,AP,
4634,6961,11921,NA,
4635,6961,11921,LA,
4636,6961,11921,EMEA,
4637,6961,11921,AP,
4638,6969,11981,EMEA,Montlucon
4639,6988,12084,NA,
4640,6991,12121,NA,
4641,6998,12162,NA,
4642,6999,12181,,
4643,7009,12207,NA,
4644,7009,12207,LA,
4645,7009,12207,EMEA,
4646,7009,12207,AP,
4647,7017,12241,NA,
4648,7017,12241,LA,
4649,7017,12241,EMEA,
4650,7017,12241,AP,
4651,7027,12285,EMEA,
4652,7034,12342,NA,
4653,7034,12342,LA,
4654,7034,12342,EMEA,
4655,7034,12342,AP,
4656,7047,12421,AP,Ballabgarh
4657,7049,12441,,
4658,7071,12531,NA,
4659,7071,12531,LA,
4660,7071,12531,EMEA,
4661,7071,12531,AP,
4662,7076,12542,EMEA,
4663,7114,12782,,
4664,7123,12823,NA,
4665,7123,12823,LA,
4666,7123,12823,EMEA,
4667,7123,12823,AP,Dalian
4668,7133,12849,,
4669,7139,12861,NA,
4670,7139,12861,LA,
4671,7139,12861,EMEA,
4672,7139,12861,AP,
4673,7149,12943,NA,
4674,7149,12943,LA,
4675,7149,12943,EMEA,
4676,7149,12943,AP,
4677,7159,12951,EMEA,
4678,7173,12962,NA,
4679,7173,12962,LA,
4680,7173,12962,EMEA,
4681,7173,12962,AP,
4682,7174,12963,NA,
4683,7174,12963,LA,
4684,7174,12963,EMEA,
4685,7174,12963,AP,
4686,7184,12972,NA,
4687,7184,12972,LA,
4688,7184,12972,EMEA,
4689,7184,12972,AP,
4690,7189,12976,NA,
4691,7205,12986,NA,
4692,7205,12986,LA,
4693,7205,12986,EMEA,
4694,7205,12986,AP,
4695,7210,12991,NA,
4696,7210,12991,LA,
4697,7210,12991,EMEA,
4698,7210,12991,AP,
4699,7231,13007,NA,
4700,7231,13007,LA,
4701,7231,13007,EMEA,
4702,7231,13007,AP,
4703,6971,12001,,
4704,6972,12002,LA,
4705,6982,12042,NA,
4706,6982,12042,LA,
4707,6982,12042,EMEA,
4708,6982,12042,AP,
4709,6985,12081,EMEA,
4710,7003,12201,NA,
4711,7003,12201,LA,
4712,7003,12201,EMEA,
4713,7003,12201,AP,
4714,7006,12204,NA,
4715,7006,12204,LA,
4716,7006,12204,EMEA,
4717,7006,12204,AP,
4718,7014,12222,AP,Taiwan
4719,7019,12261,NA,
4720,7019,12261,LA,
4721,7019,12261,EMEA,
4722,7019,12261,AP,
4723,7023,12281,EMEA,
4724,7026,12284,EMEA,
4725,7033,12341,NA,
4726,7033,12341,LA,
4727,7033,12341,EMEA,
4728,7033,12341,AP,
4729,7035,12343,NA,
4730,7044,12402,NA,
4731,7044,12402,LA,
4732,7044,12402,EMEA,
4733,7044,12402,AP,
4734,7045,12403,NA,
4735,7045,12403,LA,
4736,7045,12403,EMEA,
4737,7045,12403,AP,
4738,7066,12526,NA,
4739,7066,12526,LA,
4740,7081,12581,NA,
4741,7081,12581,LA,
4742,7081,12581,EMEA,
4743,7081,12581,AP,
4744,7083,12583,EMEA,Debica
4745,7084,12584,EMEA,Debica
4746,7089,12621,,
4747,7094,12644,NA,
4748,7103,12723,NA,
4749,7107,12761,NA,
4750,7107,12761,LA,
4751,7107,12761,EMEA,
4752,7107,12761,AP,
4753,7119,12801,,
4754,7127,12843,,
4755,7141,12881,EMEA,
4756,7142,12882,,
4757,7143,12901,NA,
4758,7155,12948,NA,
4759,7155,12948,LA,
4760,7155,12948,EMEA,
4761,7155,12948,AP,
4762,7157,12949,NA,Danville
4763,7157,12949,LA,
4764,7157,12949,EMEA,
4765,7157,12949,AP,
4766,7161,12953,EMEA,
4767,7163,12955,EMEA,
4768,7186,12974,NA,
4769,7186,12974,LA,
4770,7186,12974,AP,
4771,7219,12998,NA,
4772,7219,12998,LA,
4773,7219,12998,EMEA,
4774,7219,12998,AP,
4775,7227,13004,AP,
4776,7232,13008,NA,
4777,6941,11801,AP,
4778,6957,11903,NA,
4779,6957,11903,LA,
4780,6957,11903,EMEA,
4781,6957,11903,AP,
4782,6959,11905,NA,
4783,6959,11905,LA,
4784,6959,11905,EMEA,
4785,6959,11905,AP,
4786,6967,11963,EMEA,
4787,6983,12061,NA,
4788,6983,12061,LA,
4789,6983,12061,EMEA,
4790,6983,12061,AP,
4791,6993,12141,NA,
4792,6993,12141,LA,
4793,6993,12141,EMEA,
4794,6993,12141,AP,
4795,6994,12142,NA,
4796,6994,12142,LA,
4797,6994,12142,EMEA,
4798,6994,12142,AP,
4799,7005,12203,NA,
4800,7005,12203,LA,
4801,7005,12203,EMEA,
4802,7005,12203,AP,
4803,7020,12262,NA,
4804,7020,12262,LA,
4805,7020,12262,EMEA,
4806,7020,12262,AP,
4807,7024,12282,EMEA,
4808,7036,12344,NA,
4809,7037,12345,NA,
4810,7037,12345,LA,
4811,7037,12345,EMEA,
4812,7037,12345,AP,
4813,7041,12381,NA,
4814,7041,12381,LA,
4815,7041,12381,EMEA,
4816,7041,12381,AP,
4817,7053,12481,NA,
4818,7054,12482,NA,
4819,7062,12522,EMEA,
4820,7067,12527,NA,
4821,7067,12527,LA,
4822,7072,12532,AP,
4823,7079,12561,NA,
4824,7079,12561,LA,
4825,7079,12561,EMEA,
4826,7079,12561,AP,
4827,7093,12643,NA,
4828,7102,12722,NA,
4829,7121,12821,NA,
4830,7121,12821,LA,
4831,7121,12821,EMEA,
4832,7121,12821,AP,
4833,7158,12950,NA,
4834,7158,12950,LA,
4835,7158,12950,EMEA,
4836,7158,12950,AP,
4837,7162,12954,NA,
4838,7162,12954,LA,
4839,7162,12954,EMEA,
4840,7162,12954,AP,
4841,7171,12960,NA,
4842,7171,12960,LA,
4843,7171,12960,EMEA,
4844,7175,12964,NA,
4845,7175,12964,LA,
4846,7175,12964,EMEA,
4847,7175,12964,AP,
4848,7177,12966,NA,
4849,7177,12966,LA,
4850,7177,12966,EMEA,
4851,7177,12966,AP,
4852,7178,12967,NA,
4853,7178,12967,LA,
4854,7178,12967,EMEA,
4855,7178,12967,AP,
4856,7185,12973,NA,
4857,7185,12973,LA,
4858,7185,12973,AP,
4859,7187,12975,NA,
4860,7187,12975,LA,
4861,7187,12975,EMEA,
4862,7187,12975,AP,
4863,7222,13001,NA,
4864,7222,13001,LA,
4865,7222,13001,EMEA,
4866,7222,13001,AP,
4867,7294,13065,NA,
4868,7294,13065,LA,
4869,7300,13070,NA,Chem Beaumont
4870,7314,13078,EMEA,South Africa
4871,7315,13079,EMEA,Wolverhampton
4872,7316,13080,EMEA,Wolverhampton
4873,7318,13082,,
4874,7331,13091,AP,
4875,7333,13092,NA,
4876,7346,13102,NA,
4877,7351,13105,,
4878,7359,13111,,
4879,7362,13113,NA,
4880,7362,13113,LA,
4881,7362,13113,EMEA,
4882,7362,13113,AP,
4883,7369,13119,NA,
4884,7369,13119,LA,
4885,7369,13119,EMEA,
4886,7369,13119,AP,
4887,7373,13121,NA,
4888,7373,13121,LA,
4889,7373,13121,EMEA,
4890,7373,13121,AP,
4891,7375,13122,NA,
4892,7375,13122,LA,
4893,7375,13122,EMEA,
4894,7375,13122,AP,
4895,7391,13133,NA,
4896,7391,13133,LA,
4897,7391,13133,EMEA,
4898,7391,13133,AP,
4899,7393,13134,EMEA,
4900,7395,13135,NA,
4901,7395,13135,LA,
4902,7395,13135,EMEA,
4903,7395,13135,AP,
4904,7397,13136,NA,
4905,7424,13155,NA,
4906,7425,13156,NA,
4907,7425,13156,LA,
4908,7432,13161,NA,
4909,7432,13161,LA,
4910,7432,13161,EMEA,
4911,7432,13161,AP,
4912,7433,13162,EMEA,
4913,7452,13174,NA,
4914,7452,13174,LA,
4915,7452,13174,AP,
4916,7456,13177,NA,
4917,7488,13203,NA,
4918,7497,13210,EMEA,
4919,7505,13217,NA,
4920,7505,13217,LA,
4921,7505,13217,EMEA,
4922,7505,13217,AP,
4923,7509,13221,LA,Venezuela
4924,7513,13224,NA,
4925,7513,13224,LA,
4926,7513,13224,EMEA,
4927,7513,13224,AP,
4928,7520,13230,EMEA,Philippsburg
4929,7521,13231,EMEA,Sava
4930,7527,13234,NA,
4931,7527,13234,LA,
4932,7527,13234,EMEA,
4933,7527,13234,AP,
4934,7285,13056,NA,
4935,7285,13056,LA,
4936,7285,13056,EMEA,
4937,7285,13056,AP,
4938,7293,13064,NA,
4939,7293,13064,LA,
4940,7293,13064,EMEA,
4941,7293,13064,AP,
4942,7295,13066,NA,
4943,7295,13066,LA,
4944,7295,13066,EMEA,
4945,7295,13066,AP,
4946,7305,13073,EMEA,
4947,7335,13094,NA,
4948,7335,13094,LA,
4949,7335,13094,EMEA,
4950,7335,13094,AP,
4951,7337,13096,NA,
4952,7337,13096,LA,
4953,7337,13096,EMEA,
4954,7337,13096,AP,
4955,7363,13114,NA,
4956,7363,13114,LA,
4957,7363,13114,EMEA,
4958,7363,13114,AP,
4959,7366,13116,NA,
4960,7366,13116,LA,
4961,7366,13116,EMEA,
4962,7366,13116,AP,
4963,7368,13118,NA,
4964,7368,13118,LA,
4965,7368,13118,EMEA,
4966,7368,13118,AP,
4967,7383,13128,NA,
4968,7383,13128,LA,
4969,7383,13128,EMEA,
4970,7383,13128,AP,
4971,7387,13131,NA,
4972,7387,13131,LA,
4973,7387,13131,EMEA,
4974,7387,13131,AP,
4975,7416,13148,NA,
4976,7416,13148,LA,
4977,7416,13148,EMEA,
4978,7416,13148,AP,
4979,7480,13197,NA,Medicine Hat
4980,7485,13200,NA,Medicine Hat
4981,7489,13204,NA,
4982,7490,13205,NA,
4983,7523,13232,NA,Topeka
4984,7533,13238,NA,
4985,7533,13238,LA,
4986,7533,13238,EMEA,
4987,7533,13238,AP,
4988,7555,13254,NA,
4989,7555,13254,LA,
4990,7555,13254,EMEA,
4991,7555,13254,AP,
4992,7563,13259,NA,
4993,7563,13259,LA,
4994,7563,13259,EMEA,
4995,7563,13259,AP,
4996,7565,13260,NA,
4997,7565,13260,LA,
4998,7565,13260,EMEA,
4999,7565,13260,AP,
5000,7567,13261,NA,
5001,7567,13261,LA,
5002,7567,13261,EMEA,
5003,7567,13261,AP,
5004,7568,13262,NA,
5005,7568,13262,LA,
5006,7568,13262,EMEA,
5007,7568,13262,AP,
5008,7325,13087,NA,
5009,7325,13087,LA,
5010,7325,13087,EMEA,
5011,7325,13087,AP,
5012,7328,13089,NA,
5013,7328,13089,LA,
5014,7328,13089,EMEA,
5015,7328,13089,AP,
5016,7384,13129,NA,Chem Houston
5017,7401,13139,NA,
5018,7401,13139,LA,
5019,7401,13139,EMEA,
5020,7401,13139,AP,
5021,7403,13140,NA,
5022,7403,13140,LA,
5023,7403,13140,EMEA,
5024,7403,13140,AP,
5025,7415,13147,NA,
5026,7427,13157,NA,
5027,7434,13163,EMEA,
5028,7437,13165,NA,
5029,7437,13165,LA,
5030,7437,13165,EMEA,
5031,7437,13165,AP,
5032,7455,13176,NA,Chem Houston
5033,7459,13180,LA,
5034,7459,13180,EMEA,
5035,7461,13181,NA,
5036,7461,13181,LA,
5037,7461,13181,AP,
5038,7462,13182,LA,Americana
5039,7463,13183,LA,
5040,7483,13199,NA,
5041,7486,13201,NA,
5042,7486,13201,LA,
5043,7486,13201,EMEA,
5044,7486,13201,AP,
5045,7506,13218,NA,
5046,7506,13218,LA,
5047,7506,13218,EMEA,
5048,7506,13218,AP,
5049,7508,13220,LA,Venezuela
5050,7518,13228,EMEA,Fuerstenwalde
5051,7540,13243,EMEA,
5052,7545,13248,EMEA,
5053,7549,13251,NA,
5054,7549,13251,LA,
5055,7549,13251,EMEA,
5056,7549,13251,AP,
5057,7557,13255,NA,
5058,7558,13256,NA,
5059,7558,13256,LA,
5060,7558,13256,EMEA,
5061,7558,13256,AP,
5062,7571,13264,AP,
5063,7573,13265,NA,
5064,7573,13265,LA,
5065,7573,13265,EMEA,
5066,7573,13265,AP,
5067,7575,13266,EMEA,
5068,7576,13267,EMEA,
5069,7577,13268,NA,Buffalo / Tonawanda
5070,7577,13268,EMEA,
5071,7577,13268,NA,
5072,7577,13268,EMEA,Montlucon
5073,7578,13269,EMEA,
5074,7579,13270,NA,
5075,7579,13270,LA,
5076,7579,13270,EMEA,
5077,7579,13270,AP,
5078,7581,13271,NA,
5079,7581,13271,LA,
5080,7581,13271,EMEA,
5081,7581,13271,AP,
5082,7583,13272,NA,
5083,7583,13272,LA,
5084,7583,13272,EMEA,
5085,7583,13272,AP,
5086,7584,13273,NA,
5087,7584,13273,LA,
5088,7584,13273,EMEA,
5089,7584,13273,AP,
5090,7585,13274,AP,
5091,7286,13057,NA,
5092,7286,13057,LA,
5093,7286,13057,EMEA,
5094,7286,13057,AP,
5095,7287,13058,NA,
5096,7287,13058,LA,
5097,7287,13058,EMEA,
5098,7287,13058,AP,
5099,7321,13085,NA,
5100,7321,13085,LA,
5101,7321,13085,EMEA,
5102,7321,13085,AP,
5103,7327,13088,NA,
5104,7327,13088,LA,
5105,7327,13088,EMEA,
5106,7327,13088,AP,
5107,7329,13090,AP,
5108,7334,13093,NA,
5109,7334,13093,LA,
5110,7334,13093,EMEA,
5111,7334,13093,AP,
5112,7336,13095,NA,
5113,7347,13103,NA,
5114,7349,13104,NA,
5115,7349,13104,LA,
5116,7349,13104,EMEA,
5117,7349,13104,AP,
5118,7358,13110,,
5119,7361,13112,NA,
5120,7361,13112,LA,
5121,7377,13123,EMEA,
5122,7379,13125,NA,
5123,7379,13125,LA,
5124,7379,13125,EMEA,
5125,7379,13125,AP,
5126,7385,13130,NA,
5127,7385,13130,LA,
5128,7385,13130,EMEA,
5129,7385,13130,AP,
5130,7417,13149,NA,
5131,7417,13149,LA,
5132,7417,13149,EMEA,
5133,7417,13149,AP,
5134,7430,13159,NA,
5135,7431,13160,NA,
5136,7439,13167,NA,
5137,7441,13168,NA,
5138,7441,13168,LA,
5139,7441,13168,EMEA,
5140,7441,13168,AP,
5141,7449,13172,NA,
5142,7449,13172,LA,
5143,7449,13172,EMEA,
5144,7449,13172,AP,
5145,7466,13185,NA,
5146,7466,13185,LA,
5147,7466,13185,EMEA,
5148,7466,13185,AP,
5149,7475,13192,NA,ICM*A
5150,7476,13193,NA,Napanee
5151,7477,13194,NA,Fayetteville
5152,7478,13195,NA,Fayetteville
5153,7479,13196,NA,Gadsden
5154,7532,13237,NA,
5155,7532,13237,LA,
5156,7532,13237,EMEA,
5157,7532,13237,AP,
5158,7536,13240,NA,
5159,7536,13240,LA,
5160,7536,13240,EMEA,
5161,7536,13240,AP,
5162,7559,13257,NA,
5163,7559,13257,LA,
5164,7559,13257,EMEA,
5165,7559,13257,AP,
5166,7569,13263,NA,
5167,7303,13072,AP,
5168,7307,13074,NA,
5169,7313,13077,EMEA,Luxembourg
5170,7317,13081,NA,
5171,7317,13081,LA,
5172,7317,13081,EMEA,
5173,7317,13081,AP,
5174,7323,13086,NA,
5175,7341,13098,NA,
5176,7341,13098,LA,
5177,7341,13098,EMEA,
5178,7341,13098,AP,
5179,7342,13099,NA,
5180,7342,13099,LA,
5181,7345,13101,NA,
5182,7367,13117,NA,
5183,7367,13117,LA,
5184,7367,13117,EMEA,
5185,7367,13117,AP,
5186,7371,13120,,
5187,7378,13124,NA,
5188,7421,13152,NA,
5189,7421,13152,LA,
5190,7421,13152,EMEA,
5191,7421,13152,AP,
5192,7423,13154,NA,
5193,7438,13166,LA,
5194,7471,13190,NA,Medicine Hat
5195,7473,13191,NA,Medicine Hat
5196,7487,13202,NA,
5197,7491,13206,NA,
5198,7491,13206,LA,
5199,7493,13207,NA,
5200,7493,13207,LA,
5201,7493,13207,EMEA,
5202,7493,13207,AP,
5203,7495,13208,NA,
5204,7495,13208,LA,
5205,7495,13208,EMEA,
5206,7495,13208,AP,
5207,7496,13209,NA,
5208,7496,13209,LA,
5209,7496,13209,EMEA,
5210,7496,13209,AP,
5211,7507,13219,NA,
5212,7507,13219,LA,
5213,7507,13219,EMEA,
5214,7507,13219,AP,
5215,7515,13225,NA,
5216,7515,13225,LA,Americana
5217,7515,13225,EMEA,
5218,7515,13225,AP,
5219,7516,13226,NA,
5220,7516,13226,LA,Americana
5221,7516,13226,EMEA,
5222,7516,13226,AP,
5223,7517,13227,EMEA,Wolverhampton
5224,7519,13229,EMEA,Fulda
5225,7525,13233,AP,
5226,7531,13236,NA,
5227,7531,13236,LA,
5228,7531,13236,EMEA,
5229,7531,13236,AP,Nippon Giant
5230,7535,13239,,
5231,7537,13241,,
5232,7548,13250,,
5233,7553,13253,EMEA,
5234,7561,13258,NA,
5235,7561,13258,LA,
5236,7561,13258,EMEA,
5237,7561,13258,AP,
5238,7284,13055,NA,
5239,7284,13055,LA,
5240,7284,13055,EMEA,
5241,7284,13055,AP,
5242,7297,13067,NA,
5243,7297,13067,LA,
5244,7297,13067,EMEA,
5245,7297,13067,AP,
5246,7309,13075,NA,
5247,7343,13100,LA,
5248,7343,13100,EMEA,
5249,7343,13100,AP,
5250,7352,13106,,
5251,7365,13115,NA,
5252,7365,13115,LA,
5253,7365,13115,EMEA,
5254,7365,13115,AP,
5255,7389,13132,,
5256,7399,13138,NA,
5257,7399,13138,LA,
5258,7399,13138,EMEA,
5259,7399,13138,AP,
5260,7405,13141,NA,
5261,7405,13141,LA,
5262,7405,13141,EMEA,
5263,7405,13141,AP,
5264,7406,13142,NA,
5265,7406,13142,LA,
5266,7406,13142,EMEA,
5267,7406,13142,AP,
5268,7407,13143,NA,
5269,7407,13143,LA,
5270,7407,13143,EMEA,
5271,7409,13144,LA,Sao Paulo
5272,7411,13145,NA,
5273,7411,13145,LA,
5274,7411,13145,EMEA,
5275,7411,13145,AP,
5276,7419,13150,NA,
5277,7419,13150,LA,
5278,7419,13150,EMEA,
5279,7419,13150,AP,
5280,7422,13153,NA,
5281,7422,13153,LA,
5282,7422,13153,EMEA,
5283,7422,13153,AP,
5284,7443,13169,LA,
5285,7445,13170,NA,
5286,7445,13170,LA,
5287,7445,13170,EMEA,
5288,7445,13170,AP,
5289,7453,13175,,
5290,7467,13186,NA,
5291,7467,13186,LA,
5292,7467,13186,EMEA,
5293,7467,13186,AP,
5294,7468,13187,NA,
5295,7468,13187,LA,
5296,7468,13187,EMEA,
5297,7468,13187,AP,
5298,7469,13188,NA,
5299,7469,13188,LA,
5300,7469,13188,EMEA,
5301,7469,13188,AP,
5302,7470,13189,NA,ICM*A
5303,7499,13211,NA,Medicine Hat
5304,7500,13212,NA,
5305,7500,13212,LA,
5306,7500,13212,EMEA,
5307,7500,13212,AP,
5308,7512,13223,,
5309,7551,13252,,
5310,10979,16332,NA,
5311,10979,16332,LA,
5312,10979,16332,EMEA,
5313,10979,16332,AP,
5314,7283,13054,NA,
5315,7283,13054,LA,
5316,7283,13054,EMEA,
5317,7283,13054,AP,
5318,7288,13059,NA,
5319,7288,13059,LA,
5320,7288,13059,EMEA,
5321,7288,13059,AP,
5322,7289,13060,NA,
5323,7289,13060,LA,
5324,7290,13061,NA,
5325,7290,13061,LA,
5326,7291,13062,NA,
5327,7291,13062,LA,
5328,7292,13063,NA,
5329,7292,13063,LA,
5330,7299,13069,,
5331,7301,13071,,
5332,7311,13076,NA,Danville
5333,7319,13083,,
5334,7320,13084,,
5335,7339,13097,NA,
5336,7339,13097,LA,
5337,7339,13097,EMEA,
5338,7339,13097,AP,
5339,7353,13107,NA,
5340,7353,13107,LA,
5341,7353,13107,EMEA,
5342,7353,13107,AP,
5343,7355,13108,NA,
5344,7355,13108,LA,
5345,7355,13108,EMEA,
5346,7355,13108,AP,
5347,7357,13109,,
5348,7380,13126,NA,
5349,7380,13126,LA,
5350,7380,13126,EMEA,
5351,7380,13126,AP,
5352,7381,13127,NA,
5353,7381,13127,LA,
5354,7381,13127,EMEA,
5355,7381,13127,AP,
5356,7398,13137,NA,
5357,7413,13146,NA,
5358,7413,13146,LA,
5359,7413,13146,EMEA,
5360,7413,13146,AP,
5361,7420,13151,NA,
5362,7420,13151,LA,
5363,7420,13151,EMEA,
5364,7420,13151,AP,
5365,7435,13164,,
5366,7447,13171,NA,
5367,7447,13171,LA,
5368,7447,13171,EMEA,
5369,7447,13171,AP,
5370,7451,13173,NA,
5371,7451,13173,LA,
5372,7451,13173,EMEA,
5373,7451,13173,AP,
5374,7465,13184,,
5375,7481,13198,NA,ICM*A
5376,7504,13216,EMEA,
5377,7511,13222,NA,
5378,7511,13222,LA,
5379,7511,13222,EMEA,
5380,7511,13222,AP,
5381,7529,13235,NA,
5382,7529,13235,LA,
5383,7529,13235,EMEA,
5384,7529,13235,AP,
5385,7539,13242,EMEA,
5386,7541,13244,EMEA,
5387,7542,13245,EMEA,
5388,7543,13246,EMEA,
5389,7544,13247,EMEA,
5390,7547,13249,NA,
5391,7547,13249,LA,
5392,7547,13249,EMEA,
5393,7547,13249,AP,
5394,7595,13281,NA,
5395,7609,13292,,
5396,7632,13311,EMEA,Sava
5397,7639,13315,NA,
5398,7639,13315,LA,
5399,7639,13315,EMEA,
5400,7639,13315,AP,
5401,7645,13320,NA,
5402,7645,13320,LA,
5403,7645,13320,EMEA,
5404,7645,13320,AP,
5405,7651,13324,NA,
5406,7651,13324,LA,
5407,7651,13324,EMEA,
5408,7651,13324,AP,
5409,7671,13340,LA,
5410,7676,13344,NA,
5411,7676,13344,LA,
5412,7676,13344,EMEA,
5413,7676,13344,AP,
5414,7691,13355,,
5415,7741,13393,NA,
5416,7741,13393,LA,
5417,7741,13393,EMEA,
5418,7741,13393,AP,
5419,7761,13412,NA,
5420,7762,13413,NA,
5421,7781,13427,NA,
5422,7781,13427,LA,
5423,7781,13427,EMEA,
5424,7781,13427,AP,
5425,7790,13434,NA,Chem Beaumont
5426,7798,13439,NA,
5427,7798,13439,LA,
5428,7798,13439,EMEA,
5429,7798,13439,AP,
5430,7807,13447,LA,
5431,7807,13447,EMEA,
5432,7807,13447,AP,
5433,7808,13448,NA,
5434,7808,13448,LA,
5435,7808,13448,EMEA,
5436,7808,13448,AP,
5437,7821,13461,NA,
5438,7821,13461,LA,
5439,7821,13461,EMEA,
5440,7821,13461,AP,
5441,7826,13466,NA,
5442,7826,13466,LA,
5443,7826,13466,EMEA,
5444,7826,13466,AP,
5445,7831,13470,EMEA,
5446,7835,13474,NA,
5447,7835,13474,LA,
5448,7835,13474,EMEA,
5449,7835,13474,AP,
5450,7843,13480,NA,
5451,7866,13497,NA,
5452,7867,13498,NA,
5453,7873,13503,NA,
5454,7873,13503,LA,
5455,7873,13503,EMEA,
5456,7873,13503,AP,
5457,7875,13504,,
5458,7881,13509,NA,
5459,7881,13509,LA,
5460,7881,13509,EMEA,
5461,7881,13509,AP,
5462,7893,13521,NA,
5463,7893,13521,LA,
5464,7893,13521,EMEA,
5465,7893,13521,AP,
5466,7895,13522,NA,Buffalo / Tonawanda
5467,7900,13525,NA,
5468,7900,13525,LA,
5469,7900,13525,EMEA,
5470,7900,13525,AP,
5471,7915,13538,NA,
5472,7915,13538,LA,
5473,7921,13543,,
5474,7929,13550,,
5475,7599,13283,NA,Chem Houston
5476,7604,13287,NA,Chem Houston
5477,7623,13304,NA,
5478,7623,13304,LA,
5479,7623,13304,EMEA,
5480,7623,13304,AP,
5481,7629,13308,EMEA,Debica
5482,7642,13318,,
5483,7647,13321,NA,
5484,7647,13321,LA,
5485,7647,13321,EMEA,
5486,7647,13321,AP,
5487,7657,13328,AP,
5488,7665,13335,NA,
5489,7665,13335,LA,
5490,7665,13335,EMEA,
5491,7665,13335,AP,
5492,7667,13337,NA,
5493,7667,13337,LA,
5494,7667,13337,EMEA,
5495,7667,13337,AP,
5496,7673,13341,AP,
5497,7681,13348,NA,
5498,7681,13348,LA,
5499,7681,13348,EMEA,
5500,7681,13348,AP,
5501,7682,13349,NA,
5502,7682,13349,LA,
5503,7682,13349,EMEA,
5504,7682,13349,AP,
5505,7708,13369,NA,
5506,7708,13369,LA,
5507,7708,13369,EMEA,
5508,7708,13369,AP,
5509,7721,13378,NA,
5510,7721,13378,LA,
5511,7721,13378,EMEA,
5512,7721,13378,AP,
5513,7736,13388,NA,
5514,7736,13388,LA,
5515,7736,13388,EMEA,
5516,7736,13388,AP,
5517,7768,13417,NA,
5518,7799,13440,NA,
5519,7799,13440,LA,
5520,7799,13440,EMEA,
5521,7799,13440,AP,
5522,7823,13463,,
5523,7833,13472,EMEA,
5524,7839,13477,NA,
5525,7855,13490,,
5526,7857,13492,,
5527,7883,13510,NA,
5528,7883,13510,LA,
5529,7883,13510,EMEA,
5530,7883,13510,AP,
5531,7891,13519,NA,
5532,7892,13520,NA,
5533,7892,13520,LA,
5534,7892,13520,EMEA,
5535,7892,13520,AP,
5536,7914,13537,NA,
5537,7914,13537,LA,
5538,7914,13537,EMEA,
5539,7914,13537,AP,
5540,7920,13542,,
5541,7932,13553,,
5542,7933,13554,,
5543,7934,13555,,
5544,7936,13557,,
5545,7938,13559,,
5546,7939,13560,,
5547,7940,13561,NA,
5548,7941,13562,NA,
5549,7941,13562,LA,
5550,7941,13562,EMEA,
5551,7941,13562,AP,
5552,7942,13563,,
5553,7591,13278,NA,
5554,7591,13278,LA,
5555,7591,13278,EMEA,
5556,7591,13278,AP,
5557,7600,13284,NA,
5558,7600,13284,LA,
5559,7600,13284,EMEA,
5560,7600,13284,AP,
5561,7612,13295,NA,
5562,7612,13295,LA,
5563,7612,13295,EMEA,
5564,7612,13295,AP,
5565,7615,13298,NA,
5566,7615,13298,LA,
5567,7615,13298,EMEA,
5568,7615,13298,AP,
5569,7653,13325,LA,
5570,7656,13327,AP,
5571,7659,13329,NA,
5572,7659,13329,LA,
5573,7659,13329,EMEA,
5574,7659,13329,AP,
5575,7669,13338,NA,
5576,7669,13338,LA,
5577,7669,13338,EMEA,
5578,7669,13338,AP,
5579,7695,13359,LA,
5580,7696,13360,NA,
5581,7697,13361,LA,
5582,7701,13364,NA,
5583,7701,13364,LA,
