PGM_ID,ATTACHMENT_ID,FILE_PATH,CYCLE_ID,SCREEN_SECTION_ID,SCREEN_SECTION,ATT_URL_FLAG
6793,14065,/ttspool/mis/1260184224534_RMI1343 DG-A .xls,0,1003,on click of 'Send Mail Button' available in Auth to trial (SC-RAW),F
6793,14067,/ttspool/mis/1260185647759_RMI1343 DG-B .xls,0,1003,on click of 'Send Mail Button' available in Auth to trial (SC-RAW),F
14078,39601,/ttspool/mis/1316524541120_rmi 1318 dg_a.xls,0,1003,on click of 'Send Mail Button' available in Auth to trial (SC-RAW),F
5,2,/ttspool/mis/1207827404353_Code 1011 rev # 8 proposal 1.doc,1,500,Material Engineer Initial Spec Creation,F
5,32,/ttspool/mis/1207857332771_Doc1.doc,1,506,Supplier Compliant,F
44,45,/ttspool/mis/1207943235020_Jiangsu.Diphenylamine.COA.doc,1,212,COA Received,F
184,201,/ttspool/mis/1208455396834_Magnic MSDS.pdf,1,1010,Attach MSDS,F
1,261,/ttspool/mis/1208801386929_X0005765.CrudeBd.doc,1,226,on click of 'Send Mail' available in the Spec Section,F
1,262,/ttspool/mis/1208807390632_CCO TPC CC4 Spec Summary.xls,1,226,on click of 'Send Mail' available in the Spec Section,F
1,343,/ttspool/mis/1209146075858_X0005765.html,1,223,on click of 'Send Mail Button' available in Add SAP Section,F
181,365,/ttspool/mis/1209390520566_MSDS Leibax Quingdao Tianshi.doc,1,1010,Attach MSDS,F
133,381,/ttspool/mis/1209395236418_MSDS_Shandong Shanxian_Adamax.pdf,1,1010,Attach MSDS,F
429,409,/ttspool/mis/1209483118140_Akrochem (Nubiola) GP58 UM Blue MSDS.pdf,1,1010,Attach MSDS,F
435,414,/ttspool/mis/1209493389931_CohedurD331MSDS.pdf.zip,1,1010,Attach MSDS,F
182,441,/ttspool/mis/1209541801152_MSDS_Louisax ex Lanxess.pdf,1,1010,Attach MSDS,F
178,481,/ttspool/mis/1209581053828_ConvertedFabric_AddendumR2.pdf,1,107,Inputs for generation of experimental code ,F
30,503,/ttspool/mis/1209651005302_Avalon.MSDS.BHT.doc,1,1010,Attach MSDS,F
501,504,/ttspool/mis/1209651174781_Avalon.MSDS.BHT.doc,1,1010,Attach MSDS,F
505,512,/ttspool/mis/1209655143288_AgTax.BEARTAX.MSDS.pdf,1,1010,Attach MSDS,F
506,513,/ttspool/mis/1209655437401_Nanjing.MSDS.TIPA.doc,1,1010,Attach MSDS,F
530,514,/ttspool/mis/1209662613220_bg_stone_white_2.gif,1,290,Inputs for generation of experimental code ,F
531,516,/ttspool/mis/1209670074266_PROCUREMENT PROCESS.doc,1,290,Inputs for generation of experimental code ,F
546,527,/ttspool/mis/1209750419771_MSDS.HF.Anhydrous.pdf,1,1010,Attach MSDS,F
531,529,/ttspool/mis/1209754458478_hiking spree.pdf,1,341,Spec Creation Section,F
432,545,/ttspool/mis/1209999555109_Gum Rosin WW-X MSDS.doc,1,1010,Attach MSDS,F
433,546,/ttspool/mis/1210000397731_COLOPHONY MSDS.doc,1,1010,Attach MSDS,F
529,547,/ttspool/mis/1210001021054_Univar.Gelite.MSDS.pdf,1,1010,Attach MSDS,F
182,561,/ttspool/mis/1210007028303_louisax-o.html,1,77,Final Spec sent to Supplier ?   ,F
438,581,/ttspool/mis/1210015842798_MSDS Zinc Oxide.doc,1,1010,Attach MSDS,F
562,608,/ttspool/mis/1210083181598_droflic.html,1,529,Final Spec sent to Supplier ?   ,F
584,609,/ttspool/mis/1210084240138_MSDS.HF.Anhydrous.pdf,1,1010,Attach MSDS,F
585,610,/ttspool/mis/1210097051943_c228.html,1,77,Final Spec sent to Supplier ?   ,F
1,623,/ttspool/mis/1210099368320_Prebudic Revision 0.doc,1,256,Spec draft Posted,F
642,702,/ttspool/mis/1210247923646_ULTRA-FLEX EPO 33 (preliminary).pdf,1,206,MSDS,F
584,719,/ttspool/mis/1210269429428_Droflic Revision 3.doc,1,77,Final Spec sent to Supplier ?   ,F
661,782,/ttspool/mis/1210690772378_Scorchguard O 1512G MSDS.pdf,1,1010,Attach MSDS,F
661,783,/ttspool/mis/1210690772379_Scorchguard O Technical Data Sheet.pdf,1,1010,Attach MSDS,F
701,785,/ttspool/mis/1210699713581_RHENOGRAN S-80 MSDS.pdf,1,1010,Attach MSDS,F
701,786,/ttspool/mis/1210699713582_RHENOGRAN S-80 Product Data Sheet.pdf,1,1010,Attach MSDS,F
703,805,/ttspool/mis/1210763032462_MSDS MgO I.doc,1,1010,Attach MSDS,F
721,812,/ttspool/mis/1210776423382_X0002767 MSDS.pdf,1,1010,Attach MSDS,F
761,841,/ttspool/mis/1210925518338_MSDS Zinc White Harzsiegel CF soft granulated ex Norzinco.pdf,1,1010,Attach MSDS,F
801,861,/ttspool/mis/1210945800831_MSDS natural rubber all grades.pdf,1,1010,Attach MSDS,F
363,871,/ttspool/mis/1210957431391_New Berolic MSDS.pdf,1,1010,Attach MSDS,F
185,876,/ttspool/mis/1210964780783_NDG Butyl 068 MSDS.doc,1,1010,Attach MSDS,F
867,983,/ttspool/mis/1211217848059_MSDS.pdf,1,1010,Attach MSDS,F
801,1001,/ttspool/mis/1211289743277_Nimbo rev - 4 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
801,1002,/ttspool/mis/1211289806175_Nimbo rev - 4 final accpt(gocpl).doc,1,76,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
881,1010,/ttspool/mis/1211298917666_Nimbo rev - 4 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
881,1011,/ttspool/mis/1211298951943_Nimbo rev - 4 final accpt(gocpl).doc,1,76,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
882,1013,/ttspool/mis/1211300512935_Nimbo rev - 4 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
882,1014,/ttspool/mis/1211300539930_Nimbo rev - 4 final accpt(gocpl).doc,1,76,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
883,1016,/ttspool/mis/1211300916252_Nimbo rev - 4 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
883,1017,/ttspool/mis/1211300943693_Nimbo rev - 4 final accpt(gocpl).doc,1,76,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
873,1019,/ttspool/mis/1211304476908_Resin 14370 MSDS.pdf,1,1010,Attach MSDS,F
874,1021,/ttspool/mis/1211305477505_Ultramarine Blue 51 MSDS.pdf,1,1010,Attach MSDS,F
872,1022,/ttspool/mis/1211305742093_Skywic rev - 1 final spec.doc,1,529,Final Spec sent to Supplier ?   ,F
642,1043,/ttspool/mis/1211378192194_ULTRA-FLEX EPO 33-05-08.docx,1,206,MSDS,F
921,1044,/ttspool/mis/1211378415468_MSDS_Duslo Sulfenax TBBS.pdf,1,1010,Attach MSDS,F
943,1046,/ttspool/mis/1211388644642_U02T rev.1.pdf,1,107,Inputs for generation of experimental code ,F
943,1055,/ttspool/mis/1211390836324_U02T rev.1.pdf,1,153,Final Spec sent to Supplier ?   ,F
947,1057,/ttspool/mis/1211392000279_U03T rev.1.pdf,1,107,Inputs for generation of experimental code ,F
947,1058,/ttspool/mis/1211392145672_U03T rev.1.pdf,1,153,Final Spec sent to Supplier ?   ,F
921,1101,/ttspool/mis/1211544832559_Kerwax-O rev - 3 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
921,1102,/ttspool/mis/1211544875906_Kerwax-O rev - 3  final accpt(duslo).doc,1,77,Final Spec sent to Supplier ?   ,F
362,1161,/ttspool/mis/1211980258629_MSDS(HXCHEM-CBS).doc,1,1010,Attach MSDS,F
945,1162,/ttspool/mis/1211980419485_MSDS(HXCHEM-TBBS).doc,1,1010,Attach MSDS,F
781,1173,/ttspool/mis/1211985592173_Apfelite rev - 0 proposal 1.doc,1,257,Spec Creation Section ,F
781,1174,/ttspool/mis/1211985621175_Apfelite rev - 0 proposal 1 reply (S.A.).doc,1,257,Spec Creation Section ,F
944,1201,/ttspool/mis/1212065819101_MSDS.MBTS.X0005920.Adamax.pdf,1,1010,Attach MSDS,F
982,1202,/ttspool/mis/1212065966927_MSDS.TBBS.X0005921.Kerwax.pdf,1,1010,Attach MSDS,F
993,1203,/ttspool/mis/1212066055512_MSDS.DCBS.X0005919.Citax.pdf,1,1010,Attach MSDS,F
1061,1206,/ttspool/mis/1212072279861_Seiferic.doc,1,257,Spec Creation Section ,F
1101,1241,/ttspool/mis/1212167073966_Rionic MSDS.pdf,1,1104,Attach MSDS,F
1121,1261,/ttspool/mis/1212408265358_IDCBS.1.0.pdf,1,1010,Attach MSDS,F
301,1361,/ttspool/mis/1212598155136_3+2x.35 UT.pdf,1,290,Inputs for generation of experimental code ,F
643,1362,/ttspool/mis/1212598392729_EP.pdf,1,107,Inputs for generation of experimental code ,F
1203,1404,/ttspool/mis/1212678124669_MSDS.OCTOSOL 853.pdf,1,1010,Attach MSDS,F
1301,1442,/ttspool/mis/1212753933473_MSDS RENACIT 11 WG Lanxess.pdf,1,1010,Attach MSDS,F
178,1451,/ttspool/mis/1212770802496_Base Codes Am_old.pdf,1,123,on click of 'Send Mail' available in the Treatment Req Spec Section ,F
178,1450,/ttspool/mis/1212770802496_Base Codes Lux.pdf,1,123,on click of 'Send Mail' available in the Treatment Req Spec Section ,F
1223,1452,/ttspool/mis/1212772639018_4+3x.35UT.pdf,1,107,Inputs for generation of experimental code ,F
1224,1453,/ttspool/mis/1212772720150_1x.21 18x.185 UT.pdf,1,107,Inputs for generation of experimental code ,F
181,1455,/ttspool/mis/1212780220590_Leibax rev - 10 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
181,1456,/ttspool/mis/1212780248554_Leibax rev - 10 final accpt(zha).doc,1,77,Final Spec sent to Supplier ?   ,F
885,1461,/ttspool/mis/1213006224109_MSDS Rubbond HM72.pdf,1,9,MSDS Measure,F
885,1462,/ttspool/mis/1213006450217_MSDS Rubbond HM72.pdf,1,1010,Attach MSDS,F
1342,1463,/ttspool/mis/1213008850090_MSDS Rubbond HM 65 .pdf,1,9,MSDS Measure,F
1342,1464,/ttspool/mis/1213008993008_MSDS Rubbond HM 65 .pdf,1,1010,Attach MSDS,F
1343,1465,/ttspool/mis/1213009853100_MSDS Resilene.pdf,1,9,MSDS Measure,F
1343,1466,/ttspool/mis/1213009867110_MSDS resilen (french).pdf,1,9,MSDS Measure,F
1343,1467,/ttspool/mis/1213010107450_MSDS Resilene.pdf,1,1010,Attach MSDS,F
1343,1468,/ttspool/mis/1213010107454_MSDS resilen (french).pdf,1,1010,Attach MSDS,F
1344,1469,/ttspool/mis/1213010726747_MSDS DUREZ31459 SU Bakelite Spain.pdf,1,9,MSDS Measure,F
1344,1470,/ttspool/mis/1213010823704_MSDS DUREZ31459 SU Bakelite Spain.pdf,1,1010,Attach MSDS,F
1345,1471,/ttspool/mis/1213012230539_GLR 806-Yixing Guoli.pdf,1,9,MSDS Measure,F
1345,1472,/ttspool/mis/1213012373092_GLR801 MSDS.doc,1,1010,Attach MSDS,F
1345,1473,/ttspool/mis/1213012373096_GLR 806-Yixing Guoli.pdf,1,1010,Attach MSDS,F
1345,1474,/ttspool/mis/1213012604932_GLR801 MSDS.doc,1,9,MSDS Measure,F
1347,1475,/ttspool/mis/1213014312798_SI Group-Shanghai Co  Ltd  SP-1068 MSDS.PDF,1,9,MSDS Measure,F
1347,1476,/ttspool/mis/1213019469648_SI Group-Shanghai Co  Ltd  SP-1068 MSDS.PDF,1,1010,Attach MSDS,F
561,1478,/ttspool/mis/1213021735452_Cornic rev - 0 proposal 1.doc,1,257,Spec Creation Section ,F
561,1479,/ttspool/mis/1213021767851_Cornic rev - 0 proposal 1 reply (moment.).doc,1,257,Spec Creation Section ,F
641,1482,/ttspool/mis/1213022107606_Code 1789 rev - 0 proposal 1.doc,1,257,Spec Creation Section ,F
641,1483,/ttspool/mis/1213022139984_Code 1789 rev - 0 proposal 1 reply (moment.).doc,1,257,Spec Creation Section ,F
179,1502,/ttspool/mis/1213035783094_Base Codes Am.pdf,1,107,Inputs for generation of experimental code ,F
1321,1523,/ttspool/mis/1213116044999_Germax rev - 3 final spec.doc,1,529,Final Spec sent to Supplier ?   ,F
1321,1524,/ttspool/mis/1213116070358_Germax rev - 3 final accpt(rt).doc,1,529,Final Spec sent to Supplier ?   ,F
1224,1525,/ttspool/mis/1213118515845_1x.21 18x.185 UT.pdf,1,152,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
1401,1541,/ttspool/mis/1213193015145_MSDS Kirana Megatara 010105.doc,1,1010,Attach MSDS,F
1102,1542,/ttspool/mis/1213196432059_Montanic MSDS.doc,1,1104,Attach MSDS,F
1346,1633,/ttspool/mis/1213354111546_MSDS Rosnic ex Deepak.pdf,1,1010,Attach MSDS,F
1473,1634,/ttspool/mis/1213356639330_MSDS Extensoil 1471.pdf,1,1010,Attach MSDS,F
1501,1641,/ttspool/mis/1213360081453_IPOL Rubber Oil 1421-Sah Petroleums.pdf,1,1010,Attach MSDS,F
1502,1642,/ttspool/mis/1213361280325_MSDS Tudalen SX 500 .pdf,1,1010,Attach MSDS,F
1541,1681,/ttspool/mis/1213620667222_MSDS Ubepol VCR-412 ex TSR.pdf,1,1010,Attach MSDS,F
1585,1722,/ttspool/mis/1213639912034_X0005192 MSDS.pdf,1,1104,Attach MSDS,F
1521,1741,/ttspool/mis/1213712632969_MSDS EUROPRENE SBR 1739.pdf,1,1010,Attach MSDS,F
1223,1761,/ttspool/mis/1213721313572_GL3004.pdf,1,153,Final Spec sent to Supplier ?   ,F
432,1803,/ttspool/mis/1213790969336_Romax rev - 5 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
432,1804,/ttspool/mis/1213790996493_Romax rev - 5 final accpt(resinas).doc,1,77,Final Spec sent to Supplier ?   ,F
1643,1825,/ttspool/mis/1213812744817_MSDS.pdf,1,1104,Attach MSDS,F
1643,1826,/ttspool/mis/1213812757940_Product Notification.061808.pdf,1,1104,Attach MSDS,F
823,1841,/ttspool/mis/1213882663370_Code 805 rev - 15 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
823,1842,/ttspool/mis/1213882718549_Code 805 rev - 15 final accpt (cont).doc,1,77,Final Spec sent to Supplier ?   ,F
1602,1865,/ttspool/mis/1213903383803_MSDS.Univar.pdf,1,1010,Attach MSDS,F
1602,1866,/ttspool/mis/1213903396831_MIBK.PDS.Shell.pdf,1,1010,Attach MSDS,F
1644,1867,/ttspool/mis/1213903462365_MSDS.Univar.pdf,1,1010,Attach MSDS,F
1644,1868,/ttspool/mis/1213903462382_MIBK.PDS.Eastman.doc,1,1010,Attach MSDS,F
1061,1881,/ttspool/mis/1213961440654_Seiferic rev - 0 proposal 1.doc,1,257,Spec Creation Section ,F
1061,1882,/ttspool/mis/1213961473637_Seiferic  rev - 0 proposal 1 reply (hans).doc,1,257,Spec Creation Section ,F
1061,1883,/ttspool/mis/1213961969519_Seiferic rev - 0 final spec.doc,1,252,Final Spec sent to Supplier ?   ,F
1061,1884,/ttspool/mis/1213961991759_Seiferic rev - 0  final accpt(barbe).doc,1,252,Final Spec sent to Supplier ?   ,F
31,1885,/ttspool/mis/1213962994259_EYMT 515.pdf,1,107,Inputs for generation of experimental code ,F
31,1886,/ttspool/mis/1213963010831_V000002.pdf,1,107,Inputs for generation of experimental code ,F
1061,1901,/ttspool/mis/1214234222896_Seiferic rev - 0  final accpt_barbe_.pdf,1,253,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
642,1902,/ttspool/mis/1214239440332_Hermine rev - 0 proposal 1.doc,1,257,Spec Creation Section ,F
642,1903,/ttspool/mis/1214239470785_Hermine  rev - 0 proposal 1 reply.doc,1,257,Spec Creation Section ,F
381,1904,/ttspool/mis/1214239716126_Jamarite rev - 0 proposal 1.doc,1,257,Spec Creation Section ,F
381,1905,/ttspool/mis/1214239739415_Jamerite  rev - 0 proposal 1 reply.doc,1,257,Spec Creation Section ,F
31,1906,/ttspool/mis/1214249533664_V000002.pdf,1,153,Final Spec sent to Supplier ?   ,F
31,1907,/ttspool/mis/1214249545732_EYMT 515.pdf,1,153,Final Spec sent to Supplier ?   ,F
31,1908,/ttspool/mis/1214249586983_V000002.pdf,1,152,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
31,1909,/ttspool/mis/1214249595118_EYMT 515.pdf,1,152,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
544,1951,/ttspool/mis/1214399895831_GTC1192SL-spec for GY Luxemburg.xls,1,107,Inputs for generation of experimental code ,F
544,1950,/ttspool/mis/1214399895831_I06RY28.xls,1,107,Inputs for generation of experimental code ,F
544,1952,/ttspool/mis/1214399895832_GTC1192SL-spec forGY China.xls,1,107,Inputs for generation of experimental code ,F
1743,1962,/ttspool/mis/1214488262568_COA.6.20.08.pdf,1,1010,Attach MSDS,F
1743,1963,/ttspool/mis/1214488262569_CoverLetter.6.20.08.pdf,1,1010,Attach MSDS,F
1681,2041,/ttspool/mis/1214846689914_MSDS.Univar.pdf,1,1010,Attach MSDS,F
1681,2042,/ttspool/mis/1214846689948_MIBK.PDS.Dow.pdf,1,1010,Attach MSDS,F
1623,2043,/ttspool/mis/1214852731852_Material Characterization Form - Fiber Rev00.xls,1,107,Inputs for generation of experimental code ,F
1623,2044,/ttspool/mis/1214852731858_711K Yarn Spec.pdf,1,107,Inputs for generation of experimental code ,F
1623,2045,/ttspool/mis/1214854312041_EYMK_514.pdf,1,107,Inputs for generation of experimental code ,F
1821,2064,/ttspool/mis/1214924167174_Spec Elliptic Rev 0 signed.pdf,1,257,Spec Creation Section ,F
921,2081,/ttspool/mis/1215448167854_Kerwax-O rev - 3 signed final accpt(duslo).doc,1,76,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
921,2082,/ttspool/mis/1215448275357_Kerwax-O rev - 3 signed final accpt(duslo).doc,1,76,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
1821,2083,/ttspool/mis/1215450538236_Elliptic rev - 0 final spec.doc,1,252,Final Spec sent to Supplier ?   ,F
1821,2084,/ttspool/mis/1215450563811_Elliptic rev - 0 final accpt(dow).doc,1,252,Final Spec sent to Supplier ?   ,F
1821,2085,/ttspool/mis/1215450719317_Elliptic rev - 0 signed final accpt(dow).doc,1,253,on click of 'Send Mail' in Final pec accepted by Supplier Section,F
1661,2145,/ttspool/mis/1215776933388_SLF30H41 rev - 2 final spec.doc,1,529,Final Spec sent to Supplier ?   ,F
1661,2146,/ttspool/mis/1215776960327_SLF30H41 rev - 2 final accpt.doc,1,529,Final Spec sent to Supplier ?   ,F
1661,2161,/ttspool/mis/1215785153356_SLF30H41rev - 2 signed final accept.doc,1,529,Final Spec sent to Supplier ?   ,F
33,2162,/ttspool/mis/1215786297438_V00003.pdf,1,107,Inputs for generation of experimental code ,F
1901,2163,/ttspool/mis/1215787348118_MSDS.CBS.Sample.pdf,1,1010,Attach MSDS,F
1346,2221,/ttspool/mis/1216120494370_MSDS Rosnic ex Deepak.pdf,1,35,MSDS,F
1264,2222,/ttspool/mis/1216133105691_Khimprom - Wal-Mar.jpg,1,449,Letter From Supplier to Agent Received Section,F
1984,2245,/ttspool/mis/1216215652361_AHR - msds.doc,1,1010,Attach MSDS,F
2002,2265,/ttspool/mis/1216285200600_MSDS Unseline ex Shell .pdf,1,1104,Attach MSDS,F
1984,2281,/ttspool/mis/1216306400407_Huntsman-Servochem Documents.pdf,1,23,Agent Compliant ,F
1344,2290,/ttspool/mis/1216389431428_MSDS DUREZ31459 SU Bakelite Spain.pdf,1,35,MSDS,F
1701,2302,/ttspool/mis/1216660844531_MSDS.Sovchem.CTP.Oil.Powder.pdf,1,1010,Attach MSDS,F
1701,2303,/ttspool/mis/1216660844535_PDS.Sovchem.CTP.pdf,1,1010,Attach MSDS,F
1701,2304,/ttspool/mis/1216660844541_Sample.COA.pdf,1,1010,Attach MSDS,F
1623,2332,/ttspool/mis/1216749539942_Y000003_N.pdf,1,107,Inputs for generation of experimental code ,F
1984,2334,/ttspool/mis/1216752526230_Code 72 rev - 5 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
1984,2335,/ttspool/mis/1216752561214_Code 72 rev - 5 final accpt.doc,1,77,Final Spec sent to Supplier ?   ,F
1583,2336,/ttspool/mis/1216754892612_Nylon 66 Yarn 1400dTex.pdf,1,107,Inputs for generation of experimental code ,F
1583,2337,/ttspool/mis/1216754917617_Nylon 66 Yarn 2100dTex.pdf,1,107,Inputs for generation of experimental code ,F
1583,2338,/ttspool/mis/1216754935081_Nylon 66 Yarn  940dTex.pdf,1,107,Inputs for generation of experimental code ,F
1742,2341,/ttspool/mis/1216811949461_GTC2663SA.pdf,1,107,Inputs for generation of experimental code ,F
1801,2342,/ttspool/mis/1216812804284_GTC3562YF.pdf,1,107,Inputs for generation of experimental code ,F
1802,2343,/ttspool/mis/1216813055879_GTC3563YF.pdf,1,107,Inputs for generation of experimental code ,F
2101,2361,/ttspool/mis/1216820656284_MSDS.Citax.O.Binder.Change.pdf,1,1104,Attach MSDS,F
2101,2362,/ttspool/mis/1216820656312_COA.Citax.O.Binder.Change.Sample.pdf,1,1104,Attach MSDS,F
2101,2363,/ttspool/mis/1216820656313_Citax.O.Binder.Change.6.27.08.pdf,1,1104,Attach MSDS,F
2102,2364,/ttspool/mis/1216821024436_Sylfat 95C.pdf,1,1010,Attach MSDS,F
1581,2365,/ttspool/mis/1216823799592_YARN Spec N6 940.pdf,1,107,Inputs for generation of experimental code ,F
1581,2366,/ttspool/mis/1216823819702_YARN Spec N6 1400.pdf,1,107,Inputs for generation of experimental code ,F
1582,2367,/ttspool/mis/1216824464214_YARN Spec N6 1880.pdf,1,107,Inputs for generation of experimental code ,F
1582,2368,/ttspool/mis/1216824464214_Yarn Spec N6 2100dTex.pdf,1,107,Inputs for generation of experimental code ,F
281,2374,/ttspool/mis/1216901760658_Deerbax rev - 1 final spec.doc,1,529,Final Spec sent to Supplier ?   ,F
281,2375,/ttspool/mis/1216901783919_Deerbax rev - 1 final accpt.doc,1,529,Final Spec sent to Supplier ?   ,F
2083,2406,/ttspool/mis/1216979116912_SUNSIME TBBS EU MSDS.doc,1,1010,Attach MSDS,F
133,2421,/ttspool/mis/1216996981182_Adamax-O rev - 7 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
133,2422,/ttspool/mis/1216997002035_Adamax-O rev - 7 final accpt(shandong) .doc,1,77,Final Spec sent to Supplier ?   ,F
2321,2506,/ttspool/mis/1217440905167_Lebronic rev - 0 proposal 1.doc,1,257,Spec Creation Section ,F
2321,2507,/ttspool/mis/1217440927855_Lebronic rev - 0 proposal 1 reply.doc,1,257,Spec Creation Section ,F
2387,2561,/ttspool/mis/1217604434926_Kemai-Brenntag-Colombia.pdf,1,424,Agent Compliant ,F
1721,2621,/ttspool/mis/1217934247779_Odorless Fine Tyre Reclaimed Rubber.pdf,1,1010,Attach MSDS,F
2501,2681,/ttspool/mis/1218024259989_MSDS.HYDROQUINONE.INHIBITOR.GRADE.htm,1,1010,Attach MSDS,F
2501,2682,/ttspool/mis/1218024379795_COA.Hydroquinone.pdf,1,1010,Attach MSDS,F
2387,2724,/ttspool/mis/1218225112555_Business Cooperation Kemai-Brenntag.pdf,1,449,Letter From Supplier to Agent Received Section,F
1243,2741,/ttspool/mis/1218453669667_EE.pdf,1,107,Inputs for generation of experimental code ,F
2602,2742,/ttspool/mis/1218454976958_MSDS Propic ex Voronesh.pdf,1,1104,Attach MSDS,F
2603,2743,/ttspool/mis/1218460220036_MSDS DUREZ31459 SU Bakelite Spain.pdf,1,1010,Attach MSDS,F
2621,2744,/ttspool/mis/1218461161845_MSDS DUREZ31459 SU Bakelite Spain.pdf,1,1010,Attach MSDS,F
2392,2762,/ttspool/mis/1218546413680_Code 299 rev - 26 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
2392,2763,/ttspool/mis/1218546499677_Code 299 rev - 26 final accpt(longxing).doc,1,77,Final Spec sent to Supplier ?   ,F
2441,2764,/ttspool/mis/1218547035254_Code 510 rev - 33 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
2441,2765,/ttspool/mis/1218547067806_Code 510 rev - 33 final accpt(longxing).doc,1,77,Final Spec sent to Supplier ?   ,F
2641,2768,/ttspool/mis/1218551757430_Detrite rev - 2 final accpt.doc,1,529,Final Spec sent to Supplier ?   ,F
2641,2769,/ttspool/mis/1218551789596_Detrite rev -  2 final spec.doc,1,529,Final Spec sent to Supplier ?   ,F
2233,2821,/ttspool/mis/1218714008132_PureSulphurS-100.pdf,1,1010,Attach MSDS,F
2233,2822,/ttspool/mis/1218714008159_PureSulphurS-100TechData.pdf,1,1010,Attach MSDS,F
605,2823,/ttspool/mis/1218714492061_Y000001_Vietnam QJ.pdf,1,107,Inputs for generation of experimental code ,F
605,2824,/ttspool/mis/1218714537310_V00001_Vietnam QJ28.pdf,1,107,Inputs for generation of experimental code ,F
2221,2825,/ttspool/mis/1218717033815_copsacidRprima.pdf,1,1010,Attach MSDS,F
703,2826,/ttspool/mis/1218717372740_Code 210-A rev - 13 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
703,2827,/ttspool/mis/1218717399169_Code 210-A rev - 13 final accpt(scora).doc,1,77,Final Spec sent to Supplier ?   ,F
721,2861,/ttspool/mis/1218821510156_Dirosic rev - 2 final spec .doc,1,77,Final Spec sent to Supplier ?   ,F
721,2862,/ttspool/mis/1218821535839_Dirosic rev - 2  final accpt(mira).doc,1,77,Final Spec sent to Supplier ?   ,F
2701,2901,/ttspool/mis/1219066131923_Code 1380 rev - 0 proposal 1.doc,1,257,Spec Creation Section ,F
2701,2902,/ttspool/mis/1219066165615_Code 1380 rev - 0 proposal 1 reply.doc,1,257,Spec Creation Section ,F
1401,2904,/ttspool/mis/1219075161906_Nighto rev -1 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
1401,2905,/ttspool/mis/1219075267549_Nighto rev - 1 final accpt(djambi).doc,1,77,Final Spec sent to Supplier ?   ,F
2085,2921,/ttspool/mis/1219137024851_MSDS_Phenax_Shandong_Shangxian.pdf,1,1010,Attach MSDS,F
2721,2922,/ttspool/mis/1219145641384_JSC Khimpro-Wal-Mar.pdf,1,449,Letter From Supplier to Agent Received Section,F
584,2941,/ttspool/mis/1219233909108_Droflic rev - 3  final accpt (honeyw).doc,1,77,Final Spec sent to Supplier ?   ,F
2742,2946,/ttspool/mis/1219256842365_X0005192 MSDS.pdf,1,1104,Attach MSDS,F
2743,2947,/ttspool/mis/1219257410490_X0005192 MSDS.pdf,1,1104,Attach MSDS,F
2744,2948,/ttspool/mis/1219258011044_Magnic MSDS.pdf,1,1104,Attach MSDS,F
1841,2966,/ttspool/mis/1219328159188_Efremov - Konimpex.pdf,1,449,Letter From Supplier to Agent Received Section,F
281,2982,/ttspool/mis/1219426585450_Deerbax rev - 1 signed  final accpt.doc,1,530,Close Program ,F
2390,3023,/ttspool/mis/1219760432340_Code 405 rev - 28 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
2390,3024,/ttspool/mis/1219760493262_Code 405 rev - 28 final accpt(longxing).doc,1,77,Final Spec sent to Supplier ?   ,F
1521,3026,/ttspool/mis/1219770465354_Cheffic rev - 1 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
1521,3027,/ttspool/mis/1219770492906_Cheffic rev - 1 final accpt(polim).doc,1,77,Final Spec sent to Supplier ?   ,F
1343,3028,/ttspool/mis/1219775402337_Indic rev - 8 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
1343,3029,/ttspool/mis/1219775423030_Indic rev - 8 final accpt (aventel).doc,1,77,Final Spec sent to Supplier ?   ,F
885,3031,/ttspool/mis/1219776408315_Milnic rev - 4 final spec.doc,1,77,Final Spec sent to Supplier ?   ,F
