PGM_ID,HSE_ID,HSE_MEASURE_ID,CODE,MEASURE_STATUS,PROH_PLANT_NAME,REGION_NAME,MEASURE_CMNTS,CODE_DESC
15514,9403,114,KKDIK,U,Colombia,LA,Not applicable as this material is to be used in LA only.,Korean Existing Chemicals Inventory
15514,9403,116,ENCS,U,Colombia,LA,Not applicable as this material is to be used in LA only.,Taiwan Existing and New Chemical Notification
15516,9641,90,MSDS,Y,Lawton,EMEA,,MSDS Requirement
15516,9641,90,MSDS,Y,Lawton,LA,,MSDS Requirement
15516,9641,90,MSDS,Y,Lawton,North America,,MSDS Requirement
15516,9641,90,MSDS,Y,Lawton,AP,,MSDS Requirement
15516,9641,91,TSCA,Y,Lawton,North America,,TSCA Certificate
15516,9641,91,TSCA,Y,Lawton,LA,,TSCA Certificate
15516,9641,91,TSCA,Y,Lawton,AP,,TSCA Certificate
15516,9641,91,TSCA,Y,Lawton,EMEA,,TSCA Certificate
15516,9641,110,CEPAD,U,Lawton,North America,,European Inventory of Existing Commercial Chemical
15516,9641,110,CEPAD,U,Lawton,EMEA,,European Inventory of Existing Commercial Chemical
15516,9641,110,CEPAD,U,Lawton,LA,,European Inventory of Existing Commercial Chemical
15516,9641,110,CEPAD,U,Lawton,AP,,European Inventory of Existing Commercial Chemical
15516,9641,111,CEPAN,Y,Lawton,EMEA,"Supplier has confirmed this material was pre-registered in 2011, and is in the 2013 or 2018 tonnage banc for registration.",European REACH
15516,9641,111,CEPAN,Y,Lawton,LA,"Supplier has confirmed this material was pre-registered in 2011, and is in the 2013 or 2018 tonnage banc for registration.",European REACH
15516,9641,111,CEPAN,Y,Lawton,North America,"Supplier has confirmed this material was pre-registered in 2011, and is in the 2013 or 2018 tonnage banc for registration.",European REACH
15516,9641,111,CEPAN,Y,Lawton,AP,"Supplier has confirmed this material was pre-registered in 2011, and is in the 2013 or 2018 tonnage banc for registration.",European REACH
15516,9641,112,ELINCS,Y,Lawton,EMEA,,Australian Inventory of chemical Substances
15516,9641,112,ELINCS,Y,Lawton,LA,,Australian Inventory of chemical Substances
15516,9641,112,ELINCS,Y,Lawton,North America,,Australian Inventory of chemical Substances
15516,9641,112,ELINCS,Y,Lawton,AP,,Australian Inventory of chemical Substances
15516,9641,113,EINECS,Y,Lawton,EMEA,,Japanese Existing and New Chemical substances
15516,9641,113,EINECS,Y,Lawton,LA,,Japanese Existing and New Chemical substances
15516,9641,113,EINECS,Y,Lawton,North America,,Japanese Existing and New Chemical substances
15516,9641,113,EINECS,Y,Lawton,AP,,Japanese Existing and New Chemical substances
15516,9641,114,KKDIK,Y,Lawton,North America,,Korean Existing Chemicals Inventory
15516,9641,114,KKDIK,Y,Lawton,LA,,Korean Existing Chemicals Inventory
15516,9641,114,KKDIK,Y,Lawton,EMEA,,Korean Existing Chemicals Inventory
15516,9641,114,KKDIK,Y,Lawton,AP,,Korean Existing Chemicals Inventory
15516,9641,116,ENCS,Y,Lawton,North America,,Taiwan Existing and New Chemical Notification
15516,9641,116,ENCS,Y,Lawton,LA,,Taiwan Existing and New Chemical Notification
15516,9641,116,ENCS,Y,Lawton,EMEA,,Taiwan Existing and New Chemical Notification
15516,9641,116,ENCS,Y,Lawton,AP,,Taiwan Existing and New Chemical Notification
15517,9681,90,MSDS,Y,Danville,North America,"* SDS identifies hazards & controls
",MSDS Requirement
15517,9681,91,TSCA,Y,Danville,North America,* Listed or Exempt for TSCA and DSL only @ time of review per MSDS & CIRF.,TSCA Certificate
15517,9681,110,CEPAD,N,Danville,North America,"* Per Shaw Cook (Barbe), Supplier doesn't wish to certify to supply to other regions or provide full disclosure (per attached email)
",European Inventory of Existing Commercial Chemical
15517,9681,111,CEPAN,N,Danville,North America,"* Per Shaw Cook (Barbe), Supplier doesn't wish to certify to supply to other regions or provide full disclosure (attached email)
",European REACH
15517,9681,112,ELINCS,N,Danville,North America,"* Per Shaw Cook (Barbe), Supplier doesn't wish to certify to supply to other regions or provide full disclosure (attached email)
",Australian Inventory of chemical Substances
15517,9681,113,EINECS,N,Danville,North America,"* Per Shaw Cook (Barbe), Supplier doesn't wish to certify to supply to other regions or provide full disclosure (attached email)
",Japanese Existing and New Chemical substances
15517,9681,114,KKDIK,N,Danville,North America,"* Per Shaw Cook (Barbe), Supplier doesn't wish to certify to supply to other regions or provide full disclosure (attached email)
",Korean Existing Chemicals Inventory
15517,9681,116,ENCS,N,Danville,North America,,Taiwan Existing and New Chemical Notification
15521,11361,90,MSDS,Y,South Africa,North America,"* SDS identifies hazards/controls
",MSDS Requirement
15521,11361,90,MSDS,Y,South Africa,LA,"* SDS identifies hazards/controls
",MSDS Requirement
15521,11361,90,MSDS,Y,South Africa,AP,"* SDS identifies hazards/controls
",MSDS Requirement
15521,11361,90,MSDS,Y,South Africa,EMEA,"* SDS identifies hazards/controls
",MSDS Requirement
15521,11361,91,TSCA,Y,South Africa,North America,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",TSCA Certificate
15521,11361,91,TSCA,Y,South Africa,LA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",TSCA Certificate
15521,11361,91,TSCA,Y,South Africa,EMEA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",TSCA Certificate
15521,11361,91,TSCA,Y,South Africa,AP,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",TSCA Certificate
15521,11361,110,CEPAD,Y,South Africa,North America,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",European Inventory of Existing Commercial Chemical
15521,11361,110,CEPAD,Y,South Africa,EMEA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",European Inventory of Existing Commercial Chemical
15521,11361,110,CEPAD,Y,South Africa,AP,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",European Inventory of Existing Commercial Chemical
15521,11361,110,CEPAD,Y,South Africa,LA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",European Inventory of Existing Commercial Chemical
15521,11361,111,CEPAN,Y,South Africa,AP,* Compliant per CIRF,European REACH
15521,11361,111,CEPAN,Y,South Africa,EMEA,* Compliant per CIRF,European REACH
15521,11361,111,CEPAN,Y,South Africa,North America,* Compliant per CIRF,European REACH
15521,11361,111,CEPAN,Y,South Africa,LA,* Compliant per CIRF,European REACH
15521,11361,112,ELINCS,Y,South Africa,North America,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Australian Inventory of chemical Substances
15521,11361,112,ELINCS,Y,South Africa,LA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Australian Inventory of chemical Substances
15521,11361,112,ELINCS,Y,South Africa,EMEA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Australian Inventory of chemical Substances
15521,11361,112,ELINCS,Y,South Africa,AP,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Australian Inventory of chemical Substances
15521,11361,113,EINECS,N,South Africa,AP,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Japanese Existing and New Chemical substances
15521,11361,113,EINECS,N,South Africa,North America,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Japanese Existing and New Chemical substances
15521,11361,113,EINECS,N,South Africa,LA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Japanese Existing and New Chemical substances
15521,11361,113,EINECS,N,South Africa,EMEA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Japanese Existing and New Chemical substances
15521,11361,114,KKDIK,N,South Africa,AP,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Korean Existing Chemicals Inventory
15521,11361,114,KKDIK,N,South Africa,North America,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Korean Existing Chemicals Inventory
15521,11361,114,KKDIK,N,South Africa,LA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Korean Existing Chemicals Inventory
15521,11361,114,KKDIK,N,South Africa,EMEA,"* Listed/Exempt for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, IECSA (China), & NZIoC.
* Not available for  ENCS, KECL, PICCS",Korean Existing Chemicals Inventory
15521,11361,116,ENCS,Y,South Africa,EMEA,,Taiwan Existing and New Chemical Notification
15521,11361,116,ENCS,Y,South Africa,LA,,Taiwan Existing and New Chemical Notification
15521,11361,116,ENCS,Y,South Africa,North America,,Taiwan Existing and New Chemical Notification
15521,11361,116,ENCS,Y,South Africa,AP,,Taiwan Existing and New Chemical Notification
15522,11681,90,MSDS,Y,South Africa,EMEA,11/11 SDS includes hazards/controls per ANSI format w. GHS classifications. Lists EU retrictions - none.,MSDS Requirement
15522,11681,90,MSDS,Y,South Africa,LA,11/11 SDS includes hazards/controls per ANSI format w. GHS classifications. Lists EU retrictions - none.,MSDS Requirement
15522,11681,90,MSDS,Y,South Africa,North America,11/11 SDS includes hazards/controls per ANSI format w. GHS classifications. Lists EU retrictions - none.,MSDS Requirement
15522,11681,90,MSDS,Y,South Africa,AP,11/11 SDS includes hazards/controls per ANSI format w. GHS classifications. Lists EU retrictions - none.,MSDS Requirement
15522,11681,91,TSCA,Y,South Africa,EMEA,,TSCA Certificate
15522,11681,91,TSCA,Y,South Africa,LA,,TSCA Certificate
15522,11681,91,TSCA,Y,South Africa,North America,,TSCA Certificate
15522,11681,91,TSCA,Y,South Africa,AP,,TSCA Certificate
15522,11681,110,CEPAD,Y,South Africa,North America,,European Inventory of Existing Commercial Chemical
15522,11681,110,CEPAD,Y,South Africa,LA,,European Inventory of Existing Commercial Chemical
15522,11681,110,CEPAD,Y,South Africa,EMEA,,European Inventory of Existing Commercial Chemical
15522,11681,110,CEPAD,Y,South Africa,AP,,European Inventory of Existing Commercial Chemical
15522,11681,111,CEPAN,Y,South Africa,North America,,European REACH
15522,11681,111,CEPAN,Y,South Africa,LA,,European REACH
15522,11681,111,CEPAN,Y,South Africa,EMEA,,European REACH
15522,11681,111,CEPAN,Y,South Africa,AP,,European REACH
15522,11681,112,ELINCS,N,South Africa,North America,,Australian Inventory of chemical Substances
15522,11681,112,ELINCS,N,South Africa,LA,,Australian Inventory of chemical Substances
15522,11681,112,ELINCS,N,South Africa,EMEA,,Australian Inventory of chemical Substances
15522,11681,112,ELINCS,N,South Africa,AP,,Australian Inventory of chemical Substances
15522,11681,113,EINECS,Y,South Africa,North America,,Japanese Existing and New Chemical substances
15522,11681,113,EINECS,Y,South Africa,LA,,Japanese Existing and New Chemical substances
15522,11681,113,EINECS,Y,South Africa,AP,,Japanese Existing and New Chemical substances
15522,11681,113,EINECS,Y,South Africa,EMEA,,Japanese Existing and New Chemical substances
15522,11681,114,KKDIK,Y,South Africa,North America,,Korean Existing Chemicals Inventory
15522,11681,114,KKDIK,Y,South Africa,LA,,Korean Existing Chemicals Inventory
15522,11681,114,KKDIK,Y,South Africa,EMEA,,Korean Existing Chemicals Inventory
15522,11681,114,KKDIK,Y,South Africa,AP,,Korean Existing Chemicals Inventory
15522,11681,116,ENCS,Y,South Africa,North America,,Taiwan Existing and New Chemical Notification
15522,11681,116,ENCS,Y,South Africa,EMEA,,Taiwan Existing and New Chemical Notification
15522,11681,116,ENCS,Y,South Africa,LA,,Taiwan Existing and New Chemical Notification
15522,11681,116,ENCS,Y,South Africa,AP,,Taiwan Existing and New Chemical Notification
15523,9561,90,MSDS,Y,Danville,North America,Most recent SDS is dated 1/08.  Supplier should be made to provide a newer SDS.  No use outside of Mountville Mills is permitted until a thorough review of material registration in all relevant countries is completed.,MSDS Requirement
15523,9561,91,TSCA,Y,Danville,North America,Conforms per 2008 SDS,TSCA Certificate
15523,9561,110,CEPAD,Y,Danville,North America,Conforms per 2008 SDS,European Inventory of Existing Commercial Chemical
15523,9561,111,CEPAN,N,Danville,North America,REACH compliacne was not reviewed because this material is not authorized for use in EMEA.,European REACH
15523,9561,112,ELINCS,Y,Danville,North America,Conforms per 2008 SDS,Australian Inventory of chemical Substances
15523,9561,113,EINECS,Y,Danville,North America,Conforms per 2008 SDS,Japanese Existing and New Chemical substances
15523,9561,114,KKDIK,Y,Danville,North America,Conforms per 2008 SDS,Korean Existing Chemicals Inventory
15523,9561,116,ENCS,Y,Danville,North America,,Taiwan Existing and New Chemical Notification
15534,11481,90,MSDS,Y,Gadsden,North America,,MSDS Requirement
15534,11481,90,MSDS,Y,Gadsden,LA,,MSDS Requirement
15534,11481,90,MSDS,Y,Gadsden,AP,,MSDS Requirement
15534,11481,91,TSCA,Y,Gadsden,AP,,TSCA Certificate
15534,11481,91,TSCA,Y,Gadsden,LA,,TSCA Certificate
15534,11481,91,TSCA,Y,Gadsden,North America,,TSCA Certificate
15534,11481,110,CEPAD,U,Gadsden,North America,,European Inventory of Existing Commercial Chemical
15534,11481,110,CEPAD,U,Gadsden,LA,,European Inventory of Existing Commercial Chemical
15534,11481,110,CEPAD,U,Gadsden,AP,,European Inventory of Existing Commercial Chemical
15534,11481,111,CEPAN,U,Gadsden,AP,,European REACH
15534,11481,111,CEPAN,U,Gadsden,LA,,European REACH
15534,11481,111,CEPAN,U,Gadsden,North America,,European REACH
15534,11481,112,ELINCS,U,Gadsden,North America,,Australian Inventory of chemical Substances
15534,11481,112,ELINCS,U,Gadsden,AP,,Australian Inventory of chemical Substances
15534,11481,112,ELINCS,U,Gadsden,LA,,Australian Inventory of chemical Substances
15534,11481,113,EINECS,U,Gadsden,North America,,Japanese Existing and New Chemical substances
15534,11481,113,EINECS,U,Gadsden,LA,,Japanese Existing and New Chemical substances
15534,11481,113,EINECS,U,Gadsden,AP,,Japanese Existing and New Chemical substances
15534,11481,114,KKDIK,U,Gadsden,AP,,Korean Existing Chemicals Inventory
15534,11481,114,KKDIK,U,Gadsden,North America,,Korean Existing Chemicals Inventory
15534,11481,114,KKDIK,U,Gadsden,LA,,Korean Existing Chemicals Inventory
15534,11481,116,ENCS,U,Gadsden,AP,,Taiwan Existing and New Chemical Notification
15534,11481,116,ENCS,U,Gadsden,North America,,Taiwan Existing and New Chemical Notification
15534,11481,116,ENCS,U,Gadsden,LA,,Taiwan Existing and New Chemical Notification
15543,11741,90,MSDS,Y,Dalian,AP,,MSDS Requirement
15543,11741,91,TSCA,Y,Dalian,AP,But not applicable as this material is designated for use in AP only.,TSCA Certificate
15543,11741,110,CEPAD,U,Dalian,AP,Not applicable as this material is designated for use in AP only.,European Inventory of Existing Commercial Chemical
15543,11741,111,CEPAN,U,Dalian,AP,Not applicable as this material is designated for use in AP only.,European REACH
15543,11741,112,ELINCS,U,Dalian,AP,Not applicable as this material is designated for use in AP only.,Australian Inventory of chemical Substances
15543,11741,113,EINECS,U,Dalian,AP,Not applicable as this material is designated for use in AP only.,Japanese Existing and New Chemical substances
15543,11741,114,KKDIK,U,Dalian,AP,Not applicable as this material is designated for use in AP only.,Korean Existing Chemicals Inventory
15543,11741,116,ENCS,U,Dalian,AP,Not applicable as this material is designated for use in AP only.,Taiwan Existing and New Chemical Notification
15544,9721,90,MSDS,N,South Africa,EMEA,,MSDS Requirement
15544,9721,91,TSCA,Y,South Africa,EMEA,* Listed/Exempt for this regional inventory @ time of review per LOLI,TSCA Certificate
15544,9721,110,CEPAD,Y,South Africa,EMEA,"* Polymers are exempt from EINECS #
* Listed/Exempt for this regional inventory @ time of review per LOLI",European Inventory of Existing Commercial Chemical
15544,9721,111,CEPAN,Y,South Africa,EMEA,* MSDS claims supplier and product meet REACH requirements @ time of review,European REACH
15544,9721,112,ELINCS,Y,South Africa,EMEA,* Listed/Exempt for this regional inventory @ time of review per LOLI,Australian Inventory of chemical Substances
15544,9721,113,EINECS,Y,South Africa,EMEA,* Listed/Exempt for this regional inventory @ time of review per LOLI,Japanese Existing and New Chemical substances
15544,9721,114,KKDIK,Y,South Africa,EMEA,* Listed/Exempt for this regional inventory @ time of review per LOLI,Korean Existing Chemicals Inventory
15544,9721,116,ENCS,Y,South Africa,EMEA,,Taiwan Existing and New Chemical Notification
15562,9501,90,MSDS,Y,Fulda,EMEA,"OK for lab evaluation, but not for production use.  Supplier must convert the MSDS to an SDS in the current CLP format before this material can be used commercially.",MSDS Requirement
15562,9501,90,MSDS,Y,Fulda,LA,"OK for lab evaluation, but not for production use.  Supplier must convert the MSDS to an SDS in the current CLP format before this material can be used commercially.",MSDS Requirement
15562,9501,90,MSDS,Y,Fulda,North America,"OK for lab evaluation, but not for production use.  Supplier must convert the MSDS to an SDS in the current CLP format before this material can be used commercially.",MSDS Requirement
15562,9501,90,MSDS,Y,Fulda,AP,"OK for lab evaluation, but not for production use.  Supplier must convert the MSDS to an SDS in the current CLP format before this material can be used commercially.",MSDS Requirement
15562,9501,91,TSCA,Y,Fulda,North America,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",TSCA Certificate
15562,9501,91,TSCA,Y,Fulda,LA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",TSCA Certificate
15562,9501,91,TSCA,Y,Fulda,AP,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",TSCA Certificate
15562,9501,91,TSCA,Y,Fulda,EMEA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",TSCA Certificate
15562,9501,110,CEPAD,Y,Fulda,North America,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",European Inventory of Existing Commercial Chemical
15562,9501,110,CEPAD,Y,Fulda,EMEA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",European Inventory of Existing Commercial Chemical
15562,9501,110,CEPAD,Y,Fulda,LA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",European Inventory of Existing Commercial Chemical
15562,9501,110,CEPAD,Y,Fulda,AP,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",European Inventory of Existing Commercial Chemical
15562,9501,111,CEPAN,Y,Fulda,EMEA,* Supplier/GY verified REACH compliant,European REACH
15562,9501,111,CEPAN,Y,Fulda,LA,* Supplier/GY verified REACH compliant,European REACH
15562,9501,111,CEPAN,Y,Fulda,North America,* Supplier/GY verified REACH compliant,European REACH
15562,9501,111,CEPAN,Y,Fulda,AP,* Supplier/GY verified REACH compliant,European REACH
15562,9501,112,ELINCS,Y,Fulda,EMEA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Australian Inventory of chemical Substances
15562,9501,112,ELINCS,Y,Fulda,LA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Australian Inventory of chemical Substances
15562,9501,112,ELINCS,Y,Fulda,North America,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Australian Inventory of chemical Substances
15562,9501,112,ELINCS,Y,Fulda,AP,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Australian Inventory of chemical Substances
15562,9501,113,EINECS,Y,Fulda,EMEA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Japanese Existing and New Chemical substances
15562,9501,113,EINECS,Y,Fulda,LA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Japanese Existing and New Chemical substances
15562,9501,113,EINECS,Y,Fulda,North America,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Japanese Existing and New Chemical substances
15562,9501,113,EINECS,Y,Fulda,AP,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Japanese Existing and New Chemical substances
15562,9501,114,KKDIK,Y,Fulda,North America,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Korean Existing Chemicals Inventory
15562,9501,114,KKDIK,Y,Fulda,LA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Korean Existing Chemicals Inventory
15562,9501,114,KKDIK,Y,Fulda,EMEA,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Korean Existing Chemicals Inventory
15562,9501,114,KKDIK,Y,Fulda,AP,"* Listed/Exempt only for the following inventories @ time of review per CIRF: TSCA, DSL/NDSL, EINECS, AICS, ENCS, ECL
* NOT APPROVED for the following at time of review per CIRF:  PICCS, IECSA (China), NZIoC,
",Korean Existing Chemicals Inventory
15562,9501,116,ENCS,U,Fulda,North America,,Taiwan Existing and New Chemical Notification
15562,9501,116,ENCS,U,Fulda,LA,,Taiwan Existing and New Chemical Notification
15562,9501,116,ENCS,U,Fulda,EMEA,,Taiwan Existing and New Chemical Notification
15562,9501,116,ENCS,U,Fulda,AP,,Taiwan Existing and New Chemical Notification
15589,9861,90,MSDS,Y,,EMEA,,MSDS Requirement
15589,9861,90,MSDS,Y,,LA,,MSDS Requirement
15589,9861,90,MSDS,Y,,AP,,MSDS Requirement
15589,9861,90,MSDS,Y,,North America,,MSDS Requirement
15589,9861,91,TSCA,Y,,North America,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",TSCA Certificate
15589,9861,91,TSCA,Y,,LA,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",TSCA Certificate
15589,9861,91,TSCA,Y,,AP,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",TSCA Certificate
15589,9861,91,TSCA,Y,,EMEA,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",TSCA Certificate
15589,9861,110,CEPAD,Y,,North America,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",European Inventory of Existing Commercial Chemical
15589,9861,110,CEPAD,Y,,EMEA,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",European Inventory of Existing Commercial Chemical
15589,9861,110,CEPAD,Y,,AP,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",European Inventory of Existing Commercial Chemical
15589,9861,110,CEPAD,Y,,LA,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",European Inventory of Existing Commercial Chemical
15589,9861,111,CEPAN,Y,,AP,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",European REACH
15589,9861,111,CEPAN,Y,,EMEA,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",European REACH
15589,9861,111,CEPAN,Y,,North America,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",European REACH
15589,9861,111,CEPAN,Y,,LA,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",European REACH
15589,9861,112,ELINCS,Y,,North America,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",Australian Inventory of chemical Substances
15589,9861,112,ELINCS,Y,,EMEA,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",Australian Inventory of chemical Substances
15589,9861,112,ELINCS,Y,,AP,"* Listed or Exempt for all regional inventories@ time of review per CIRF
* REACH registration due 2018 - must ensure compliance at that date.",Australian Inventory of chemical Substances
